COUNTYFIPS,COUNTY,STATE,community_type,pct_bachelors_degree,pct_graduate_degree,pct_hs_graduate,pct_less_than_hs,pct_associate_degree,pct_any_posths_education
16527,County_16527,Kansas,Rural,20.0,6.91,78.55,21.45,8.71,38.75
40491,County_40491,South Carolina,Suburban/Small City,24.18,9.35,73.1,26.9,7.4,44.82
32197,County_32197,New York,Urban,13.33,8.23,70.37,29.63,3.06,24.31
20341,County_20341,Maryland,Rural,15.66,5.67,69.87,30.13,6.52,28.72
22207,County_22207,Michigan,Suburban/Small City,9.84,5.01,65.38,34.62,5.84,25.54
28543,County_28543,Nevada,Rural,13.97,8.99,69.77,30.23,,28.29
30525,County_30525,New Jersey,Rural,,7.03,87.6,12.4,6.14,29.89
4047,County_4047,Arkansas,Rural,14.1,0.0,70.26,29.74,6.62,22.3
55421,County_55421,Other,Urban,1.65,5.85,66.7,,5.23,12.96
16091,County_16091,Kansas,Rural,18.22,6.37,68.09,31.91,10.27,37.13
56963,County_56963,Other,Rural,1.86,4.35,74.46,25.54,6.67,15.72
22533,County_22533,Michigan,Rural,10.07,,84.13,15.87,8.48,30.61
3505,County_3505,Arizona,Suburban/Small City,12.36,5.91,66.3,33.7,5.61,25.0
16321,County_16321,Kansas,Urban,18.23,6.42,64.81,35.19,7.19,34.38
1537,County_1537,Alabama,Suburban/Small City,15.8,5.59,73.92,26.08,3.54,28.87
35411,County_35411,Ohio,Rural,10.8,5.69,67.02,32.98,6.56,27.53
3691,County_3691,Arizona,Urban,10.81,2.3,75.15,24.85,2.38,
22437,County_22437,Michigan,Urban,24.19,7.32,76.5,23.5,5.38,36.95
42177,County_42177,Tennessee,Urban,18.42,10.45,77.96,22.04,6.87,
19689,County_19689,Maine,Urban,19.58,8.41,85.3,14.7,8.37,41.05
29133,County_29133,New Hampshire,Urban,10.61,3.06,,39.77,7.03,18.71
30689,County_30689,New Jersey,Rural,21.95,7.95,84.39,15.61,6.26,35.66
21489,County_21489,Massachusetts,Rural,23.24,8.39,71.7,28.3,7.0,42.7
13773,County_13773,Illinois,Rural,24.15,,78.69,21.31,7.22,43.19
4473,County_4473,Arkansas,Urban,14.06,5.07,83.89,16.11,5.72,29.82
31159,County_31159,New Mexico,Rural,14.42,8.07,72.08,27.92,3.77,28.88
8989,County_8989,Delaware,Rural,16.96,7.74,75.28,24.72,5.94,32.81
4907,County_4907,Arkansas,Urban,16.61,6.47,78.1,21.9,6.9,29.66
56533,County_56533,Other,Rural,19.75,7.89,84.82,15.18,10.53,39.85
47979,County_47979,Washington,Urban,8.64,5.89,78.98,21.02,4.84,18.5
40417,County_40417,South Carolina,Rural,23.87,8.16,68.35,31.65,7.32,43.45
15273,County_15273,Iowa,Urban,7.9,6.03,75.68,24.32,5.51,18.22
18589,County_18589,Louisiana,Urban,22.5,5.49,78.0,22.0,9.69,
17589,County_17589,Kentucky,Rural,15.54,,69.14,30.86,7.54,34.55
28047,County_28047,Nevada,Urban,11.5,6.22,78.44,21.56,3.42,21.95
3785,County_3785,Arizona,Rural,13.59,5.07,69.11,30.89,5.93,25.59
25241,County_25241,Missouri,Urban,21.25,8.1,76.71,23.29,5.05,39.09
49121,County_49121,Wisconsin,Rural,25.28,6.33,83.33,16.67,7.85,36.93
16355,County_16355,Kansas,Rural,9.13,4.67,71.46,28.54,7.0,20.92
44665,County_44665,Utah,Rural,7.08,2.65,69.45,30.55,4.61,16.88
7811,County_7811,Connecticut,Urban,12.91,2.17,78.03,21.97,11.29,31.45
10229,County_10229,Georgia,Rural,18.37,4.58,77.03,22.97,3.03,28.18
46749,County_46749,Virginia,Rural,9.2,6.31,74.5,25.5,6.16,24.33
41873,County_41873,South Dakota,Rural,18.74,7.8,75.93,24.07,8.17,34.66
47667,County_47667,Washington,Rural,13.18,5.32,70.4,29.6,7.94,28.37
18661,County_18661,Louisiana,Urban,9.49,3.29,65.5,34.5,7.08,21.81
20095,County_20095,Maryland,Suburban/Small City,15.12,0.65,70.96,29.04,6.8,26.66
16075,County_16075,Kansas,Rural,19.71,7.08,77.24,22.76,3.12,32.41
52241,County_52241,Other,Urban,11.23,3.77,82.48,17.52,8.31,26.6
18735,County_18735,Louisiana,Urban,18.18,7.92,76.96,23.04,3.5,27.67
46183,County_46183,Virginia,Rural,17.2,7.46,77.0,23.0,5.83,27.39
22505,County_22505,Michigan,Urban,18.43,5.76,70.51,29.49,7.66,35.09
45137,County_45137,Vermont,Rural,6.87,0.55,70.46,29.54,,19.27
49531,County_49531,Wisconsin,Rural,22.79,5.29,73.64,26.36,8.9,36.27
32535,County_32535,New York,Suburban/Small City,11.2,5.13,64.91,35.09,6.53,25.29
7491,County_7491,Connecticut,Rural,14.47,10.12,78.91,21.09,3.37,31.52
44491,County_44491,Utah,Urban,18.34,5.96,76.63,23.37,3.63,27.62
37001,County_37001,Oregon,Rural,7.81,5.56,62.27,37.73,7.84,26.9
37393,County_37393,Oregon,Rural,11.28,5.64,85.27,14.73,4.99,24.74
48141,County_48141,West Virginia,Rural,3.52,0.84,60.32,39.68,7.43,10.84
43827,County_43827,Texas,Suburban/Small City,17.71,3.75,73.77,26.23,3.86,29.69
24291,County_24291,Mississippi,Urban,16.48,8.07,74.05,25.95,7.7,34.94
27231,County_27231,Nebraska,Rural,19.4,10.39,80.17,19.83,5.24,35.91
45153,County_45153,Vermont,Urban,27.19,8.6,,19.13,7.14,43.36
2307,County_2307,Alaska,Urban,19.52,6.18,76.94,23.06,5.44,33.95
52097,County_52097,Other,Suburban/Small City,4.29,3.95,64.0,36.0,6.19,15.36
18945,County_18945,Louisiana,Rural,6.17,3.5,70.55,29.45,3.99,15.35
40675,County_40675,South Carolina,Urban,7.07,3.61,64.53,35.47,3.49,18.36
43483,County_43483,Texas,Urban,17.79,6.15,71.52,28.48,9.85,34.48
28725,County_28725,Nevada,Suburban/Small City,22.44,7.74,74.23,25.77,9.47,39.89
29629,County_29629,New Hampshire,Urban,17.64,6.26,73.43,26.57,4.66,30.89
2529,County_2529,Alaska,Suburban/Small City,17.96,6.71,76.66,,6.83,33.65
37691,County_37691,Oregon,Rural,7.93,1.09,70.08,29.92,5.25,15.3
25873,County_25873,Missouri,Rural,10.86,15.73,85.95,,5.16,33.23
48115,County_48115,West Virginia,Suburban/Small City,10.22,5.18,67.2,32.8,9.39,30.41
14009,County_14009,Indiana,Urban,14.05,7.49,69.67,30.33,5.92,29.48
41223,County_41223,South Dakota,Rural,10.12,3.11,71.96,28.04,4.06,16.32
6441,County_6441,Colorado,Urban,7.08,3.53,70.8,29.2,6.12,15.22
44445,County_44445,Utah,Suburban/Small City,4.28,6.53,55.28,44.72,5.29,20.88
22541,County_22541,Michigan,Rural,17.52,8.61,80.32,19.68,5.69,38.13
1355,County_1355,Alabama,Rural,25.62,,87.62,12.38,9.01,40.62
10857,County_10857,Georgia,Rural,15.89,7.06,78.56,21.44,8.14,30.31
44315,County_44315,Utah,Suburban/Small City,9.66,1.95,67.39,32.61,4.01,20.17
21063,County_21063,Massachusetts,Suburban/Small City,11.98,2.78,76.82,23.18,3.13,21.36
46521,County_46521,Virginia,Urban,9.49,2.49,65.36,34.64,4.4,19.37
5143,County_5143,California,Rural,13.29,9.48,79.37,20.63,5.62,28.97
32513,County_32513,New York,Suburban/Small City,30.69,9.61,85.77,14.23,7.38,48.94
23715,County_23715,Minnesota,Rural,18.89,5.69,79.41,20.59,8.14,36.1
45791,County_45791,Vermont,Urban,20.02,4.72,73.84,26.16,7.8,31.47
48809,County_48809,West Virginia,Urban,15.65,8.59,78.47,21.53,8.16,31.17
20623,County_20623,Maryland,Rural,16.66,7.78,88.54,11.46,11.22,37.2
30621,County_30621,New Jersey,Suburban/Small City,13.78,9.0,65.4,34.6,8.54,35.52
41447,County_41447,South Dakota,Rural,12.65,4.55,77.88,22.12,6.85,26.43
4835,County_4835,Arkansas,Urban,15.66,9.47,76.57,23.43,7.91,33.21
5789,County_5789,California,Rural,12.14,5.5,76.54,23.46,9.32,31.25
50829,County_50829,Wyoming,Rural,13.19,9.8,85.39,14.61,7.04,33.64
18915,County_18915,Louisiana,Rural,21.86,11.87,86.98,13.02,4.97,42.41
9271,County_9271,Florida,Urban,19.54,9.56,79.32,20.68,10.8,43.35
53931,County_53931,Other,Rural,15.37,5.92,77.51,22.49,8.45,31.37
48049,County_48049,West Virginia,Urban,19.52,5.31,76.13,23.87,7.32,37.16
34477,County_34477,North Dakota,Urban,14.7,6.32,79.55,20.45,4.45,24.76
51067,County_51067,Other,Urban,14.64,9.24,75.27,24.73,5.46,35.86
49703,County_49703,Wisconsin,Rural,9.24,1.31,73.45,26.55,9.17,19.87
56615,County_56615,Other,Rural,28.24,10.91,82.37,17.63,7.72,49.32
51593,County_51593,Other,Rural,11.72,3.43,71.89,28.11,6.42,23.65
52687,County_52687,Other,Suburban/Small City,17.13,8.29,80.02,19.98,3.46,29.94
8665,County_8665,Delaware,Rural,16.35,10.14,76.99,23.01,6.42,33.72
23013,County_23013,Minnesota,Suburban/Small City,23.25,6.31,78.81,21.19,3.94,31.38
2493,County_2493,Alaska,Urban,20.77,7.68,80.99,19.01,8.92,39.92
20155,County_20155,Maryland,Suburban/Small City,9.36,3.31,66.8,33.2,4.98,19.03
50513,County_50513,Wyoming,Suburban/Small City,,10.41,74.94,25.06,8.31,40.72
2985,County_2985,Alaska,Urban,14.63,9.3,83.75,16.25,5.13,33.09
56311,County_56311,Other,Urban,15.6,4.87,68.12,31.88,8.15,30.07
42541,County_42541,Tennessee,Suburban/Small City,16.76,9.32,81.69,18.31,9.65,38.17
42969,County_42969,Tennessee,Suburban/Small City,23.45,4.52,74.23,25.77,7.62,35.49
40427,County_40427,South Carolina,Rural,15.73,4.77,77.74,22.26,6.16,31.09
32135,County_32135,New York,Rural,16.38,8.21,73.01,26.99,4.66,30.17
32617,County_32617,New York,Rural,14.55,5.3,76.99,23.01,9.4,34.06
44655,County_44655,Utah,Rural,12.71,1.49,78.9,21.1,7.53,25.86
41961,County_41961,South Dakota,Rural,18.84,4.1,76.91,23.09,2.93,
29093,County_29093,New Hampshire,Rural,25.5,7.93,88.11,11.89,7.65,41.74
56579,County_56579,Other,Rural,16.15,6.14,75.72,24.28,9.52,34.36
25275,County_25275,Missouri,Suburban/Small City,21.44,9.62,86.51,13.49,8.18,39.88
8087,County_8087,Delaware,Urban,9.49,5.94,68.3,31.7,4.0,20.85
33637,County_33637,North Carolina,Rural,7.67,7.59,75.81,24.19,6.59,21.76
7407,County_7407,Connecticut,Urban,14.24,5.94,77.34,22.66,7.75,32.94
55573,County_55573,Other,Rural,18.15,3.01,72.85,27.15,8.14,
21287,County_21287,Massachusetts,Urban,8.86,3.21,69.74,30.26,5.24,18.27
28643,County_28643,Nevada,Rural,16.18,8.49,74.4,25.6,5.33,32.47
3781,County_3781,Arizona,Suburban/Small City,18.48,3.94,77.5,22.5,4.99,29.89
12827,County_12827,Idaho,Rural,7.9,2.97,70.44,29.56,1.34,13.03
42807,County_42807,Tennessee,Rural,12.68,4.04,79.15,20.85,5.74,18.62
10107,County_10107,Georgia,Suburban/Small City,23.1,8.23,,25.61,5.98,39.22
46577,County_46577,Virginia,Rural,26.4,9.21,82.96,17.04,5.19,36.38
28755,County_28755,Nevada,Rural,19.49,9.37,75.98,24.02,5.44,35.91
15751,County_15751,Iowa,Suburban/Small City,9.81,5.79,78.68,21.32,6.57,23.79
53955,County_53955,Other,Urban,,7.68,79.55,20.45,6.48,34.88
15169,County_15169,Iowa,Rural,16.91,6.66,73.88,26.12,9.59,35.91
9365,County_9365,Florida,Urban,17.08,7.99,82.95,17.05,9.75,40.05
53919,County_53919,Other,Rural,16.12,8.24,75.87,24.13,3.9,28.84
44687,County_44687,Utah,Rural,9.26,5.52,77.37,22.63,5.32,20.41
37387,County_37387,Oregon,Rural,9.52,6.63,70.82,29.18,3.3,18.11
18409,County_18409,Louisiana,Rural,12.59,10.91,75.26,24.74,6.62,33.6
37725,County_37725,Oregon,Rural,16.9,9.48,78.28,21.72,1.19,29.74
34015,County_34015,North Dakota,Urban,17.32,7.32,80.13,19.87,4.5,29.06
32221,County_32221,New York,Rural,5.83,6.04,81.03,18.97,7.64,22.1
2343,County_2343,Alaska,Rural,10.0,5.5,74.98,25.02,5.27,23.22
12589,County_12589,Idaho,Rural,9.61,2.27,65.68,34.32,2.05,15.16
20871,County_20871,Maryland,Urban,14.71,3.51,80.03,19.97,9.74,26.1
13995,County_13995,Illinois,Suburban/Small City,14.96,4.05,,22.6,7.38,27.58
34345,County_34345,North Dakota,Urban,6.63,1.35,73.35,26.65,4.73,14.73
30139,County_30139,New Jersey,Suburban/Small City,14.87,10.02,82.5,17.5,9.88,38.9
15863,County_15863,Iowa,Rural,22.29,7.85,74.55,25.45,10.03,41.31
20843,County_20843,Maryland,Suburban/Small City,12.62,10.55,70.72,29.28,6.77,30.94
23373,County_23373,Minnesota,Rural,5.02,0.0,64.69,35.31,4.87,11.65
45259,County_45259,Vermont,Urban,15.56,7.53,77.0,23.0,5.98,35.13
52035,County_52035,Other,Urban,12.5,8.47,83.05,16.95,5.92,28.73
34601,County_34601,North Dakota,Rural,20.52,8.0,71.76,28.24,7.46,34.77
52265,County_52265,Other,Rural,17.65,,78.19,21.81,3.84,27.18
14211,County_14211,Indiana,Rural,21.41,4.42,74.4,25.6,7.37,35.16
13875,County_13875,Illinois,Rural,22.76,10.11,82.89,17.11,6.73,39.21
42339,County_42339,Tennessee,Rural,14.33,7.96,73.77,26.23,4.84,26.47
22657,County_22657,Michigan,Rural,20.57,9.34,78.19,21.81,6.36,38.0
43211,County_43211,Texas,Rural,14.44,9.49,71.93,,3.71,28.66
34825,County_34825,North Dakota,Rural,13.59,9.01,79.63,20.37,11.03,36.39
39559,County_39559,Rhode Island,Rural,28.43,9.5,,17.99,3.89,43.98
42879,County_42879,Tennessee,Urban,9.91,3.92,62.25,37.75,4.27,20.96
29653,County_29653,New Hampshire,Rural,10.72,10.2,77.18,22.82,3.34,26.3
49601,County_49601,Wisconsin,Rural,11.66,4.27,66.0,34.0,7.46,25.03
22033,County_22033,Michigan,Rural,16.51,7.7,83.61,16.39,10.89,32.75
12115,County_12115,Idaho,Urban,6.7,5.43,79.91,20.09,6.24,19.63
5005,County_5005,California,Rural,18.25,7.61,73.0,27.0,6.46,37.26
16799,County_16799,Kansas,Urban,28.39,9.0,79.68,20.32,8.93,47.96
45241,County_45241,Vermont,Suburban/Small City,18.74,7.03,71.15,28.85,5.79,33.87
19175,County_19175,Maine,Rural,14.9,8.39,76.43,23.57,8.18,34.11
56519,County_56519,Other,Rural,22.99,8.54,77.75,22.25,8.1,41.53
2969,County_2969,Alaska,Rural,22.74,4.39,68.66,31.34,5.96,31.84
35049,County_35049,Ohio,Urban,20.27,14.02,74.89,25.11,5.09,41.34
2981,County_2981,Alaska,Urban,18.79,4.59,74.73,25.27,9.98,35.22
13383,County_13383,Illinois,Rural,15.08,2.98,61.58,38.42,3.83,22.58
41035,County_41035,South Dakota,Urban,14.06,7.03,57.69,42.31,9.25,32.9
43335,County_43335,Texas,Rural,15.66,5.05,68.89,31.11,5.65,29.79
55849,County_55849,Other,Rural,14.45,4.41,71.85,28.15,6.65,25.88
20011,County_20011,Maryland,Rural,12.24,5.18,74.77,25.23,3.2,20.19
9443,County_9443,Florida,Urban,19.17,3.88,80.47,19.53,7.97,33.95
47895,County_47895,Washington,Suburban/Small City,13.58,6.05,79.5,20.5,6.7,28.7
6647,County_6647,Colorado,Urban,11.4,7.66,75.35,24.65,11.68,33.74
55015,County_55015,Other,Rural,20.04,8.97,87.19,12.81,7.61,37.31
53839,County_53839,Other,Suburban/Small City,9.04,2.44,,31.86,3.62,19.97
36705,County_36705,Oklahoma,Rural,13.02,1.58,72.07,27.93,4.35,20.73
40835,County_40835,South Carolina,Rural,18.43,6.97,86.44,13.56,7.55,37.81
17345,County_17345,Kentucky,Urban,7.3,6.97,63.9,36.1,6.73,22.3
56517,County_56517,Other,Urban,9.71,5.33,65.79,34.21,6.4,22.58
21769,County_21769,Massachusetts,Rural,8.32,7.24,75.91,24.09,2.52,22.38
6503,County_6503,Colorado,Urban,8.59,7.71,,33.74,3.46,23.83
35905,County_35905,Ohio,Urban,12.27,6.33,74.91,25.09,7.45,25.97
42451,County_42451,Tennessee,Rural,12.67,7.78,83.64,16.36,5.18,27.67
17811,County_17811,Kentucky,Urban,14.95,6.46,67.77,32.23,5.2,27.92
20037,County_20037,Maryland,Rural,14.68,5.52,62.72,37.28,5.31,26.47
44357,County_44357,Utah,Urban,8.51,3.53,69.16,30.84,7.31,24.58
21487,County_21487,Massachusetts,Rural,,4.92,75.44,24.56,5.34,29.95
51481,County_51481,Other,Urban,21.63,8.08,79.23,20.77,9.18,42.91
49717,County_49717,Wisconsin,Suburban/Small City,19.29,8.18,89.36,10.64,5.15,31.53
18955,County_18955,Louisiana,Rural,15.35,4.57,64.83,35.17,10.93,31.49
35615,County_35615,Ohio,Rural,10.97,2.32,71.92,28.08,8.69,17.71
33133,County_33133,North Carolina,Rural,,2.03,74.68,25.32,7.12,22.87
21909,County_21909,Massachusetts,Rural,12.14,10.07,81.07,18.93,6.3,30.81
33983,County_33983,North Carolina,Rural,10.29,1.84,61.76,38.24,2.51,15.34
23299,County_23299,Minnesota,Rural,14.16,9.17,78.79,21.21,6.12,31.02
13729,County_13729,Illinois,Rural,25.29,9.6,82.98,17.02,7.53,44.65
34733,County_34733,North Dakota,Urban,,3.74,69.31,30.69,4.83,25.27
33221,County_33221,North Carolina,Urban,15.72,4.87,77.7,22.3,6.06,25.86
13183,County_13183,Illinois,Urban,2.62,3.07,58.31,41.69,7.57,16.54
51327,County_51327,Other,Rural,22.31,5.56,72.55,27.45,5.92,36.01
46525,County_46525,Virginia,Urban,24.95,8.8,80.79,19.21,,41.51
36235,County_36235,Oklahoma,Urban,5.87,6.14,62.94,37.06,1.26,15.81
16427,County_16427,Kansas,Urban,24.23,6.21,79.16,20.84,6.97,39.83
45731,County_45731,Vermont,Rural,22.88,4.74,79.29,20.71,8.8,34.12
13877,County_13877,Illinois,Rural,9.61,9.08,59.38,40.62,4.21,26.92
8527,County_8527,Delaware,Urban,23.58,,83.45,16.55,9.76,42.25
36213,County_36213,Oklahoma,Rural,18.66,4.07,76.77,23.23,3.03,28.71
41851,County_41851,South Dakota,Suburban/Small City,9.1,7.92,83.58,16.42,4.47,20.94
4621,County_4621,Arkansas,Urban,17.28,4.47,64.15,35.85,7.16,30.61
6867,County_6867,Colorado,Urban,14.99,10.17,71.33,28.67,8.46,33.68
9961,County_9961,Florida,Rural,8.63,5.33,74.03,25.97,4.15,19.93
9359,County_9359,Florida,Urban,,1.96,,40.93,4.0,
45087,County_45087,Vermont,Rural,17.01,7.76,,,4.45,31.76
4343,County_4343,Arkansas,Suburban/Small City,15.84,4.38,73.48,26.52,8.31,31.77
7673,County_7673,Connecticut,Rural,15.43,,74.89,25.11,8.67,38.01
17931,County_17931,Kentucky,Urban,13.36,9.86,69.14,,9.14,36.21
27923,County_27923,Nebraska,Rural,11.97,2.0,68.04,31.96,7.69,
9795,County_9795,Florida,Suburban/Small City,22.65,9.3,88.3,11.7,3.7,37.35
34541,County_34541,North Dakota,Urban,13.2,7.85,76.96,23.04,9.3,34.41
43663,County_43663,Texas,Urban,,5.33,76.16,23.84,6.23,34.72
48355,County_48355,West Virginia,Urban,13.76,6.41,84.61,15.39,3.8,27.37
50835,County_50835,Wyoming,Rural,16.27,7.11,72.22,27.78,,36.39
54255,County_54255,Other,Rural,27.68,10.03,77.23,22.77,11.51,49.42
1829,County_1829,Alabama,Urban,21.23,10.22,72.85,27.15,3.56,37.28
48707,County_48707,West Virginia,Rural,12.2,4.42,77.49,22.51,8.4,27.47
8429,County_8429,Delaware,Urban,14.62,5.58,72.46,27.54,9.13,27.75
37523,County_37523,Oregon,Urban,22.74,9.16,80.79,19.21,8.89,45.93
25891,County_25891,Missouri,Rural,6.54,,,24.98,7.89,24.4
21989,County_21989,Massachusetts,Urban,,7.86,72.62,27.38,6.67,32.21
37677,County_37677,Oregon,Urban,7.67,6.63,63.33,36.67,3.91,
27923,County_27923,Nebraska,Urban,17.63,5.41,77.78,22.22,3.6,30.18
7797,County_7797,Connecticut,Urban,18.48,6.22,68.96,31.04,6.42,30.3
28703,County_28703,Nevada,Urban,8.41,2.75,76.03,23.97,5.77,18.97
30241,County_30241,New Jersey,Urban,10.33,2.17,64.69,35.31,5.65,22.41
12351,County_12351,Idaho,Rural,10.53,2.79,81.18,18.82,6.28,23.13
28063,County_28063,Nevada,Rural,12.51,4.3,69.64,30.36,,25.18
31359,County_31359,New Mexico,Rural,23.02,7.8,76.48,23.52,8.31,42.94
44469,County_44469,Utah,Rural,13.4,6.08,72.36,27.64,4.42,28.05
35273,County_35273,Ohio,Rural,8.66,2.13,75.47,24.53,5.41,21.7
18861,County_18861,Louisiana,Rural,15.06,4.1,71.82,28.18,7.56,27.27
20391,County_20391,Maryland,Rural,24.23,5.23,76.99,23.01,9.34,39.31
23289,County_23289,Minnesota,Rural,22.53,10.69,84.99,15.01,6.72,41.55
17899,County_17899,Kentucky,Rural,16.84,2.65,70.09,29.91,6.97,27.58
27085,County_27085,Nebraska,Urban,14.15,8.21,81.01,18.99,8.54,30.96
2601,County_2601,Alaska,Urban,19.2,8.18,73.39,26.61,4.73,35.28
16097,County_16097,Kansas,Rural,15.08,7.22,89.6,10.4,8.26,29.17
15431,County_15431,Iowa,Urban,12.55,6.28,74.85,25.15,1.66,21.81
36719,County_36719,Oklahoma,Rural,9.32,6.2,,,9.12,28.19
33991,County_33991,North Carolina,Rural,18.37,2.98,75.42,24.58,3.77,26.66
46131,County_46131,Virginia,Rural,22.88,7.14,84.97,15.03,8.38,40.66
50841,County_50841,Wyoming,Rural,15.6,3.03,66.5,33.5,5.73,24.45
37851,County_37851,Oregon,Rural,8.93,4.09,76.09,23.91,,24.29
44597,County_44597,Utah,Suburban/Small City,15.32,6.43,66.47,33.53,3.07,24.64
1559,County_1559,Alabama,Suburban/Small City,12.92,7.0,71.72,28.28,3.09,21.08
13939,County_13939,Illinois,Rural,18.63,4.26,83.61,16.39,10.67,34.44
12151,County_12151,Idaho,Rural,32.7,9.32,89.12,10.88,8.51,49.53
4627,County_4627,Arkansas,Rural,6.75,3.21,71.07,28.93,6.93,16.59
12503,County_12503,Idaho,Rural,6.49,4.96,69.01,30.99,3.3,18.18
21395,County_21395,Massachusetts,Urban,18.38,6.37,84.2,15.8,3.66,29.08
50427,County_50427,Wyoming,Urban,15.99,11.45,79.59,20.41,6.77,35.76
33667,County_33667,North Carolina,Rural,12.67,5.07,75.81,24.19,5.29,28.52
27279,County_27279,Nebraska,Rural,17.29,7.67,87.52,12.48,5.69,34.06
4141,County_4141,Arkansas,Urban,6.48,3.99,74.18,25.82,5.89,17.12
21913,County_21913,Massachusetts,Urban,15.56,3.41,77.33,22.67,5.03,27.22
50549,County_50549,Wyoming,Urban,12.93,5.96,74.6,25.4,10.15,
25429,County_25429,Missouri,Urban,6.18,3.9,78.08,21.92,4.69,14.36
40925,County_40925,South Carolina,Rural,15.52,5.01,71.97,28.03,5.77,28.67
22517,County_22517,Michigan,Rural,11.36,2.15,77.87,22.13,8.37,23.09
54293,County_54293,Other,Rural,19.02,6.66,67.05,32.95,10.57,34.28
11151,County_11151,Hawaii,Rural,12.01,4.91,79.69,20.31,5.97,24.49
15313,County_15313,Iowa,Suburban/Small City,12.63,2.93,76.67,23.33,8.87,24.99
46263,County_46263,Virginia,Suburban/Small City,10.98,3.89,80.45,19.55,8.45,
27259,County_27259,Nebraska,Rural,6.14,3.27,70.57,29.43,3.38,10.25
45623,County_45623,Vermont,Rural,16.16,8.66,76.08,23.92,2.91,29.63
36525,County_36525,Oklahoma,Rural,19.66,1.91,71.18,28.82,5.83,29.0
54379,County_54379,Other,Rural,25.26,7.81,92.11,7.89,9.2,44.99
52271,County_52271,Other,Rural,19.77,10.93,84.08,15.92,6.68,37.22
46719,County_46719,Virginia,Rural,21.51,10.39,88.23,11.77,8.44,39.43
53663,County_53663,Other,Urban,7.31,4.16,64.98,35.02,3.57,19.66
26365,County_26365,Montana,Urban,25.17,7.99,73.68,26.32,5.96,40.5
18687,County_18687,Louisiana,Suburban/Small City,19.35,7.41,83.15,16.85,9.51,38.47
38385,County_38385,Pennsylvania,Urban,20.11,9.61,82.36,17.64,7.93,37.25
17631,County_17631,Kentucky,Urban,17.08,5.77,74.93,25.07,4.76,28.19
38271,County_38271,Pennsylvania,Rural,23.19,5.29,65.35,34.65,6.54,36.68
4263,County_4263,Arkansas,Urban,21.76,9.79,87.43,,6.81,42.9
31201,County_31201,New Mexico,Urban,18.26,9.7,87.08,12.92,8.51,37.8
1131,County_1131,Alabama,Rural,14.08,4.08,74.49,25.51,6.2,
9741,County_9741,Florida,Urban,14.2,3.48,79.02,20.98,5.33,24.56
46917,County_46917,Virginia,Urban,14.74,5.7,70.03,29.97,6.34,29.91
54951,County_54951,Other,Urban,24.47,9.44,90.37,9.63,7.14,44.07
9773,County_9773,Florida,Urban,9.43,2.57,66.66,33.34,7.77,22.64
34393,County_34393,North Dakota,Rural,21.24,10.23,83.15,16.85,10.18,42.11
8639,County_8639,Delaware,Suburban/Small City,1.47,4.56,72.39,27.61,4.44,
23597,County_23597,Minnesota,Urban,8.31,7.03,77.8,22.2,9.28,27.94
33149,County_33149,North Carolina,Urban,14.06,7.69,80.19,19.81,6.09,27.59
12171,County_12171,Idaho,Rural,12.85,4.53,70.06,29.94,4.45,26.23
14161,County_14161,Indiana,Urban,12.46,8.6,83.71,16.29,8.37,31.97
45379,County_45379,Vermont,Rural,22.47,6.25,79.45,20.55,4.85,35.1
40759,County_40759,South Carolina,Rural,0.0,5.69,74.78,25.22,4.78,10.98
47601,County_47601,Washington,Rural,15.68,10.67,75.47,24.53,6.03,37.46
22139,County_22139,Michigan,Urban,17.55,4.83,77.7,22.3,9.53,33.35
7993,County_7993,Connecticut,Suburban/Small City,29.13,9.77,76.5,23.5,5.77,46.44
18997,County_18997,Louisiana,Urban,14.21,6.97,81.13,18.87,9.5,29.62
3205,County_3205,Arizona,Rural,13.53,6.89,,19.38,6.36,32.58
11901,County_11901,Hawaii,Rural,13.2,7.88,75.98,24.02,7.75,
38095,County_38095,Pennsylvania,Rural,9.81,8.04,70.4,29.6,5.25,25.91
47729,County_47729,Washington,Urban,4.71,8.11,70.27,29.73,4.57,17.46
22347,County_22347,Michigan,Rural,11.65,1.96,80.38,19.62,7.8,25.72
18269,County_18269,Louisiana,Rural,11.2,2.92,,22.47,9.32,24.4
56571,County_56571,Other,Suburban/Small City,17.66,4.1,63.94,36.06,3.7,24.63
38471,County_38471,Pennsylvania,Urban,17.11,6.24,74.82,25.18,8.91,32.66
35685,County_35685,Ohio,Urban,12.99,2.82,67.26,32.74,8.61,28.11
41619,County_41619,South Dakota,Suburban/Small City,13.28,6.33,70.87,29.13,,23.19
51701,County_51701,Other,Suburban/Small City,17.79,9.65,72.08,27.92,7.95,40.06
49571,County_49571,Wisconsin,Rural,20.86,6.73,80.09,19.91,7.74,39.15
6531,County_6531,Colorado,Urban,2.8,2.99,79.57,20.43,4.02,8.93
1561,County_1561,Alabama,Urban,15.2,8.45,79.03,20.97,,31.88
49089,County_49089,Wisconsin,Rural,24.05,10.34,82.51,17.49,9.62,45.41
15269,County_15269,Iowa,Urban,,8.68,78.16,21.84,7.6,37.15
49493,County_49493,Wisconsin,Urban,11.45,5.79,66.16,33.84,8.31,28.27
8873,County_8873,Delaware,Rural,21.59,5.1,,28.16,4.57,33.65
29907,County_29907,New Hampshire,Urban,24.15,7.68,74.92,25.08,10.3,44.93
