COUNTYFIPS,COUNTY,STATE,community_type,median_household_income,acs_median_hh_income,per_capita_income,gini_index
26859,County_26859,Montana,Suburban/Small City,52528.0,50649.0,,0.484
23671,County_23671,Minnesota,Urban,49004.0,47953.0,17171.0,0.438
33023,County_33023,North Carolina,Rural,44026.0,44704.0,23054.0,0.453
15953,County_15953,Iowa,Urban,66323.0,65650.0,32432.0,0.429
5857,County_5857,California,Rural,59327.0,58120.0,27372.0,0.407
1273,County_1273,Alabama,Rural,50056.0,49517.0,18685.0,0.451
15115,County_15115,Iowa,Urban,34174.0,36420.0,11292.0,0.489
4045,County_4045,Arkansas,Rural,69635.0,68709.0,29631.0,0.445
42779,County_42779,Tennessee,Urban,40506.0,38161.0,14833.0,0.465
2563,County_2563,Alaska,Urban,47441.0,44032.0,19607.0,0.48
26607,County_26607,Montana,Rural,68051.0,67376.0,29053.0,0.461
19537,County_19537,Maine,Urban,33966.0,33237.0,15300.0,0.48
33315,County_33315,North Carolina,Suburban/Small City,42372.0,41243.0,17378.0,0.52
35629,County_35629,Ohio,Rural,34458.0,34948.0,8823.0,0.494
51861,County_51861,Other,Urban,36777.0,36273.0,12150.0,0.482
37731,County_37731,Oregon,Rural,77498.0,78776.0,27994.0,0.438
2245,County_2245,Alaska,Rural,65515.0,63034.0,24301.0,0.412
56633,County_56633,Other,Suburban/Small City,50108.0,49505.0,20476.0,0.491
32857,County_32857,New York,Urban,,50795.0,17333.0,0.477
23385,County_23385,Minnesota,Urban,34060.0,34779.0,10252.0,0.51
36263,County_36263,Oklahoma,Suburban/Small City,57899.0,55901.0,23588.0,0.494
27393,County_27393,Nebraska,Rural,73045.0,72709.0,31388.0,0.428
9931,County_9931,Florida,Suburban/Small City,55680.0,54265.0,23229.0,0.488
9015,County_9015,Florida,Urban,40772.0,42538.0,17122.0,0.441
47291,County_47291,Washington,Suburban/Small City,48916.0,50250.0,22983.0,0.444
1775,County_1775,Alabama,Rural,47388.0,47152.0,20669.0,0.456
2383,County_2383,Alaska,Urban,39579.0,37631.0,14784.0,0.508
15893,County_15893,Iowa,Rural,61787.0,61567.0,28046.0,0.435
29425,County_29425,New Hampshire,Rural,44776.0,42711.0,25168.0,0.488
37407,County_37407,Oregon,Urban,66741.0,65542.0,24145.0,0.42
6947,County_6947,Colorado,Rural,44087.0,45859.0,21875.0,0.469
48447,County_48447,West Virginia,Rural,71397.0,71329.0,36375.0,0.394
11207,County_11207,Hawaii,Urban,,65140.0,24410.0,0.443
42827,County_42827,Tennessee,Urban,65332.0,65862.0,29176.0,0.45
45521,County_45521,Vermont,Urban,46660.0,45913.0,20107.0,0.478
26529,County_26529,Montana,Suburban/Small City,57794.0,56141.0,26002.0,0.438
28565,County_28565,Nevada,Rural,58782.0,60377.0,25451.0,0.464
37325,County_37325,Oregon,Suburban/Small City,50967.0,49627.0,,0.412
24367,County_24367,Mississippi,Suburban/Small City,46565.0,43979.0,19498.0,0.463
9985,County_9985,Florida,Urban,30417.0,29067.0,12743.0,0.499
9461,County_9461,Florida,Rural,49057.0,47461.0,20501.0,0.428
50549,County_50549,Wyoming,Suburban/Small City,54707.0,57214.0,18724.0,0.465
38229,County_38229,Pennsylvania,Urban,36761.0,35449.0,13910.0,0.486
36715,County_36715,Oklahoma,Rural,35970.0,38451.0,17658.0,0.463
43133,County_43133,Texas,Rural,47778.0,48252.0,17593.0,0.46
56937,County_56937,Other,Suburban/Small City,69789.0,69708.0,29730.0,0.427
56265,County_56265,Other,Urban,47035.0,49366.0,,0.411
2205,County_2205,Alaska,Urban,48856.0,49849.0,16995.0,0.447
34117,County_34117,North Dakota,Urban,50898.0,51573.0,,0.485
54743,County_54743,Other,Rural,58679.0,59770.0,20440.0,0.43
29063,County_29063,New Hampshire,Urban,,29943.0,,0.527
49559,County_49559,Wisconsin,Suburban/Small City,49342.0,47923.0,19255.0,0.404
46109,County_46109,Virginia,Rural,68077.0,69129.0,32023.0,0.443
53795,County_53795,Other,Rural,64789.0,66675.0,31398.0,0.395
8271,County_8271,Delaware,Urban,40638.0,40935.0,19355.0,0.476
52063,County_52063,Other,Rural,67364.0,65326.0,27146.0,0.462
28041,County_28041,Nevada,Rural,61483.0,66643.0,17087.0,0.407
43681,County_43681,Texas,Urban,43876.0,42540.0,17982.0,0.449
45315,County_45315,Vermont,Urban,42914.0,40284.0,14818.0,0.466
52631,County_52631,Other,Urban,29204.0,25353.0,13664.0,0.491
43665,County_43665,Texas,Urban,32966.0,31546.0,15523.0,0.463
54469,County_54469,Other,Rural,43325.0,44581.0,20903.0,0.502
56745,County_56745,Other,Urban,56057.0,57220.0,21066.0,0.482
11253,County_11253,Hawaii,Urban,43712.0,44274.0,17454.0,0.494
17845,County_17845,Kentucky,Rural,76361.0,74480.0,28847.0,0.43
26905,County_26905,Montana,Urban,45524.0,42019.0,26132.0,0.475
12535,County_12535,Idaho,Rural,70825.0,70377.0,31499.0,0.445
30951,County_30951,New Jersey,Rural,58318.0,59975.0,23726.0,0.454
45159,County_45159,Vermont,Rural,43292.0,44156.0,14751.0,0.471
12061,County_12061,Idaho,Rural,65088.0,64283.0,22756.0,0.465
11275,County_11275,Hawaii,Rural,30885.0,30161.0,19128.0,0.495
52483,County_52483,Other,Rural,35982.0,35587.0,14529.0,0.484
49411,County_49411,Wisconsin,Rural,24732.0,26492.0,11565.0,0.494
53113,County_53113,Other,Rural,25984.0,24522.0,12393.0,0.531
1537,County_1537,Alabama,Urban,61057.0,61774.0,30092.0,0.417
47349,County_47349,Washington,Urban,48872.0,48499.0,25133.0,0.427
26339,County_26339,Montana,Rural,38411.0,37781.0,17354.0,0.474
24543,County_24543,Mississippi,Rural,50578.0,52664.0,15662.0,0.453
34335,County_34335,North Dakota,Rural,,32988.0,15336.0,0.481
1573,County_1573,Alabama,Rural,50543.0,53292.0,18474.0,0.451
37333,County_37333,Oregon,Urban,63931.0,61951.0,25997.0,0.484
46175,County_46175,Virginia,Rural,48185.0,47372.0,22212.0,0.445
46461,County_46461,Virginia,Urban,63516.0,62630.0,28815.0,0.421
15123,County_15123,Iowa,Rural,72703.0,70596.0,29963.0,0.452
43745,County_43745,Texas,Rural,69673.0,70105.0,30388.0,0.461
16347,County_16347,Kansas,Urban,33115.0,30798.0,20054.0,0.47
38389,County_38389,Pennsylvania,Urban,61299.0,64254.0,27142.0,0.435
11721,County_11721,Hawaii,Rural,59249.0,58947.0,30534.0,0.43
34371,County_34371,North Dakota,Rural,44963.0,43874.0,21303.0,0.482
41417,County_41417,South Dakota,Suburban/Small City,58659.0,60843.0,30663.0,0.45
54919,County_54919,Other,Urban,72009.0,72182.0,30985.0,0.416
8723,County_8723,Delaware,Rural,60530.0,59859.0,24284.0,0.411
28345,County_28345,Nevada,Rural,64009.0,61831.0,27388.0,0.443
4901,County_4901,Arkansas,Rural,47761.0,47336.0,20563.0,0.494
12407,County_12407,Idaho,Rural,43327.0,43008.0,15666.0,0.503
45997,County_45997,Vermont,Rural,70097.0,68079.0,25298.0,0.458
42801,County_42801,Tennessee,Urban,49767.0,50458.0,17493.0,0.464
52251,County_52251,Other,Rural,49800.0,50328.0,22103.0,0.46
46017,County_46017,Virginia,Rural,55688.0,54517.0,27442.0,0.437
51153,County_51153,Other,Urban,,45807.0,16800.0,0.455
28365,County_28365,Nevada,Rural,75854.0,73146.0,30569.0,0.419
48967,County_48967,West Virginia,Suburban/Small City,28511.0,30030.0,9219.0,0.486
33825,County_33825,North Carolina,Rural,38834.0,36610.0,11451.0,0.501
18593,County_18593,Louisiana,Rural,48775.0,47490.0,22260.0,0.438
48545,County_48545,West Virginia,Urban,30155.0,31251.0,6118.0,0.503
16371,County_16371,Kansas,Urban,41801.0,41276.0,17446.0,0.468
49101,County_49101,Wisconsin,Suburban/Small City,73804.0,72602.0,34941.0,0.43
19017,County_19017,Maine,Urban,54711.0,52893.0,25830.0,0.433
31991,County_31991,New Mexico,Rural,48653.0,47084.0,26554.0,0.455
46505,County_46505,Virginia,Urban,37572.0,37748.0,14165.0,0.475
48679,County_48679,West Virginia,Rural,72607.0,72078.0,34584.0,0.432
8215,County_8215,Delaware,Urban,27578.0,28263.0,14702.0,0.496
51935,County_51935,Other,Rural,29016.0,27376.0,17960.0,0.488
38045,County_38045,Pennsylvania,Rural,35989.0,35879.0,13117.0,0.467
20073,County_20073,Maryland,Urban,54249.0,53907.0,24877.0,0.419
31271,County_31271,New Mexico,Urban,80704.0,83541.0,35388.0,0.432
23217,County_23217,Minnesota,Rural,65902.0,66523.0,34165.0,0.403
22095,County_22095,Michigan,Suburban/Small City,52911.0,51571.0,22258.0,0.465
30965,County_30965,New Jersey,Rural,,42795.0,18183.0,0.465
1739,County_1739,Alabama,Urban,54333.0,57894.0,24927.0,0.444
5381,County_5381,California,Rural,61374.0,63646.0,27945.0,0.477
20423,County_20423,Maryland,Rural,49273.0,46453.0,19719.0,0.464
18937,County_18937,Louisiana,Rural,39085.0,39407.0,13287.0,0.461
22291,County_22291,Michigan,Urban,49543.0,47590.0,15912.0,0.466
32277,County_32277,New York,Urban,39001.0,36944.0,16359.0,0.518
46531,County_46531,Virginia,Rural,31697.0,30698.0,6203.0,0.454
35273,County_35273,Ohio,Rural,24732.0,26223.0,12313.0,0.487
20429,County_20429,Maryland,Rural,46040.0,46170.0,21898.0,0.495
37343,County_37343,Oregon,Urban,46530.0,47378.0,21826.0,0.458
33023,County_33023,North Carolina,Suburban/Small City,28584.0,27956.0,16846.0,0.478
33281,County_33281,North Carolina,Rural,47295.0,46542.0,25403.0,0.469
56407,County_56407,Other,Rural,48735.0,47645.0,21960.0,0.468
1947,County_1947,Alabama,Rural,30988.0,33455.0,15061.0,0.518
22995,County_22995,Michigan,Rural,44479.0,44570.0,21005.0,0.49
43901,County_43901,Texas,Rural,40807.0,42036.0,23942.0,0.454
56251,County_56251,Other,Urban,52170.0,52364.0,24005.0,0.459
51809,County_51809,Other,Urban,39742.0,39604.0,22473.0,0.498
45151,County_45151,Vermont,Rural,60487.0,58512.0,26983.0,0.467
55955,County_55955,Other,Rural,40594.0,39355.0,15320.0,0.511
46403,County_46403,Virginia,Urban,44929.0,44830.0,22452.0,0.469
11313,County_11313,Hawaii,Urban,52246.0,51748.0,26747.0,0.466
15545,County_15545,Iowa,Rural,49220.0,49372.0,20204.0,0.476
21817,County_21817,Massachusetts,Urban,66443.0,66442.0,23815.0,0.44
12787,County_12787,Idaho,Rural,44367.0,44066.0,21713.0,
6417,County_6417,Colorado,Rural,74830.0,77368.0,28256.0,0.446
37295,County_37295,Oregon,Rural,43171.0,41448.0,16016.0,0.461
54817,County_54817,Other,Rural,43768.0,43224.0,21699.0,0.491
20495,County_20495,Maryland,Urban,74340.0,74375.0,25957.0,
24217,County_24217,Mississippi,Rural,46890.0,45997.0,20149.0,0.458
33587,County_33587,North Carolina,Rural,50347.0,53112.0,25294.0,0.461
55727,County_55727,Other,Urban,67092.0,66603.0,30148.0,0.394
45541,County_45541,Vermont,Urban,51211.0,49303.0,18600.0,0.432
16487,County_16487,Kansas,Rural,50307.0,50404.0,20870.0,0.447
6379,County_6379,Colorado,Suburban/Small City,65093.0,64025.0,22784.0,0.433
9821,County_9821,Florida,Urban,39643.0,38758.0,15428.0,0.466
36395,County_36395,Oklahoma,Rural,28778.0,29842.0,13146.0,0.556
36651,County_36651,Oklahoma,Urban,47429.0,47336.0,21633.0,0.467
41493,County_41493,South Dakota,Urban,56910.0,59170.0,28871.0,0.451
41335,County_41335,South Dakota,Rural,49839.0,48947.0,18846.0,0.478
48335,County_48335,West Virginia,Urban,54100.0,54467.0,20809.0,0.426
51779,County_51779,Other,Rural,79180.0,81047.0,33483.0,0.43
26637,County_26637,Montana,Urban,69917.0,69581.0,27688.0,0.438
14829,County_14829,Indiana,Rural,59556.0,58726.0,,0.471
12795,County_12795,Idaho,Urban,62891.0,62821.0,27508.0,0.495
41731,County_41731,South Dakota,Urban,51633.0,49946.0,23796.0,0.446
19653,County_19653,Maine,Rural,41626.0,44884.0,17066.0,
14605,County_14605,Indiana,Rural,64087.0,64521.0,25995.0,0.417
40219,County_40219,South Carolina,Rural,45553.0,46047.0,21176.0,0.458
43505,County_43505,Texas,Rural,53734.0,52727.0,22331.0,0.43
16249,County_16249,Kansas,Urban,46274.0,45517.0,23810.0,0.461
10697,County_10697,Georgia,Suburban/Small City,37292.0,38131.0,21699.0,0.473
36203,County_36203,Oklahoma,Suburban/Small City,48856.0,49557.0,20083.0,0.464
52287,County_52287,Other,Rural,78184.0,79581.0,35987.0,0.413
9211,County_9211,Florida,Rural,54417.0,,21333.0,0.475
56419,County_56419,Other,Suburban/Small City,30621.0,32265.0,16643.0,0.476
29057,County_29057,New Hampshire,Suburban/Small City,45280.0,48133.0,20452.0,0.466
5517,County_5517,California,Rural,42677.0,41946.0,12595.0,0.467
20851,County_20851,Maryland,Rural,,71367.0,30409.0,0.443
11655,County_11655,Hawaii,Urban,58971.0,58174.0,21466.0,0.473
17579,County_17579,Kentucky,Rural,37030.0,36577.0,12334.0,0.481
11401,County_11401,Hawaii,Suburban/Small City,61638.0,61310.0,29924.0,0.444
5719,County_5719,California,Suburban/Small City,70125.0,69772.0,28736.0,0.398
48187,County_48187,West Virginia,Rural,47587.0,46165.0,19478.0,0.463
30787,County_30787,New Jersey,Urban,56447.0,59559.0,20821.0,0.452
26877,County_26877,Montana,Urban,35496.0,35100.0,13709.0,0.522
17249,County_17249,Kentucky,Rural,43356.0,44065.0,20761.0,0.497
5357,County_5357,California,Suburban/Small City,65097.0,66158.0,24394.0,0.451
30585,County_30585,New Jersey,Rural,43690.0,44552.0,19343.0,0.45
18197,County_18197,Louisiana,Rural,37137.0,37946.0,23016.0,0.501
30419,County_30419,New Jersey,Urban,47848.0,47844.0,16946.0,0.461
16383,County_16383,Kansas,Urban,53478.0,52621.0,23958.0,0.426
43531,County_43531,Texas,Rural,76124.0,76336.0,27671.0,0.454
54717,County_54717,Other,Rural,35423.0,33056.0,16493.0,0.511
21923,County_21923,Massachusetts,Rural,47756.0,48574.0,21551.0,0.437
31557,County_31557,New Mexico,Rural,69556.0,71286.0,35550.0,0.417
13947,County_13947,Illinois,Rural,43742.0,43926.0,25369.0,0.464
50715,County_50715,Wyoming,Rural,33827.0,31414.0,12975.0,0.46
16421,County_16421,Kansas,Suburban/Small City,57848.0,57060.0,27815.0,0.455
54317,County_54317,Other,Rural,32180.0,32756.0,12038.0,0.502
11763,County_11763,Hawaii,Rural,57131.0,56513.0,28797.0,0.425
50233,County_50233,Wyoming,Urban,56329.0,56977.0,30569.0,0.454
56849,County_56849,Other,Urban,27410.0,26656.0,15971.0,0.513
38561,County_38561,Pennsylvania,Urban,70001.0,72053.0,27558.0,0.431
9543,County_9543,Florida,Suburban/Small City,45880.0,46999.0,14950.0,0.503
13387,County_13387,Illinois,Urban,55572.0,57049.0,25117.0,0.438
44031,County_44031,Utah,Urban,32952.0,34426.0,14248.0,0.474
22515,County_22515,Michigan,Rural,64748.0,63432.0,29513.0,0.447
5895,County_5895,California,Urban,33929.0,,16733.0,0.484
47723,County_47723,Washington,Urban,66097.0,66852.0,25612.0,0.471
16511,County_16511,Kansas,Suburban/Small City,77658.0,78292.0,30643.0,0.441
52281,County_52281,Other,Urban,39571.0,39009.0,18779.0,0.431
5149,County_5149,California,Urban,59856.0,59657.0,17864.0,0.481
14179,County_14179,Indiana,Rural,54258.0,52242.0,24804.0,0.431
19697,County_19697,Maine,Rural,49756.0,47406.0,26086.0,0.461
54093,County_54093,Other,Rural,50606.0,48774.0,22217.0,0.465
25199,County_25199,Missouri,Urban,66664.0,69806.0,23770.0,0.446
19179,County_19179,Maine,Suburban/Small City,44327.0,,14493.0,
4653,County_4653,Arkansas,Rural,54143.0,53599.0,23606.0,0.506
50273,County_50273,Wyoming,Urban,41638.0,43184.0,16624.0,0.437
24739,County_24739,Mississippi,Suburban/Small City,30072.0,30618.0,20199.0,0.481
27649,County_27649,Nebraska,Urban,63387.0,60938.0,30665.0,0.43
16201,County_16201,Kansas,Urban,66562.0,66956.0,28501.0,0.411
40373,County_40373,South Carolina,Rural,37719.0,38324.0,20072.0,0.458
54629,County_54629,Other,Urban,51921.0,53109.0,21434.0,0.45
35535,County_35535,Ohio,Rural,47225.0,48242.0,19125.0,0.488
28739,County_28739,Nevada,Suburban/Small City,43140.0,42555.0,20840.0,0.467
31913,County_31913,New Mexico,Rural,63541.0,64097.0,23491.0,0.463
35009,County_35009,Ohio,Urban,39609.0,38453.0,16240.0,0.477
47593,County_47593,Washington,Rural,82643.0,82942.0,31327.0,0.429
12129,County_12129,Idaho,Rural,60668.0,61931.0,29257.0,0.485
19885,County_19885,Maine,Urban,60515.0,58306.0,28399.0,0.448
5575,County_5575,California,Rural,34040.0,33362.0,,0.524
54701,County_54701,Other,Rural,66829.0,65943.0,31706.0,0.435
40549,County_40549,South Carolina,Urban,35732.0,33591.0,11962.0,0.488
2631,County_2631,Alaska,Rural,81221.0,82137.0,32647.0,0.447
25529,County_25529,Missouri,Urban,57831.0,57412.0,23760.0,0.469
37101,County_37101,Oregon,Rural,24732.0,24910.0,8839.0,0.451
50967,County_50967,Wyoming,Rural,60862.0,,23622.0,0.443
25241,County_25241,Missouri,Rural,62024.0,61229.0,26551.0,0.464
20011,County_20011,Maryland,Urban,54835.0,54551.0,26371.0,
23655,County_23655,Minnesota,Rural,70548.0,69650.0,28515.0,0.451
15363,County_15363,Iowa,Rural,57936.0,58004.0,26440.0,0.457
27933,County_27933,Nebraska,Rural,32392.0,31183.0,12409.0,0.48
21529,County_21529,Massachusetts,Urban,52254.0,52829.0,23928.0,0.467
21039,County_21039,Massachusetts,Urban,69729.0,69305.0,26350.0,0.416
13735,County_13735,Illinois,Rural,45771.0,46609.0,24678.0,0.492
9969,County_9969,Florida,Urban,64938.0,,28908.0,
51597,County_51597,Other,Urban,44255.0,46879.0,20047.0,0.458
15511,County_15511,Iowa,Suburban/Small City,40347.0,39509.0,13179.0,0.499
8363,County_8363,Delaware,Rural,62092.0,61075.0,28042.0,0.449
28939,County_28939,Nevada,Urban,33465.0,34058.0,16440.0,0.509
39775,County_39775,Rhode Island,Rural,67080.0,68408.0,23137.0,0.464
17621,County_17621,Kentucky,Rural,37108.0,38135.0,,0.488
56423,County_56423,Other,Rural,39120.0,40390.0,20229.0,0.493
46609,County_46609,Virginia,Rural,24732.0,26101.0,6355.0,0.464
32561,County_32561,New York,Rural,59857.0,58724.0,32183.0,0.423
9063,County_9063,Florida,Suburban/Small City,78147.0,75818.0,30415.0,0.443
8535,County_8535,Delaware,Urban,62800.0,62517.0,28326.0,0.446
44557,County_44557,Utah,Rural,49732.0,47840.0,17462.0,0.441
56235,County_56235,Other,Urban,,,17250.0,0.445
30947,County_30947,New Jersey,Rural,37830.0,37097.0,15958.0,0.465
8671,County_8671,Delaware,Rural,52089.0,52387.0,25276.0,0.461
11413,County_11413,Hawaii,Rural,43126.0,44909.0,27592.0,0.455
3455,County_3455,Arizona,Rural,29839.0,29278.0,17754.0,0.486
3857,County_3857,Arizona,Urban,40029.0,42921.0,15402.0,0.513
12025,County_12025,Idaho,Rural,54098.0,58143.0,,
32651,County_32651,New York,Rural,52195.0,54158.0,23334.0,0.456
20901,County_20901,Maryland,Suburban/Small City,72862.0,73503.0,29071.0,0.429
6379,County_6379,Colorado,Urban,63362.0,62792.0,27261.0,0.422
43467,County_43467,Texas,Rural,35884.0,37145.0,16445.0,0.487
41793,County_41793,South Dakota,Rural,58667.0,56383.0,24527.0,0.434
42693,County_42693,Tennessee,Urban,41875.0,41750.0,19818.0,0.473
11265,County_11265,Hawaii,Rural,69774.0,69521.0,23911.0,0.452
37609,County_37609,Oregon,Rural,64851.0,63116.0,31665.0,0.438
19197,County_19197,Maine,Suburban/Small City,44838.0,44332.0,19152.0,0.465
5681,County_5681,California,Rural,36475.0,35943.0,12393.0,0.513
37265,County_37265,Oregon,Rural,52950.0,53189.0,21642.0,0.488
27973,County_27973,Nebraska,Urban,60009.0,60284.0,25736.0,0.448
56683,County_56683,Other,Rural,69392.0,69187.0,34530.0,0.477
10131,County_10131,Georgia,Urban,52363.0,54171.0,,0.456
26251,County_26251,Montana,Urban,40893.0,37434.0,12715.0,0.511
18541,County_18541,Louisiana,Urban,,59191.0,30662.0,0.419
23121,County_23121,Minnesota,Rural,50409.0,48480.0,17914.0,0.459
8279,County_8279,Delaware,Rural,61612.0,63309.0,30704.0,0.451
5401,County_5401,California,Urban,33267.0,31772.0,22191.0,0.439
52347,County_52347,Other,Rural,56705.0,57159.0,20111.0,0.448
17125,County_17125,Kentucky,Suburban/Small City,24732.0,24997.0,9424.0,0.524
42929,County_42929,Tennessee,Suburban/Small City,48402.0,47581.0,22197.0,0.449
16871,County_16871,Kansas,Urban,,84366.0,35654.0,0.42
48417,County_48417,West Virginia,Suburban/Small City,67232.0,67248.0,31831.0,0.462
7463,County_7463,Connecticut,Rural,52345.0,51860.0,18565.0,0.451
36717,County_36717,Oklahoma,Urban,50444.0,51478.0,13977.0,0.445
43411,County_43411,Texas,Rural,59650.0,58869.0,35173.0,0.432
9517,County_9517,Florida,Rural,48325.0,47938.0,25233.0,0.485
38809,County_38809,Pennsylvania,Urban,55068.0,54908.0,18329.0,0.452
48439,County_48439,West Virginia,Rural,67574.0,69544.0,28837.0,0.453
35007,County_35007,Ohio,Rural,47384.0,47893.0,17657.0,0.482
53415,County_53415,Other,Rural,60596.0,59875.0,28386.0,0.434
44497,County_44497,Utah,Suburban/Small City,42040.0,42714.0,18499.0,0.466
50147,County_50147,Wyoming,Suburban/Small City,26383.0,28608.0,17303.0,0.461
14145,County_14145,Indiana,Urban,73771.0,72540.0,30166.0,0.421
22187,County_22187,Michigan,Rural,62792.0,61517.0,29338.0,0.448
28605,County_28605,Nevada,Urban,65304.0,65668.0,31250.0,0.437
40275,County_40275,South Carolina,Rural,71928.0,,28163.0,0.422
48305,County_48305,West Virginia,Suburban/Small City,48008.0,49232.0,20556.0,0.46
38939,County_38939,Pennsylvania,Rural,32251.0,32179.0,14226.0,0.512
31765,County_31765,New Mexico,Rural,69593.0,67209.0,29334.0,0.422
39775,County_39775,Rhode Island,Rural,62609.0,64231.0,23833.0,0.448
34861,County_34861,North Dakota,Urban,48689.0,48238.0,21773.0,0.482
50969,County_50969,Wyoming,Urban,59372.0,57537.0,23880.0,0.432
48753,County_48753,West Virginia,Rural,28132.0,30893.0,12881.0,0.486
4673,County_4673,Arkansas,Rural,26640.0,29227.0,14371.0,0.475
25423,County_25423,Missouri,Suburban/Small City,33264.0,33652.0,16851.0,0.473
55809,County_55809,Other,Rural,60776.0,60652.0,20996.0,0.443
52057,County_52057,Other,Rural,56818.0,56715.0,20557.0,0.412
14777,County_14777,Indiana,Rural,46990.0,47727.0,19911.0,0.44
33617,County_33617,North Carolina,Urban,41518.0,42557.0,19501.0,0.49
3255,County_3255,Arizona,Urban,36574.0,40466.0,9775.0,0.477
50971,County_50971,Wyoming,Suburban/Small City,56056.0,57181.0,25565.0,0.473
28683,County_28683,Nevada,Urban,54944.0,53418.0,22485.0,0.455
34675,County_34675,North Dakota,Rural,63792.0,63808.0,22964.0,0.448
37153,County_37153,Oregon,Rural,30385.0,26244.0,11209.0,0.512
27497,County_27497,Nebraska,Rural,52078.0,51670.0,30290.0,0.435
40623,County_40623,South Carolina,Rural,77206.0,76127.0,29453.0,0.43
6829,County_6829,Colorado,Suburban/Small City,53081.0,51379.0,20803.0,0.477
49647,County_49647,Wisconsin,Urban,61288.0,62412.0,26916.0,0.474
24611,County_24611,Mississippi,Urban,53062.0,53978.0,26457.0,0.457
17671,County_17671,Kentucky,Rural,63420.0,63629.0,21519.0,0.428
25629,County_25629,Missouri,Urban,52472.0,55265.0,29932.0,0.437
39483,County_39483,Rhode Island,Suburban/Small City,,61704.0,23691.0,0.492
12259,County_12259,Idaho,Urban,,72213.0,,0.44
6725,County_6725,Colorado,Rural,67172.0,66936.0,31747.0,0.461
3177,County_3177,Arizona,Rural,63157.0,60742.0,25513.0,0.425
25827,County_25827,Missouri,Rural,31517.0,31166.0,,0.483
44123,County_44123,Utah,Suburban/Small City,53652.0,52758.0,21339.0,0.459
28753,County_28753,Nevada,Rural,64146.0,65294.0,38569.0,0.416
34943,County_34943,North Dakota,Urban,52365.0,51614.0,16780.0,0.466
20057,County_20057,Maryland,Rural,49325.0,50352.0,20440.0,
54393,County_54393,Other,Rural,50157.0,49985.0,23460.0,0.482
55315,County_55315,Other,Rural,50310.0,53076.0,15159.0,0.445
53271,County_53271,Other,Rural,,34667.0,15251.0,0.487
18827,County_18827,Louisiana,Urban,56580.0,55568.0,25186.0,0.44
14099,County_14099,Indiana,Rural,55196.0,56307.0,28802.0,0.439
13085,County_13085,Illinois,Suburban/Small City,82953.0,79446.0,34326.0,0.457
40845,County_40845,South Carolina,Rural,58419.0,58302.0,17705.0,0.464
1853,County_1853,Alabama,Urban,55541.0,56841.0,25023.0,0.446
39249,County_39249,Rhode Island,Rural,38382.0,36769.0,18107.0,0.463
49747,County_49747,Wisconsin,Urban,,55006.0,18997.0,0.489
16669,County_16669,Kansas,Rural,65037.0,66774.0,28578.0,0.453
53273,County_53273,Other,Urban,49009.0,50952.0,13926.0,0.438
54503,County_54503,Other,Rural,41910.0,40397.0,14303.0,0.461
21713,County_21713,Massachusetts,Rural,37967.0,38677.0,18872.0,0.477
32157,County_32157,New York,Rural,80011.0,80721.0,31199.0,0.426
41043,County_41043,South Dakota,Suburban/Small City,66027.0,67668.0,28179.0,0.435
15569,County_15569,Iowa,Rural,40780.0,40846.0,15730.0,
33431,County_33431,North Carolina,Rural,,50498.0,21467.0,0.491
23297,County_23297,Minnesota,Urban,62981.0,,23027.0,0.454
19125,County_19125,Maine,Rural,30675.0,32601.0,15742.0,0.484
20273,County_20273,Maryland,Rural,,52778.0,24712.0,0.491
14697,County_14697,Indiana,Rural,62663.0,62362.0,23125.0,0.446
18625,County_18625,Louisiana,Urban,56302.0,51129.0,19273.0,0.454
21507,County_21507,Massachusetts,Urban,43967.0,,16886.0,0.493
1235,County_1235,Alabama,Rural,80267.0,79235.0,37170.0,0.403
21993,County_21993,Massachusetts,Rural,57298.0,55945.0,18189.0,0.413
24581,County_24581,Mississippi,Rural,56493.0,58149.0,31184.0,0.445
42315,County_42315,Tennessee,Rural,75139.0,75489.0,29107.0,0.388
54525,County_54525,Other,Rural,59458.0,57423.0,20410.0,0.425
13825,County_13825,Illinois,Rural,40002.0,38996.0,16003.0,0.488
40317,County_40317,South Carolina,Urban,32405.0,33818.0,19290.0,0.474
25325,County_25325,Missouri,Rural,59372.0,57905.0,26955.0,0.465
53911,County_53911,Other,Suburban/Small City,50459.0,,22713.0,0.433
19133,County_19133,Maine,Suburban/Small City,77926.0,78412.0,34207.0,0.451
43571,County_43571,Texas,Urban,36489.0,36586.0,16796.0,0.484
30259,County_30259,New Jersey,Urban,69109.0,69226.0,29141.0,0.451
20063,County_20063,Maryland,Urban,44039.0,,9598.0,0.486
33319,County_33319,North Carolina,Suburban/Small City,75659.0,75845.0,30433.0,
15327,County_15327,Iowa,Urban,80793.0,78204.0,26366.0,0.432
35861,County_35861,Ohio,Rural,46287.0,48895.0,19040.0,0.46
46465,County_46465,Virginia,Urban,37052.0,36511.0,18802.0,0.488
5497,County_5497,California,Rural,31885.0,,,0.479
37455,County_37455,Oregon,Rural,64595.0,65171.0,33494.0,0.426
7223,County_7223,Connecticut,Urban,,43700.0,22031.0,0.445
24321,County_24321,Mississippi,Rural,43694.0,45036.0,19326.0,0.491
21713,County_21713,Massachusetts,Rural,63994.0,62667.0,30193.0,0.415
37081,County_37081,Oregon,Rural,53162.0,51201.0,24849.0,0.426
