COUNTYFIPS,COUNTY,STATE,community_type,insurance_coverage_pct,uninsured_pct,uninsured_below64_pct,sahie_uninsured_pct,pct_private_insurance,pct_medicaid,pct_medicare_only
1537,County_1537,Alabama,Suburban/Small City,69.51,30.49,37.24,30.57,21.95,37.66,7.64
35411,County_35411,Ohio,Rural,66.01,33.99,40.29,34.44,27.68,47.69,6.1
3691,County_3691,Arizona,Urban,71.12,28.88,35.23,29.14,27.44,40.64,6.47
22437,County_22437,Michigan,Urban,87.81,12.19,14.0,11.47,48.84,24.79,
42177,County_42177,Tennessee,Urban,89.51,10.49,12.31,10.4,46.92,20.12,7.81
19689,County_19689,Maine,Urban,86.12,13.88,16.98,13.98,42.25,26.82,5.38
29133,County_29133,New Hampshire,Urban,66.25,33.75,40.48,33.68,18.83,55.68,3.84
30689,County_30689,New Jersey,Rural,86.91,13.09,15.26,14.16,45.91,29.81,3.86
21489,County_21489,Massachusetts,Rural,80.66,19.34,22.96,19.45,47.82,30.41,6.84
13773,County_13773,Illinois,Rural,91.74,8.26,9.56,8.78,56.96,24.72,8.66
4473,County_4473,Arkansas,Urban,77.72,22.28,26.66,22.77,36.99,33.6,8.15
31159,County_31159,New Mexico,Rural,75.11,24.89,30.63,24.34,29.79,37.99,6.27
8989,County_8989,Delaware,Rural,85.39,14.61,17.65,14.55,,20.85,6.9
4907,County_4907,Arkansas,Urban,83.04,16.96,20.4,16.87,47.97,26.87,4.63
56533,County_56533,Other,Rural,86.6,13.4,16.63,14.4,51.95,25.97,5.03
47979,County_47979,Washington,Urban,68.19,31.81,38.26,32.21,31.3,40.22,6.63
40417,County_40417,South Carolina,Rural,90.55,9.45,11.65,9.5,50.67,20.04,7.29
15273,County_15273,Iowa,Urban,75.31,24.69,29.6,24.3,44.35,34.87,5.04
18589,County_18589,Louisiana,Urban,84.09,15.91,19.58,15.97,43.96,31.84,6.74
17589,County_17589,Kentucky,Rural,83.48,16.52,19.44,16.82,53.09,28.44,8.29
28047,County_28047,Nevada,Urban,82.6,17.4,20.59,17.47,44.25,34.57,7.22
3785,County_3785,Arizona,Rural,76.65,23.35,,24.34,34.0,40.28,6.18
25241,County_25241,Missouri,Urban,87.29,12.71,14.84,12.67,45.79,24.11,5.84
49121,County_49121,Wisconsin,Rural,88.79,11.21,14.02,11.61,54.97,21.17,5.95
16355,County_16355,Kansas,Rural,80.67,19.33,23.61,20.03,44.83,28.32,5.86
44665,County_44665,Utah,Rural,67.84,32.16,38.58,32.77,34.03,47.47,2.97
7811,County_7811,Connecticut,Urban,81.96,18.04,21.51,19.02,44.94,20.11,9.25
10229,County_10229,Georgia,Rural,76.55,23.45,28.61,23.41,26.23,41.54,5.51
46749,County_46749,Virginia,Rural,69.63,30.37,36.45,30.19,30.47,44.32,6.87
41873,County_41873,South Dakota,Rural,90.26,9.74,12.33,10.45,50.54,21.76,9.26
47667,County_47667,Washington,Rural,80.28,19.72,24.07,19.43,46.47,40.1,7.84
18661,County_18661,Louisiana,Urban,78.31,21.69,26.44,22.43,36.87,40.52,
20095,County_20095,Maryland,Suburban/Small City,71.38,28.62,34.05,29.17,34.14,38.93,5.15
16075,County_16075,Kansas,Rural,79.75,20.25,25.61,20.15,37.16,37.97,7.07
52241,County_52241,Other,Urban,73.48,26.52,32.67,27.38,34.32,45.26,4.48
18735,County_18735,Louisiana,Urban,81.28,18.72,22.1,18.95,48.15,35.66,4.4
46183,County_46183,Virginia,Rural,89.09,10.91,12.45,11.5,51.52,21.28,5.27
22505,County_22505,Michigan,Urban,87.65,12.35,14.18,12.14,49.35,19.4,5.63
45137,County_45137,Vermont,Rural,67.21,32.79,,33.27,29.86,49.13,7.36
49531,County_49531,Wisconsin,Rural,,10.2,12.18,11.13,41.25,22.91,4.9
32535,County_32535,New York,Suburban/Small City,63.75,36.25,44.31,36.42,26.1,50.3,3.1
7491,County_7491,Connecticut,Rural,78.08,21.92,,22.99,42.57,33.42,6.51
44491,County_44491,Utah,Urban,73.78,26.22,30.62,26.53,46.56,41.24,5.93
37001,County_37001,Oregon,Rural,68.37,31.63,38.38,32.15,33.6,47.96,6.93
37393,County_37393,Oregon,Rural,90.19,9.81,11.75,10.46,55.47,22.28,5.01
48141,County_48141,West Virginia,Rural,62.68,37.32,45.56,37.66,31.67,47.35,5.15
43827,County_43827,Texas,Suburban/Small City,85.44,14.56,17.19,14.78,43.18,33.06,6.35
24291,County_24291,Mississippi,Urban,79.68,20.32,,20.3,38.35,29.28,6.14
27231,County_27231,Nebraska,Rural,80.09,19.91,23.34,20.97,43.25,,4.22
45153,County_45153,Vermont,Urban,91.61,8.39,11.19,8.78,49.46,17.87,7.76
2307,County_2307,Alaska,Urban,94.78,5.22,5.79,4.91,48.41,17.51,6.73
52097,County_52097,Other,Suburban/Small City,63.27,36.73,44.79,35.75,35.04,53.67,3.57
18945,County_18945,Louisiana,Rural,64.55,35.45,42.26,35.67,32.37,44.63,3.81
40675,County_40675,South Carolina,Urban,64.98,35.02,43.66,34.98,29.34,54.13,5.32
43483,County_43483,Texas,Urban,84.62,15.38,18.67,14.72,51.26,28.34,6.05
28725,County_28725,Nevada,Suburban/Small City,79.02,20.98,25.54,21.36,36.78,33.5,6.53
29629,County_29629,New Hampshire,Urban,75.44,24.56,28.37,,34.52,46.5,4.86
2529,County_2529,Alaska,Suburban/Small City,81.29,18.71,22.13,18.61,50.77,,7.54
37691,County_37691,Oregon,Rural,74.24,,30.52,26.01,41.6,39.57,7.12
25873,County_25873,Missouri,Rural,93.03,6.97,8.07,7.28,44.99,24.15,7.03
48115,County_48115,West Virginia,Suburban/Small City,73.78,26.22,31.23,26.18,27.86,46.28,6.38
14009,County_14009,Indiana,Urban,70.57,29.43,35.05,29.15,40.68,44.43,4.57
41223,County_41223,South Dakota,Rural,69.0,31.0,37.03,31.04,31.33,43.91,7.14
6441,County_6441,Colorado,Urban,69.48,30.52,36.84,31.71,26.25,40.52,5.32
44445,County_44445,Utah,Suburban/Small City,67.09,32.91,39.53,32.56,26.14,48.43,4.3
22541,County_22541,Michigan,Rural,87.7,12.3,15.39,12.2,52.79,27.91,4.91
1355,County_1355,Alabama,Rural,95.53,4.47,5.19,5.1,47.71,21.91,7.8
10857,County_10857,Georgia,Rural,81.32,18.68,22.14,19.43,33.51,32.61,7.59
44315,County_44315,Utah,Suburban/Small City,68.19,31.81,38.38,31.6,37.82,35.14,5.21
21063,County_21063,Massachusetts,Suburban/Small City,74.41,25.59,30.83,26.09,33.56,46.22,5.07
46521,County_46521,Virginia,Urban,72.13,27.87,33.2,27.79,33.58,39.86,5.53
5143,County_5143,California,Rural,80.64,19.36,22.8,19.52,37.81,42.19,6.21
32513,County_32513,New York,Suburban/Small City,92.55,7.45,8.7,7.45,54.48,22.58,5.49
23715,County_23715,Minnesota,Rural,85.18,14.82,16.95,16.02,48.15,29.52,7.73
45791,County_45791,Vermont,Urban,81.32,18.68,22.21,18.15,41.72,32.34,2.17
48809,County_48809,West Virginia,Urban,87.54,12.46,14.35,12.69,53.11,24.35,
20623,County_20623,Maryland,Rural,84.06,15.94,19.12,15.53,49.89,27.19,7.12
30621,County_30621,New Jersey,Suburban/Small City,78.81,21.19,25.55,21.41,41.63,31.0,5.52
41447,County_41447,South Dakota,Rural,78.07,21.93,27.24,22.33,38.43,39.14,6.62
4835,County_4835,Arkansas,Urban,87.17,12.83,15.09,12.4,53.82,19.81,6.19
5789,County_5789,California,Rural,82.58,17.42,21.3,17.25,34.15,28.43,5.69
50829,County_50829,Wyoming,Rural,93.33,6.67,8.35,6.26,44.53,27.87,8.28
18915,County_18915,Louisiana,Rural,92.78,7.22,8.71,7.49,54.57,22.29,6.49
9271,County_9271,Florida,Urban,90.25,9.75,11.75,10.41,53.52,19.0,5.15
53931,County_53931,Other,Rural,81.4,18.6,22.57,18.73,32.54,36.63,6.19
48049,County_48049,West Virginia,Urban,84.51,15.49,18.45,15.53,47.5,32.83,3.88
34477,County_34477,North Dakota,Urban,85.02,14.98,16.92,15.53,41.12,28.51,10.23
51067,County_51067,Other,Urban,79.89,20.11,24.41,20.52,40.68,32.72,
49703,County_49703,Wisconsin,Rural,60.94,39.06,47.21,38.96,31.7,46.26,5.27
56615,County_56615,Other,Rural,93.65,6.35,7.49,6.17,53.55,9.35,6.34
51593,County_51593,Other,Rural,76.7,23.3,27.62,23.04,32.68,41.59,5.72
52687,County_52687,Other,Suburban/Small City,84.04,15.96,18.94,17.25,45.62,22.08,5.93
8665,County_8665,Delaware,Rural,85.49,14.51,17.37,14.58,44.17,26.22,9.08
23013,County_23013,Minnesota,Suburban/Small City,86.95,13.05,15.82,12.94,52.18,27.0,5.03
2493,County_2493,Alaska,Urban,82.26,17.74,20.93,18.22,49.85,27.71,7.76
20155,County_20155,Maryland,Suburban/Small City,,35.61,42.81,35.43,33.11,47.73,1.99
50513,County_50513,Wyoming,Suburban/Small City,85.14,14.86,17.19,15.47,37.35,20.79,3.66
2985,County_2985,Alaska,Urban,88.06,11.94,14.33,12.75,49.4,20.06,7.65
56311,County_56311,Other,Urban,66.15,33.85,40.49,34.11,26.0,47.61,3.95
42541,County_42541,Tennessee,Suburban/Small City,86.97,13.03,15.43,13.17,47.02,26.09,4.72
42969,County_42969,Tennessee,Suburban/Small City,84.41,15.59,18.06,16.01,43.54,21.88,6.55
40427,County_40427,South Carolina,Rural,73.51,26.49,31.64,26.08,36.69,45.52,5.59
32135,County_32135,New York,Rural,80.48,19.52,22.7,19.48,47.49,31.16,5.48
32617,County_32617,New York,Rural,73.47,26.53,31.81,26.49,30.03,39.82,9.17
44655,County_44655,Utah,Rural,73.71,26.29,31.15,26.94,42.1,44.36,5.74
41961,County_41961,South Dakota,Rural,79.68,20.32,24.71,20.51,34.91,30.34,4.1
29093,County_29093,New Hampshire,Rural,90.26,9.74,11.52,9.44,51.4,23.6,4.43
56579,County_56579,Other,Rural,78.86,21.14,,21.67,35.53,34.29,5.63
25275,County_25275,Missouri,Suburban/Small City,81.78,18.22,22.16,18.61,45.73,28.47,7.62
8087,County_8087,Delaware,Urban,66.59,33.41,40.67,34.44,35.18,45.85,7.97
33637,County_33637,North Carolina,Rural,73.37,26.63,31.84,27.1,42.41,41.24,6.33
7407,County_7407,Connecticut,Urban,77.55,22.45,27.44,21.6,43.1,36.57,4.27
55573,County_55573,Other,Rural,78.17,21.83,25.94,22.88,41.79,38.32,3.58
21287,County_21287,Massachusetts,Urban,73.97,26.03,31.91,26.42,35.09,39.62,9.29
28643,County_28643,Nevada,Rural,78.95,21.05,25.51,21.6,38.27,43.82,5.55
3781,County_3781,Arizona,Suburban/Small City,81.46,18.54,21.71,18.18,44.09,23.97,5.11
12827,County_12827,Idaho,Rural,76.23,23.77,27.96,24.73,39.58,40.72,7.39
42807,County_42807,Tennessee,Rural,,24.5,29.28,25.04,32.49,38.56,5.78
10107,County_10107,Georgia,Suburban/Small City,85.38,14.62,17.48,14.25,48.91,30.67,4.59
46577,County_46577,Virginia,Rural,89.02,10.98,13.8,10.91,45.56,25.42,4.41
28755,County_28755,Nevada,Rural,82.29,17.71,22.16,17.24,34.77,32.22,6.38
15751,County_15751,Iowa,Suburban/Small City,74.34,25.66,31.48,25.44,35.77,42.09,5.27
53955,County_53955,Other,Urban,86.65,13.35,15.89,13.87,39.36,32.5,7.47
15169,County_15169,Iowa,Rural,87.61,12.39,14.78,12.86,37.59,25.05,8.69
9365,County_9365,Florida,Urban,89.2,10.8,13.14,11.21,52.3,25.63,
53919,County_53919,Other,Rural,81.04,18.96,23.08,18.49,36.38,37.69,3.03
44687,County_44687,Utah,Rural,80.75,19.25,24.0,20.17,43.23,32.96,6.54
37387,County_37387,Oregon,Rural,70.08,29.92,35.46,30.24,32.94,40.19,5.98
18409,County_18409,Louisiana,Rural,84.3,15.7,19.48,15.86,45.74,24.24,8.77
37725,County_37725,Oregon,Rural,81.66,18.34,21.98,18.38,43.31,33.09,7.19
34015,County_34015,North Dakota,Urban,80.91,,22.75,19.67,38.17,29.13,8.46
32221,County_32221,New York,Rural,76.57,23.43,28.59,24.57,29.39,43.9,7.58
2343,County_2343,Alaska,Rural,72.16,27.84,34.03,27.82,37.6,44.16,7.79
12589,County_12589,Idaho,Rural,71.08,28.92,34.86,,25.76,40.85,4.25
20871,County_20871,Maryland,Urban,81.51,18.49,22.33,17.95,40.61,35.71,5.6
13995,County_13995,Illinois,Suburban/Small City,76.86,23.14,28.08,23.5,36.27,28.18,5.78
34345,County_34345,North Dakota,Urban,67.45,32.55,39.31,32.71,25.62,49.82,4.16
30139,County_30139,New Jersey,Suburban/Small City,89.38,10.62,12.53,10.72,50.81,21.33,6.43
15863,County_15863,Iowa,Rural,88.4,11.6,13.54,12.02,46.55,22.83,5.8
20843,County_20843,Maryland,Suburban/Small City,87.13,12.87,15.64,13.5,49.14,,7.85
23373,County_23373,Minnesota,Rural,63.9,36.1,43.05,36.37,21.19,59.89,2.92
45259,County_45259,Vermont,Urban,79.67,20.33,24.46,21.13,40.02,33.4,5.93
52035,County_52035,Other,Urban,89.95,10.05,12.18,10.25,47.37,24.83,10.52
34601,County_34601,North Dakota,Rural,77.24,22.76,26.38,23.88,41.89,32.56,5.16
52265,County_52265,Other,Rural,73.98,26.02,31.42,26.89,28.93,43.33,
14211,County_14211,Indiana,Rural,72.96,27.04,32.91,27.32,40.96,37.6,6.88
13875,County_13875,Illinois,Rural,89.57,10.43,,10.31,51.88,24.12,6.7
42339,County_42339,Tennessee,Rural,73.14,26.86,31.73,26.75,27.83,35.24,7.22
22657,County_22657,Michigan,Rural,86.79,13.21,15.35,14.33,56.54,20.72,5.01
43211,County_43211,Texas,Rural,76.31,23.69,29.15,,33.52,34.69,6.27
34825,County_34825,North Dakota,Rural,86.01,13.99,16.07,13.63,42.48,15.67,6.39
39559,County_39559,Rhode Island,Rural,93.73,6.27,7.4,6.19,47.72,20.53,7.32
42879,County_42879,Tennessee,Urban,69.49,30.51,36.61,30.89,30.29,40.54,6.47
29653,County_29653,New Hampshire,Rural,76.13,23.87,28.45,24.07,38.45,41.12,5.93
49601,County_49601,Wisconsin,Rural,73.51,26.49,33.15,27.0,31.68,49.99,5.8
22033,County_22033,Michigan,Rural,93.81,6.19,7.6,6.49,67.02,18.46,5.71
12115,County_12115,Idaho,Urban,76.18,23.82,29.28,23.84,35.3,35.62,7.86
5005,County_5005,California,Rural,82.02,17.98,21.62,17.57,49.02,32.96,7.72
16799,County_16799,Kansas,Urban,89.62,10.38,12.25,10.32,50.78,22.64,6.65
45241,County_45241,Vermont,Suburban/Small City,83.32,16.68,19.48,,41.89,26.32,4.48
19175,County_19175,Maine,Rural,77.21,22.79,28.87,22.81,37.15,27.37,5.91
56519,County_56519,Other,Rural,72.22,27.78,33.44,28.89,33.37,31.41,6.03
2969,County_2969,Alaska,Rural,92.69,7.31,8.77,6.89,57.58,21.05,7.32
35049,County_35049,Ohio,Urban,88.45,11.55,14.3,12.38,41.67,20.55,8.16
2981,County_2981,Alaska,Urban,81.0,19.0,23.58,19.48,47.72,30.4,4.51
13383,County_13383,Illinois,Rural,69.94,30.06,34.77,30.32,43.31,41.62,5.94
41035,County_41035,South Dakota,Urban,76.34,23.66,27.88,24.26,31.88,38.03,4.37
43335,County_43335,Texas,Rural,72.13,27.87,33.47,26.96,39.51,49.37,6.09
55849,County_55849,Other,Rural,70.52,29.48,34.93,29.58,36.01,37.67,
20011,County_20011,Maryland,Rural,72.04,27.96,33.89,27.31,27.94,47.88,4.98
9443,County_9443,Florida,Urban,87.42,12.58,15.43,12.62,45.02,18.41,6.1
47895,County_47895,Washington,Suburban/Small City,,22.09,26.91,22.14,43.14,36.52,4.47
6647,County_6647,Colorado,Urban,80.27,19.73,23.55,19.3,39.96,35.53,5.58
55015,County_55015,Other,Rural,93.32,6.68,7.77,6.59,44.91,21.68,7.19
53839,County_53839,Other,Suburban/Small City,63.05,36.95,44.02,37.32,24.94,42.64,7.82
36705,County_36705,Oklahoma,Rural,66.77,33.23,40.47,33.05,35.36,47.69,5.48
40835,County_40835,South Carolina,Rural,86.77,13.23,16.09,12.92,46.62,27.65,7.82
17345,County_17345,Kentucky,Urban,71.92,28.08,33.47,28.44,32.02,49.83,6.05
56517,County_56517,Other,Urban,71.23,28.77,35.94,28.6,31.81,34.3,
21769,County_21769,Massachusetts,Rural,76.95,,27.56,23.14,30.06,34.12,5.94
6503,County_6503,Colorado,Urban,72.41,27.59,32.9,,37.82,44.28,5.85
35905,County_35905,Ohio,Urban,76.24,23.76,29.16,24.15,34.9,38.3,8.95
42451,County_42451,Tennessee,Rural,85.01,14.99,17.74,15.09,50.14,32.4,3.76
17811,County_17811,Kentucky,Urban,67.38,32.62,39.16,33.43,30.61,46.57,4.43
20037,County_20037,Maryland,Rural,75.32,,29.06,25.14,36.51,32.23,9.02
44357,County_44357,Utah,Urban,71.53,28.47,34.82,28.62,29.27,45.4,4.39
21487,County_21487,Massachusetts,Rural,76.93,23.07,27.21,23.42,40.15,,6.73
51481,County_51481,Other,Urban,91.03,8.97,10.48,9.78,50.4,27.52,3.77
49717,County_49717,Wisconsin,Suburban/Small City,85.93,14.07,16.13,13.7,37.43,26.05,5.41
18955,County_18955,Louisiana,Rural,73.85,26.15,31.5,25.98,22.68,41.7,4.54
35615,County_35615,Ohio,Rural,72.5,27.5,33.49,27.84,42.68,45.72,5.37
33133,County_33133,North Carolina,Rural,68.45,31.55,38.17,32.5,29.25,43.94,5.83
21909,County_21909,Massachusetts,Rural,79.31,20.69,25.38,21.76,38.15,35.84,3.91
33983,County_33983,North Carolina,Rural,65.98,34.02,40.08,33.74,27.92,52.31,5.15
23299,County_23299,Minnesota,Rural,87.68,12.32,14.58,12.09,47.84,16.25,2.57
13729,County_13729,Illinois,Rural,92.55,7.45,9.48,8.03,47.15,14.42,3.48
34733,County_34733,North Dakota,Urban,68.15,31.85,37.83,31.34,31.68,38.11,9.29
33221,County_33221,North Carolina,Urban,80.84,19.16,,19.52,47.81,35.47,6.34
13183,County_13183,Illinois,Urban,,33.07,38.99,32.94,,50.6,5.64
51327,County_51327,Other,Rural,84.55,15.45,18.56,15.18,31.69,26.96,
46525,County_46525,Virginia,Urban,94.22,5.78,6.87,6.03,52.58,19.35,6.81
36235,County_36235,Oklahoma,Urban,70.21,29.79,35.62,30.47,30.08,43.57,5.92
16427,County_16427,Kansas,Urban,88.72,11.28,14.12,10.87,49.79,20.73,6.61
45731,County_45731,Vermont,Rural,81.41,18.59,23.0,19.0,46.5,33.22,5.21
13877,County_13877,Illinois,Rural,67.49,32.51,39.44,32.8,33.16,48.13,5.91
8527,County_8527,Delaware,Urban,86.11,13.89,16.78,13.7,35.77,18.95,8.69
36213,County_36213,Oklahoma,Rural,77.23,22.77,27.6,22.75,47.49,32.93,8.09
41851,County_41851,South Dakota,Suburban/Small City,80.05,19.95,24.91,20.25,43.41,26.4,7.22
4621,County_4621,Arkansas,Urban,74.59,,30.3,25.81,26.95,46.52,2.9
6867,County_6867,Colorado,Urban,87.46,12.54,15.58,12.46,48.5,20.01,7.4
9961,County_9961,Florida,Rural,69.73,30.27,36.44,30.81,37.89,,6.57
9359,County_9359,Florida,Urban,68.88,31.12,38.14,30.52,19.96,45.59,3.61
45087,County_45087,Vermont,Rural,75.66,24.34,29.12,24.16,30.39,39.55,6.36
4343,County_4343,Arkansas,Suburban/Small City,72.57,27.43,33.53,27.97,38.8,33.71,5.57
7673,County_7673,Connecticut,Rural,85.46,14.54,17.77,14.31,44.83,30.21,6.29
17931,County_17931,Kentucky,Urban,79.39,20.61,25.4,21.34,39.05,34.2,4.67
27923,County_27923,Nebraska,Rural,70.16,29.84,34.96,29.75,30.88,45.51,4.39
9795,County_9795,Florida,Suburban/Small City,85.77,14.23,17.35,15.26,44.76,28.37,6.49
34541,County_34541,North Dakota,Urban,84.7,15.3,18.41,15.84,40.55,20.56,6.83
43663,County_43663,Texas,Urban,78.78,21.22,24.87,21.97,42.08,31.79,4.68
48355,County_48355,West Virginia,Urban,75.34,24.66,29.91,24.77,30.22,35.6,5.94
50835,County_50835,Wyoming,Rural,79.06,20.94,24.01,21.3,42.61,37.73,5.36
54255,County_54255,Other,Rural,88.41,11.59,14.57,12.15,51.33,22.85,5.49
1829,County_1829,Alabama,Urban,84.86,15.14,18.42,14.93,51.99,26.06,8.57
48707,County_48707,West Virginia,Rural,74.61,25.39,30.77,26.04,42.01,,5.93
8429,County_8429,Delaware,Urban,75.54,24.46,29.15,24.91,30.67,34.2,
37523,County_37523,Oregon,Urban,89.44,10.56,12.62,11.94,47.36,18.69,7.06
25891,County_25891,Missouri,Rural,69.95,,35.63,30.42,38.78,41.51,6.17
21989,County_21989,Massachusetts,Urban,85.08,14.92,18.38,14.88,49.98,,6.04
37677,County_37677,Oregon,Urban,73.72,,30.77,26.86,29.71,35.42,4.19
27923,County_27923,Nebraska,Urban,78.21,21.79,26.4,20.95,43.42,31.46,8.27
7797,County_7797,Connecticut,Urban,73.72,26.28,32.32,26.41,35.83,42.07,8.03
28703,County_28703,Nevada,Urban,71.18,28.82,34.45,28.89,29.08,45.75,6.66
30241,County_30241,New Jersey,Urban,62.38,37.62,45.5,37.97,,48.78,5.74
12351,County_12351,Idaho,Rural,81.02,18.98,22.09,19.28,34.42,34.5,6.05
28063,County_28063,Nevada,Rural,71.61,28.39,34.08,28.71,28.49,44.42,
31359,County_31359,New Mexico,Rural,88.04,11.96,14.16,11.54,42.99,12.54,5.28
44469,County_44469,Utah,Rural,74.11,25.89,31.18,26.19,32.3,35.1,6.13
35273,County_35273,Ohio,Rural,71.88,28.12,34.06,29.13,35.29,44.03,8.42
18861,County_18861,Louisiana,Rural,74.21,25.79,31.27,26.48,32.85,34.96,4.04
20391,County_20391,Maryland,Rural,89.73,10.27,11.75,10.91,43.56,22.93,4.0
23289,County_23289,Minnesota,Rural,84.84,15.16,18.12,14.22,42.69,26.72,5.01
17899,County_17899,Kentucky,Rural,66.25,33.75,42.03,33.27,38.55,40.22,7.27
27085,County_27085,Nebraska,Urban,81.16,18.84,23.02,19.59,43.49,31.16,4.79
2601,County_2601,Alaska,Urban,66.14,33.86,40.6,34.25,37.48,47.23,7.59
16097,County_16097,Kansas,Rural,78.03,21.97,26.92,21.05,39.84,34.46,6.01
15431,County_15431,Iowa,Urban,74.86,25.14,29.88,25.67,36.85,41.73,6.24
36719,County_36719,Oklahoma,Rural,83.49,16.51,19.42,16.74,47.11,30.31,
33991,County_33991,North Carolina,Rural,74.41,25.59,30.22,25.67,35.92,34.31,6.63
46131,County_46131,Virginia,Rural,82.01,17.99,21.85,19.14,42.28,20.48,5.11
50841,County_50841,Wyoming,Rural,76.28,23.72,29.63,23.65,37.04,36.72,6.29
37851,County_37851,Oregon,Rural,71.49,28.51,34.42,29.32,30.26,39.13,3.49
44597,County_44597,Utah,Suburban/Small City,81.68,18.32,22.32,18.57,39.83,34.37,5.46
1559,County_1559,Alabama,Suburban/Small City,81.47,18.53,21.21,18.81,31.05,30.98,8.59
13939,County_13939,Illinois,Rural,81.43,18.57,22.78,18.2,50.06,26.57,5.91
12151,County_12151,Idaho,Rural,89.47,10.53,12.08,10.65,48.63,18.24,6.11
4627,County_4627,Arkansas,Rural,68.83,31.17,37.61,32.11,35.18,41.96,7.1
12503,County_12503,Idaho,Rural,67.22,32.78,38.3,33.35,27.42,42.68,5.87
21395,County_21395,Massachusetts,Urban,84.29,15.71,18.89,16.09,46.08,22.19,8.98
50427,County_50427,Wyoming,Urban,88.26,11.74,14.2,11.51,44.37,31.34,5.36
33667,County_33667,North Carolina,Rural,80.0,20.0,23.71,21.46,46.89,32.56,
27279,County_27279,Nebraska,Rural,,8.71,10.71,8.7,48.38,17.78,7.47
4141,County_4141,Arkansas,Urban,65.96,34.04,,34.03,24.47,44.08,6.61
21913,County_21913,Massachusetts,Urban,81.29,18.71,22.7,18.75,44.28,35.87,6.64
50549,County_50549,Wyoming,Urban,79.87,20.13,24.09,20.62,39.17,34.73,8.52
25429,County_25429,Missouri,Urban,69.28,30.72,36.35,30.58,,46.22,4.27
40925,County_40925,South Carolina,Rural,75.16,24.84,30.3,24.3,38.86,42.32,5.11
22517,County_22517,Michigan,Rural,72.08,27.92,33.95,27.2,37.78,46.41,8.13
54293,County_54293,Other,Rural,75.13,24.87,29.92,25.77,35.09,,4.23
11151,County_11151,Hawaii,Rural,72.82,27.18,33.11,27.71,41.52,39.79,4.99
15313,County_15313,Iowa,Suburban/Small City,82.32,17.68,21.1,17.77,37.18,38.47,
46263,County_46263,Virginia,Suburban/Small City,88.1,11.9,14.91,12.21,53.03,31.22,5.94
27259,County_27259,Nebraska,Rural,70.92,29.08,35.36,28.46,32.04,45.14,2.87
45623,County_45623,Vermont,Rural,82.41,17.59,20.28,18.98,40.7,27.26,8.11
36525,County_36525,Oklahoma,Rural,75.83,24.17,28.21,24.04,36.51,27.26,
54379,County_54379,Other,Rural,93.27,6.73,7.72,6.47,,12.9,4.52
52271,County_52271,Other,Rural,86.89,,15.76,13.0,46.44,21.81,4.87
46719,County_46719,Virginia,Rural,89.64,10.36,12.63,10.87,48.9,21.43,4.05
53663,County_53663,Other,Urban,64.51,35.49,42.31,35.46,27.55,49.9,5.98
26365,County_26365,Montana,Urban,88.33,11.67,13.93,12.54,59.91,27.9,5.89
18687,County_18687,Louisiana,Suburban/Small City,88.42,,14.24,12.46,40.8,26.43,7.13
38385,County_38385,Pennsylvania,Urban,81.45,18.55,22.39,17.35,45.98,27.25,5.4
17631,County_17631,Kentucky,Urban,84.08,15.92,18.47,15.7,,19.38,4.81
38271,County_38271,Pennsylvania,Rural,82.26,17.74,21.44,18.92,40.75,29.64,6.58
4263,County_4263,Arkansas,Urban,91.12,8.88,10.59,8.67,48.34,13.5,3.63
31201,County_31201,New Mexico,Urban,86.54,13.46,16.37,13.3,43.26,18.26,5.4
1131,County_1131,Alabama,Rural,72.25,27.75,33.18,27.86,31.34,40.58,6.07
9741,County_9741,Florida,Urban,80.37,19.63,,20.09,41.62,28.37,9.2
46917,County_46917,Virginia,Urban,66.58,33.42,40.39,33.5,33.23,40.58,4.74
54951,County_54951,Other,Urban,95.0,5.0,5.98,5.26,43.96,20.25,8.21
9773,County_9773,Florida,Urban,68.64,31.36,37.61,,29.99,48.96,6.88
34393,County_34393,North Dakota,Rural,87.55,12.45,14.7,12.64,46.96,16.48,5.97
8639,County_8639,Delaware,Suburban/Small City,59.48,40.52,48.68,40.49,28.96,51.87,5.58
23597,County_23597,Minnesota,Urban,72.11,27.89,33.97,29.1,32.51,41.12,7.31
33149,County_33149,North Carolina,Urban,79.98,20.02,24.67,20.48,42.55,26.66,6.55
12171,County_12171,Idaho,Rural,70.33,29.67,,30.52,35.19,45.01,5.97
14161,County_14161,Indiana,Urban,88.1,11.9,14.02,12.01,58.58,17.24,5.4
45379,County_45379,Vermont,Rural,82.98,17.02,20.69,17.4,45.03,22.9,5.26
40759,County_40759,South Carolina,Rural,62.57,37.43,44.27,37.54,,43.99,7.18
47601,County_47601,Washington,Rural,88.36,11.64,13.71,12.18,54.31,21.66,5.97
22139,County_22139,Michigan,Urban,77.41,22.59,26.86,22.6,35.17,29.99,8.26
7993,County_7993,Connecticut,Suburban/Small City,79.07,20.93,25.6,21.81,47.81,33.76,7.45
18997,County_18997,Louisiana,Urban,83.7,16.3,19.14,16.64,50.04,26.84,5.74
3205,County_3205,Arizona,Rural,75.07,24.93,29.33,25.78,43.19,37.28,5.92
11901,County_11901,Hawaii,Rural,79.87,,24.22,19.75,45.49,34.66,3.64
38095,County_38095,Pennsylvania,Rural,74.47,25.53,30.81,26.47,38.43,30.64,5.23
47729,County_47729,Washington,Urban,65.24,34.76,41.51,34.52,26.52,47.31,3.28
