COUNTYFIPS,COUNTY,STATE,community_type,disability_rate_pct,child_disability_rate_pct,nonvet_disability_18_64_pct,vet_disability_18_64_pct
39763,County_39763,Rhode Island,Urban,13.17,7.51,11.58,23.03
40371,County_40371,South Carolina,Rural,19.99,11.07,18.19,34.64
42949,County_42949,Tennessee,Urban,18.79,8.26,16.95,20.63
29891,County_29891,New Hampshire,Urban,10.72,4.57,8.72,25.07
16039,County_16039,Kansas,Rural,17.23,8.73,13.33,38.68
3487,County_3487,Arizona,Rural,29.56,13.35,27.96,
2029,County_2029,Alaska,Urban,24.03,11.06,19.05,29.88
35267,County_35267,Ohio,Rural,19.92,9.96,14.41,28.76
29041,County_29041,New Hampshire,Rural,19.27,8.8,14.33,24.29
28715,County_28715,Nevada,Rural,17.24,6.93,15.19,28.59
22767,County_22767,Michigan,Rural,25.62,13.78,20.48,34.61
39533,County_39533,Rhode Island,Urban,19.42,12.04,16.25,27.95
31395,County_31395,New Mexico,Rural,30.07,14.17,30.03,33.33
28973,County_28973,Nevada,Suburban/Small City,24.05,11.11,20.33,29.73
55255,County_55255,Other,Urban,26.21,14.73,,39.7
34915,County_34915,North Dakota,Rural,12.55,5.8,9.83,25.75
13557,County_13557,Illinois,Urban,17.46,8.58,15.38,24.07
41843,County_41843,South Dakota,Urban,12.34,6.46,10.39,23.25
45923,County_45923,Vermont,Urban,28.0,16.34,24.97,33.92
9143,County_9143,Florida,Suburban/Small City,20.86,7.45,19.36,30.71
10457,County_10457,Georgia,Rural,16.2,7.05,14.69,28.06
46513,County_46513,Virginia,Urban,32.57,16.5,31.44,27.48
36771,County_36771,Oklahoma,Rural,14.19,6.52,11.65,24.17
27855,County_27855,Nebraska,Urban,21.15,7.93,15.45,29.63
39621,County_39621,Rhode Island,Urban,32.42,15.46,24.7,36.48
27479,County_27479,Nebraska,Suburban/Small City,21.34,10.32,22.55,38.34
33447,County_33447,North Carolina,Urban,13.21,6.86,9.88,15.44
34237,County_34237,North Dakota,Rural,28.91,16.15,25.82,31.99
31989,County_31989,New Mexico,Rural,21.9,11.27,18.05,35.46
11105,County_11105,Hawaii,Rural,30.96,14.67,25.67,35.82
33497,County_33497,North Carolina,Rural,17.53,9.08,12.52,29.41
40275,County_40275,South Carolina,Rural,31.98,15.53,29.81,46.22
47919,County_47919,Washington,Suburban/Small City,27.53,15.27,24.57,33.48
43711,County_43711,Texas,Suburban/Small City,23.35,11.96,20.46,39.77
3577,County_3577,Arizona,Rural,26.37,15.62,25.25,37.37
24971,County_24971,Mississippi,Rural,18.01,6.17,13.95,31.95
40065,County_40065,South Carolina,Urban,29.98,15.05,26.81,35.07
18239,County_18239,Louisiana,Rural,12.73,5.19,10.98,17.14
29107,County_29107,New Hampshire,Urban,29.39,13.99,,41.61
27159,County_27159,Nebraska,Urban,10.47,6.28,9.55,17.23
24789,County_24789,Mississippi,Rural,21.62,11.9,20.84,29.07
5263,County_5263,California,Rural,25.44,10.73,21.68,41.4
15039,County_15039,Iowa,Rural,30.61,16.98,26.8,36.6
3057,County_3057,Arizona,Rural,11.09,4.31,11.64,27.46
33405,County_33405,North Carolina,Rural,27.28,15.94,21.42,37.66
45341,County_45341,Vermont,Urban,13.75,4.26,13.66,23.87
51799,County_51799,Other,Urban,22.75,12.69,16.16,23.56
52863,County_52863,Other,Urban,21.79,13.17,14.8,25.99
12887,County_12887,Idaho,Suburban/Small City,17.38,10.67,15.25,19.33
9197,County_9197,Florida,Rural,22.72,10.3,17.55,41.56
18243,County_18243,Louisiana,Rural,18.86,12.14,15.64,23.71
36461,County_36461,Oklahoma,Rural,14.91,8.35,10.88,22.77
2793,County_2793,Alaska,Rural,21.16,11.22,16.44,21.41
6177,County_6177,Colorado,Urban,20.2,9.34,18.78,36.04
48373,County_48373,West Virginia,Urban,28.81,14.45,24.27,34.21
33817,County_33817,North Carolina,Urban,20.35,9.13,17.35,21.99
4411,County_4411,Arkansas,Rural,23.65,13.62,,28.05
40505,County_40505,South Carolina,Urban,24.21,10.93,20.52,31.7
21583,County_21583,Massachusetts,Urban,15.71,9.99,13.11,34.15
17549,County_17549,Kentucky,Rural,17.86,,13.16,29.91
1343,County_1343,Alabama,Rural,13.59,8.93,10.74,29.48
33681,County_33681,North Carolina,Urban,22.43,12.99,19.6,34.82
22147,County_22147,Michigan,Rural,11.55,5.83,8.41,30.88
38871,County_38871,Pennsylvania,Urban,21.81,11.5,17.06,26.93
22577,County_22577,Michigan,Rural,22.5,11.67,16.88,37.31
17503,County_17503,Kentucky,Rural,21.43,10.58,20.64,35.92
19283,County_19283,Maine,Suburban/Small City,22.34,11.12,,40.52
45415,County_45415,Vermont,Rural,15.03,8.92,13.23,33.85
18589,County_18589,Louisiana,Suburban/Small City,,12.74,24.34,34.27
40107,County_40107,South Carolina,Rural,13.17,7.88,12.26,21.59
21561,County_21561,Massachusetts,Urban,12.11,7.68,11.54,22.81
49213,County_49213,Wisconsin,Rural,22.29,13.2,20.35,32.16
31087,County_31087,New Mexico,Rural,21.38,11.85,19.84,29.58
22311,County_22311,Michigan,Rural,20.46,10.3,,36.17
19215,County_19215,Maine,Urban,26.09,13.0,22.56,36.68
28095,County_28095,Nevada,Rural,19.26,10.55,18.09,30.5
12853,County_12853,Idaho,Rural,20.21,,16.67,29.35
18867,County_18867,Louisiana,Rural,13.09,6.57,14.79,25.67
26747,County_26747,Montana,Urban,33.06,18.42,25.86,30.57
29005,County_29005,New Hampshire,Rural,29.71,15.79,29.32,48.87
3053,County_3053,Arizona,Rural,21.42,9.19,19.18,36.71
34185,County_34185,North Dakota,Rural,24.81,13.91,20.76,37.35
10191,County_10191,Georgia,Urban,10.44,6.79,7.3,19.21
47545,County_47545,Washington,Suburban/Small City,25.6,11.12,21.88,37.21
21563,County_21563,Massachusetts,Rural,22.26,10.31,19.15,19.0
50609,County_50609,Wyoming,Rural,16.65,7.15,14.85,28.93
22037,County_22037,Michigan,Suburban/Small City,24.21,11.04,,31.92
30899,County_30899,New Jersey,Urban,6.7,3.62,4.82,21.13
8977,County_8977,Delaware,Rural,17.0,12.76,15.28,30.24
5027,County_5027,California,Suburban/Small City,22.97,10.54,20.79,34.11
19353,County_19353,Maine,Rural,22.62,12.33,18.12,45.28
32753,County_32753,New York,Rural,26.48,13.88,21.29,45.76
42347,County_42347,Tennessee,Rural,30.1,16.12,24.45,34.84
31281,County_31281,New Mexico,Rural,,13.99,27.33,40.87
35415,County_35415,Ohio,Rural,17.16,8.64,14.45,32.55
27849,County_27849,Nebraska,Rural,33.2,13.46,31.19,39.96
19517,County_19517,Maine,Suburban/Small City,10.1,5.44,9.73,24.14
4739,County_4739,Arkansas,Rural,23.96,9.2,22.99,31.95
52227,County_52227,Other,Urban,27.61,12.33,21.93,33.09
12797,County_12797,Idaho,Urban,23.63,14.69,19.87,30.38
10683,County_10683,Georgia,Urban,15.99,6.42,19.01,24.09
26859,County_26859,Montana,Suburban/Small City,24.0,13.24,21.17,31.88
23671,County_23671,Minnesota,Urban,23.1,13.28,22.62,39.65
33023,County_33023,North Carolina,Rural,,12.76,23.78,32.09
15953,County_15953,Iowa,Urban,16.32,8.74,11.4,23.22
5857,County_5857,California,Rural,14.5,5.93,13.75,37.04
1273,County_1273,Alabama,Rural,23.21,11.22,22.88,42.06
15115,County_15115,Iowa,Urban,32.82,16.56,25.42,47.2
4045,County_4045,Arkansas,Rural,9.85,2.65,8.1,26.54
42779,County_42779,Tennessee,Urban,22.75,10.73,17.81,32.4
2563,County_2563,Alaska,Urban,25.94,15.16,17.64,29.49
26607,County_26607,Montana,Rural,17.06,9.43,14.41,34.65
19537,County_19537,Maine,Urban,29.07,12.85,25.28,42.42
33315,County_33315,North Carolina,Suburban/Small City,24.08,10.87,13.96,39.28
35629,County_35629,Ohio,Rural,30.52,16.19,26.67,41.33
51861,County_51861,Other,Urban,28.65,14.36,24.37,44.56
37731,County_37731,Oregon,Rural,,9.24,13.74,26.25
2245,County_2245,Alaska,Rural,13.09,8.54,14.45,24.71
56633,County_56633,Other,Suburban/Small City,23.95,14.18,21.09,42.41
32857,County_32857,New York,Urban,23.27,10.2,18.73,31.32
23385,County_23385,Minnesota,Urban,34.7,18.3,32.74,33.68
36263,County_36263,Oklahoma,Suburban/Small City,19.83,9.16,19.85,35.48
27393,County_27393,Nebraska,Rural,10.82,4.38,5.78,27.32
9931,County_9931,Florida,Suburban/Small City,20.34,11.26,14.97,28.99
9015,County_9015,Florida,Urban,28.66,18.3,22.97,34.98
47291,County_47291,Washington,Suburban/Small City,19.63,12.01,15.12,30.91
1775,County_1775,Alabama,Rural,26.11,11.47,21.7,24.99
2383,County_2383,Alaska,Urban,30.8,15.04,28.86,34.22
15893,County_15893,Iowa,Rural,16.3,9.76,13.29,31.26
29425,County_29425,New Hampshire,Rural,22.71,13.15,22.25,41.91
37407,County_37407,Oregon,Urban,19.46,11.01,16.82,36.91
6947,County_6947,Colorado,Rural,23.6,10.48,18.72,36.6
48447,County_48447,West Virginia,Rural,13.24,6.16,10.81,23.15
11207,County_11207,Hawaii,Urban,,10.94,13.67,25.36
42827,County_42827,Tennessee,Urban,16.3,7.32,12.21,28.71
45521,County_45521,Vermont,Urban,26.76,13.67,21.73,43.29
26529,County_26529,Montana,Suburban/Small City,22.63,10.18,16.58,24.05
28565,County_28565,Nevada,Rural,23.93,9.15,22.27,31.17
37325,County_37325,Oregon,Suburban/Small City,24.33,14.73,23.17,38.64
24367,County_24367,Mississippi,Suburban/Small City,21.56,11.43,13.43,30.7
9985,County_9985,Florida,Urban,35.26,17.41,28.19,38.86
9461,County_9461,Florida,Rural,21.52,9.68,15.98,36.27
50549,County_50549,Wyoming,Suburban/Small City,,11.2,22.83,34.97
38229,County_38229,Pennsylvania,Urban,28.6,13.58,25.43,27.32
36715,County_36715,Oklahoma,Rural,27.37,11.82,21.99,36.44
43133,County_43133,Texas,Rural,20.41,10.65,14.52,38.86
56937,County_56937,Other,Suburban/Small City,13.62,5.51,12.67,26.02
56265,County_56265,Other,Urban,18.74,10.18,15.07,37.24
2205,County_2205,Alaska,Urban,23.97,12.09,17.72,33.21
34117,County_34117,North Dakota,Urban,23.81,12.76,18.89,37.35
54743,County_54743,Other,Rural,22.91,12.93,19.32,34.5
29063,County_29063,New Hampshire,Urban,30.28,13.54,26.52,34.13
49559,County_49559,Wisconsin,Suburban/Small City,29.58,16.16,27.39,23.64
46109,County_46109,Virginia,Rural,,6.34,12.79,30.26
53795,County_53795,Other,Rural,12.3,4.96,13.37,16.13
8271,County_8271,Delaware,Urban,24.36,11.63,21.5,40.54
52063,County_52063,Other,Rural,16.76,5.78,11.53,22.84
28041,County_28041,Nevada,Rural,14.68,7.86,15.86,36.38
43681,County_43681,Texas,Urban,26.11,8.91,27.93,34.19
45315,County_45315,Vermont,Urban,28.79,13.57,24.49,38.23
52631,County_52631,Other,Urban,26.29,12.3,23.33,45.47
43665,County_43665,Texas,Urban,,12.81,23.71,39.16
54469,County_54469,Other,Rural,26.22,14.14,18.14,34.32
56745,County_56745,Other,Urban,25.32,15.82,19.31,30.02
11253,County_11253,Hawaii,Urban,31.05,17.29,23.43,36.91
17845,County_17845,Kentucky,Rural,8.61,4.14,6.52,23.08
26905,County_26905,Montana,Urban,18.18,8.35,12.62,26.51
12535,County_12535,Idaho,Rural,18.74,12.74,18.51,28.76
30951,County_30951,New Jersey,Rural,17.89,7.66,13.7,21.95
45159,County_45159,Vermont,Rural,29.9,13.67,26.93,
12061,County_12061,Idaho,Rural,12.98,6.81,13.14,30.96
11275,County_11275,Hawaii,Rural,35.16,16.22,29.68,37.31
52483,County_52483,Other,Rural,34.42,17.25,30.3,35.66
49411,County_49411,Wisconsin,Rural,31.78,13.07,30.0,48.07
53113,County_53113,Other,Rural,33.59,16.77,32.42,41.79
1537,County_1537,Alabama,Urban,18.12,10.01,16.75,32.77
47349,County_47349,Washington,Urban,19.56,8.93,16.45,31.09
26339,County_26339,Montana,Rural,25.32,12.09,22.18,35.09
24543,County_24543,Mississippi,Rural,26.49,,21.72,37.94
34335,County_34335,North Dakota,Rural,25.53,12.01,21.5,40.68
1573,County_1573,Alabama,Rural,22.38,11.08,20.81,37.15
37333,County_37333,Oregon,Urban,18.64,9.11,12.43,26.55
46175,County_46175,Virginia,Rural,22.18,12.1,19.18,32.74
46461,County_46461,Virginia,Urban,17.64,10.79,13.03,23.75
15123,County_15123,Iowa,Rural,16.78,8.3,12.92,28.29
43745,County_43745,Texas,Rural,14.02,3.78,7.43,33.26
16347,County_16347,Kansas,Urban,29.29,15.29,24.1,34.88
38389,County_38389,Pennsylvania,Urban,19.78,9.68,16.28,36.24
11721,County_11721,Hawaii,Rural,14.16,9.15,6.67,20.74
34371,County_34371,North Dakota,Rural,25.8,14.41,18.74,38.47
41417,County_41417,South Dakota,Suburban/Small City,17.77,9.88,13.24,30.18
54919,County_54919,Other,Urban,10.96,5.74,10.02,23.63
8723,County_8723,Delaware,Rural,22.15,11.87,17.67,31.58
28345,County_28345,Nevada,Rural,,8.95,17.72,27.84
4901,County_4901,Arkansas,Rural,30.2,13.1,23.7,
12407,County_12407,Idaho,Rural,30.72,16.93,25.33,41.05
45997,County_45997,Vermont,Rural,15.34,9.65,14.55,35.14
42801,County_42801,Tennessee,Urban,22.44,12.65,19.8,33.73
52251,County_52251,Other,Rural,,10.17,16.37,25.8
46017,County_46017,Virginia,Rural,15.79,8.18,8.82,28.51
51153,County_51153,Other,Urban,26.61,13.96,22.33,37.27
28365,County_28365,Nevada,Rural,11.68,4.85,9.62,30.64
48967,County_48967,West Virginia,Suburban/Small City,28.39,16.34,19.13,42.11
33825,County_33825,North Carolina,Rural,27.01,13.53,23.57,47.86
18593,County_18593,Louisiana,Rural,21.59,13.38,20.61,36.52
48545,County_48545,West Virginia,Urban,34.16,17.43,30.68,36.72
16371,County_16371,Kansas,Urban,26.51,15.05,23.0,32.36
49101,County_49101,Wisconsin,Suburban/Small City,6.47,4.0,6.9,22.04
19017,County_19017,Maine,Urban,19.56,9.28,15.26,28.11
31991,County_31991,New Mexico,Rural,21.04,12.63,,36.6
46505,County_46505,Virginia,Urban,24.89,12.68,20.82,34.44
48679,County_48679,West Virginia,Rural,10.4,8.47,8.26,28.66
8215,County_8215,Delaware,Urban,33.69,17.22,30.73,44.02
51935,County_51935,Other,Rural,33.79,15.85,,29.15
38045,County_38045,Pennsylvania,Rural,29.68,13.36,25.45,40.0
20073,County_20073,Maryland,Urban,21.76,10.62,16.13,20.92
31271,County_31271,New Mexico,Urban,9.9,6.16,6.8,25.81
23217,County_23217,Minnesota,Rural,14.92,9.77,13.04,23.56
22095,County_22095,Michigan,Suburban/Small City,22.99,11.51,22.29,30.27
30965,County_30965,New Jersey,Rural,26.79,15.51,22.15,26.38
1739,County_1739,Alabama,Urban,20.58,11.45,14.49,33.04
5381,County_5381,California,Rural,16.94,9.01,15.45,25.91
20423,County_20423,Maryland,Rural,23.19,9.56,20.13,35.47
18937,County_18937,Louisiana,Rural,29.19,15.66,25.47,34.28
22291,County_22291,Michigan,Urban,26.2,13.36,20.77,
32277,County_32277,New York,Urban,30.2,14.91,22.36,42.28
46531,County_46531,Virginia,Rural,34.89,16.86,25.83,41.91
35273,County_35273,Ohio,Rural,37.48,19.05,32.78,
20429,County_20429,Maryland,Rural,27.57,,21.86,42.06
37343,County_37343,Oregon,Urban,24.49,10.55,20.94,38.38
33023,County_33023,North Carolina,Suburban/Small City,35.27,16.17,30.82,42.75
33281,County_33281,North Carolina,Rural,20.1,11.66,17.22,28.79
56407,County_56407,Other,Rural,,9.76,19.98,32.82
1947,County_1947,Alabama,Rural,34.68,16.57,27.87,47.96
22995,County_22995,Michigan,Rural,27.82,15.02,22.85,32.06
43901,County_43901,Texas,Rural,28.43,,24.7,32.01
56251,County_56251,Other,Urban,21.3,12.04,14.76,28.85
51809,County_51809,Other,Urban,24.29,13.36,,36.66
45151,County_45151,Vermont,Rural,18.09,8.68,15.71,32.43
55955,County_55955,Other,Rural,26.59,,27.66,43.53
46403,County_46403,Virginia,Urban,25.4,14.28,22.09,24.21
11313,County_11313,Hawaii,Urban,17.27,8.0,15.79,31.07
15545,County_15545,Iowa,Rural,20.72,11.11,19.17,38.44
21817,County_21817,Massachusetts,Urban,15.68,7.69,9.07,30.87
12787,County_12787,Idaho,Rural,24.57,12.3,18.65,32.17
6417,County_6417,Colorado,Rural,15.43,5.6,11.64,24.13
37295,County_37295,Oregon,Rural,26.91,13.18,24.22,32.14
54817,County_54817,Other,Rural,26.7,11.26,23.87,36.2
20495,County_20495,Maryland,Urban,17.61,9.87,13.5,22.41
24217,County_24217,Mississippi,Rural,,11.73,24.09,32.68
33587,County_33587,North Carolina,Rural,16.44,8.96,15.54,36.2
55727,County_55727,Other,Urban,10.49,4.65,7.62,27.15
45541,County_45541,Vermont,Urban,22.31,11.51,,28.45
16487,County_16487,Kansas,Rural,23.62,11.19,17.95,29.21
6379,County_6379,Colorado,Suburban/Small City,17.21,7.18,16.6,30.09
9821,County_9821,Florida,Urban,30.25,15.06,,35.9
36395,County_36395,Oklahoma,Rural,33.12,19.25,30.1,41.8
36651,County_36651,Oklahoma,Urban,24.42,14.35,24.81,23.66
41493,County_41493,South Dakota,Urban,14.56,5.97,11.03,32.81
41335,County_41335,South Dakota,Rural,29.24,10.61,23.84,37.68
48335,County_48335,West Virginia,Urban,18.28,8.78,14.72,30.52
51779,County_51779,Other,Rural,11.28,2.16,7.44,25.91
26637,County_26637,Montana,Urban,12.83,2.82,15.99,28.88
14829,County_14829,Indiana,Rural,18.69,10.99,17.04,21.43
12795,County_12795,Idaho,Urban,19.57,10.26,15.14,30.88
41731,County_41731,South Dakota,Urban,19.92,9.3,17.05,41.32
19653,County_19653,Maine,Rural,29.41,16.07,24.27,37.37
14605,County_14605,Indiana,Rural,21.67,13.5,16.5,35.56
40219,County_40219,South Carolina,Rural,22.38,11.84,20.72,35.06
43505,County_43505,Texas,Rural,22.16,10.69,,28.26
16249,County_16249,Kansas,Urban,21.74,12.03,17.05,35.2
10697,County_10697,Georgia,Suburban/Small City,26.89,,26.25,38.42
36203,County_36203,Oklahoma,Suburban/Small City,23.77,9.25,17.64,29.6
52287,County_52287,Other,Rural,12.97,7.43,9.7,28.04
9211,County_9211,Florida,Rural,27.84,15.34,22.37,30.91
56419,County_56419,Other,Suburban/Small City,29.77,,25.23,39.73
29057,County_29057,New Hampshire,Suburban/Small City,18.47,10.56,18.45,28.61
5517,County_5517,California,Rural,24.4,13.87,20.64,41.85
20851,County_20851,Maryland,Rural,7.85,4.84,7.72,32.32
11655,County_11655,Hawaii,Urban,20.09,12.38,18.0,36.63
17579,County_17579,Kentucky,Rural,30.77,12.08,28.95,34.54
11401,County_11401,Hawaii,Suburban/Small City,15.97,9.7,14.44,29.11
5719,County_5719,California,Suburban/Small City,9.16,1.7,5.42,18.01
48187,County_48187,West Virginia,Rural,25.13,14.65,24.51,35.09
30787,County_30787,New Jersey,Urban,19.43,8.94,20.33,28.76
26877,County_26877,Montana,Urban,29.88,15.97,27.51,41.44
17249,County_17249,Kentucky,Rural,30.72,16.22,26.19,31.03
5357,County_5357,California,Suburban/Small City,17.51,8.84,12.34,24.28
30585,County_30585,New Jersey,Rural,26.3,14.5,18.57,34.03
18197,County_18197,Louisiana,Rural,28.31,14.62,25.35,34.0
30419,County_30419,New Jersey,Urban,25.29,12.76,23.69,34.98
16383,County_16383,Kansas,Urban,19.19,10.97,15.31,29.82
43531,County_43531,Texas,Rural,11.72,6.02,10.83,17.48
54717,County_54717,Other,Rural,32.36,16.52,25.23,43.01
21923,County_21923,Massachusetts,Rural,20.24,9.8,21.05,33.94
31557,County_31557,New Mexico,Rural,15.9,6.3,13.29,22.66
13947,County_13947,Illinois,Rural,21.71,10.28,17.84,29.54
50715,County_50715,Wyoming,Rural,25.09,,21.97,30.89
16421,County_16421,Kansas,Suburban/Small City,14.2,6.42,15.06,30.41
54317,County_54317,Other,Rural,33.15,15.87,29.43,36.83
11763,County_11763,Hawaii,Rural,15.77,6.09,13.71,29.57
50233,County_50233,Wyoming,Urban,16.89,9.57,13.16,29.95
56849,County_56849,Other,Urban,29.97,12.05,22.5,31.41
38561,County_38561,Pennsylvania,Urban,17.34,8.47,15.48,31.31
9543,County_9543,Florida,Suburban/Small City,24.41,11.08,23.96,37.29
13387,County_13387,Illinois,Urban,19.06,11.02,17.62,
44031,County_44031,Utah,Urban,29.42,15.9,26.25,32.79
22515,County_22515,Michigan,Rural,20.44,10.37,18.3,27.76
5895,County_5895,California,Urban,28.1,15.32,25.92,40.36
47723,County_47723,Washington,Urban,14.42,6.02,10.83,26.93
16511,County_16511,Kansas,Suburban/Small City,7.5,1.77,5.28,30.77
52281,County_52281,Other,Urban,24.94,13.59,20.75,34.16
5149,County_5149,California,Urban,19.44,10.35,14.92,34.39
14179,County_14179,Indiana,Rural,16.7,8.32,14.09,31.09
19697,County_19697,Maine,Rural,19.11,9.8,12.21,
54093,County_54093,Other,Rural,23.25,10.39,18.83,29.89
25199,County_25199,Missouri,Urban,18.28,11.19,14.02,29.25
19179,County_19179,Maine,Suburban/Small City,27.19,13.98,22.93,29.69
4653,County_4653,Arkansas,Rural,,11.81,20.4,30.55
50273,County_50273,Wyoming,Urban,29.89,15.85,26.74,39.33
24739,County_24739,Mississippi,Suburban/Small City,28.81,15.38,26.04,38.6
27649,County_27649,Nebraska,Urban,11.75,2.51,9.02,17.55
16201,County_16201,Kansas,Urban,18.13,10.48,19.47,29.5
40373,County_40373,South Carolina,Rural,28.31,16.87,21.87,45.06
54629,County_54629,Other,Urban,18.66,8.44,13.92,32.27
35535,County_35535,Ohio,Rural,23.07,15.51,18.31,29.16
28739,County_28739,Nevada,Suburban/Small City,30.47,15.36,24.02,29.37
31913,County_31913,New Mexico,Rural,16.24,10.68,12.72,29.41
35009,County_35009,Ohio,Urban,30.38,14.36,27.84,36.98
47593,County_47593,Washington,Rural,13.65,5.44,9.49,33.96
12129,County_12129,Idaho,Rural,18.9,9.79,17.0,33.0
19885,County_19885,Maine,Urban,16.36,7.81,14.27,30.31
5575,County_5575,California,Rural,37.48,18.95,30.66,
54701,County_54701,Other,Rural,12.63,6.76,14.8,29.49
40549,County_40549,South Carolina,Urban,32.11,15.07,28.38,32.21
2631,County_2631,Alaska,Rural,8.22,1.89,7.62,29.69
25529,County_25529,Missouri,Urban,16.57,6.1,16.07,32.3
37101,County_37101,Oregon,Rural,30.14,13.86,28.13,42.85
50967,County_50967,Wyoming,Rural,17.54,8.99,12.98,19.28
25241,County_25241,Missouri,Rural,20.82,9.59,15.33,35.61
20011,County_20011,Maryland,Urban,16.21,7.27,13.77,28.54
23655,County_23655,Minnesota,Rural,17.08,8.63,16.21,34.19
15363,County_15363,Iowa,Rural,17.1,8.84,15.1,34.06
27933,County_27933,Nebraska,Rural,32.35,15.76,25.17,38.17
21529,County_21529,Massachusetts,Urban,19.89,8.84,18.02,33.33
21039,County_21039,Massachusetts,Urban,9.41,4.64,7.15,21.7
13735,County_13735,Illinois,Rural,25.34,12.57,22.99,31.34
9969,County_9969,Florida,Urban,15.19,8.03,9.98,28.0
51597,County_51597,Other,Urban,21.92,8.59,16.92,33.88
15511,County_15511,Iowa,Suburban/Small City,29.57,17.35,28.86,40.3
8363,County_8363,Delaware,Rural,17.54,9.3,15.83,31.76
28939,County_28939,Nevada,Urban,25.85,13.83,21.72,34.33
39775,County_39775,Rhode Island,Rural,18.33,7.66,12.19,26.34
17621,County_17621,Kentucky,Rural,36.98,17.91,31.23,43.4
56423,County_56423,Other,Rural,30.89,14.08,28.81,33.34
46609,County_46609,Virginia,Rural,34.93,16.64,27.73,38.31
32561,County_32561,New York,Rural,19.76,8.06,16.66,24.7
9063,County_9063,Florida,Suburban/Small City,11.52,8.33,8.47,17.36
8535,County_8535,Delaware,Urban,15.1,6.35,10.68,18.44
44557,County_44557,Utah,Rural,18.4,9.95,14.65,33.74
56235,County_56235,Other,Urban,30.11,14.74,24.23,41.1
30947,County_30947,New Jersey,Rural,25.68,11.24,23.97,39.92
8671,County_8671,Delaware,Rural,16.37,9.48,13.44,29.66
11413,County_11413,Hawaii,Rural,,13.45,20.3,30.35
3455,County_3455,Arizona,Rural,,15.18,27.02,32.97
3857,County_3857,Arizona,Urban,33.31,16.33,29.08,40.35
12025,County_12025,Idaho,Rural,19.07,13.12,14.95,26.36
32651,County_32651,New York,Rural,22.81,12.36,,23.73
20901,County_20901,Maryland,Suburban/Small City,14.27,6.73,12.46,20.27
6379,County_6379,Colorado,Urban,17.79,6.61,14.38,31.53
43467,County_43467,Texas,Rural,28.17,12.24,25.0,35.08
41793,County_41793,South Dakota,Rural,19.82,9.06,17.16,34.11
42693,County_42693,Tennessee,Urban,25.02,11.55,22.62,43.55
11265,County_11265,Hawaii,Rural,12.98,6.38,8.26,33.15
37609,County_37609,Oregon,Rural,14.25,7.66,11.36,23.99
19197,County_19197,Maine,Suburban/Small City,26.15,12.75,21.13,41.61
5681,County_5681,California,Rural,28.6,13.98,24.85,37.11
37265,County_37265,Oregon,Rural,23.35,12.55,19.36,26.17
27973,County_27973,Nebraska,Urban,,8.96,12.79,33.91
56683,County_56683,Other,Rural,11.67,7.43,9.69,
10131,County_10131,Georgia,Urban,26.83,11.55,23.22,27.29
26251,County_26251,Montana,Urban,33.13,17.41,26.4,35.25
18541,County_18541,Louisiana,Urban,15.09,7.03,9.63,
23121,County_23121,Minnesota,Rural,22.61,13.23,17.48,20.18
8279,County_8279,Delaware,Rural,17.78,9.05,19.32,38.5
5401,County_5401,California,Urban,22.06,13.0,16.82,38.26
52347,County_52347,Other,Rural,21.35,8.74,18.39,33.48
17125,County_17125,Kentucky,Suburban/Small City,33.23,15.23,27.92,45.53
42929,County_42929,Tennessee,Suburban/Small City,21.17,9.3,18.28,36.66
16871,County_16871,Kansas,Urban,5.1,2.25,3.87,18.84
48417,County_48417,West Virginia,Suburban/Small City,16.13,9.0,,25.1
7463,County_7463,Connecticut,Rural,25.05,11.72,20.42,35.89
36717,County_36717,Oklahoma,Urban,23.06,13.46,22.15,36.5
43411,County_43411,Texas,Rural,14.54,7.44,16.97,29.75
9517,County_9517,Florida,Rural,27.06,,22.8,34.81
38809,County_38809,Pennsylvania,Urban,19.71,11.2,15.37,36.08
48439,County_48439,West Virginia,Rural,11.59,2.75,9.52,18.88
35007,County_35007,Ohio,Rural,26.05,12.1,27.44,30.82
53415,County_53415,Other,Rural,18.98,9.71,16.9,
44497,County_44497,Utah,Suburban/Small City,24.22,13.04,20.83,39.06
50147,County_50147,Wyoming,Suburban/Small City,28.32,16.71,21.37,34.6
14145,County_14145,Indiana,Urban,12.49,5.37,10.86,29.51
22187,County_22187,Michigan,Rural,17.02,8.41,9.74,31.42
28605,County_28605,Nevada,Urban,16.69,9.32,15.33,24.98
40275,County_40275,South Carolina,Rural,8.29,4.05,8.77,17.47
48305,County_48305,West Virginia,Suburban/Small City,28.2,12.76,23.6,32.45
38939,County_38939,Pennsylvania,Rural,30.55,15.47,23.34,41.9
31765,County_31765,New Mexico,Rural,13.6,7.27,11.92,30.85
39775,County_39775,Rhode Island,Rural,18.65,8.57,18.57,26.09
34861,County_34861,North Dakota,Urban,22.8,12.01,,28.12
50969,County_50969,Wyoming,Urban,15.84,7.0,11.34,29.68
48753,County_48753,West Virginia,Rural,31.69,18.8,26.96,45.15
4673,County_4673,Arkansas,Rural,33.98,15.35,28.83,35.93
25423,County_25423,Missouri,Suburban/Small City,26.56,13.49,24.4,49.27
55809,County_55809,Other,Rural,18.17,10.48,11.12,31.42
52057,County_52057,Other,Rural,22.33,13.0,,40.72
14777,County_14777,Indiana,Rural,27.52,14.62,,40.87
33617,County_33617,North Carolina,Urban,27.56,9.92,22.76,39.57
