COUNTYFIPS,COUNTY,STATE,community_type,renter_cost_burden_30pct,renter_cost_burden_50pct,owner_cost_burden_30pct,owner_cost_burden_50pct,median_rent,median_home_value,pct_vacant_housing,pct_owner_occupied,pct_mobile_homes
37523,County_37523,Oregon,Urban,42.75,26.42,17.71,7.79,1029.6,192299.0,15.46,69.1,10.04
25891,County_25891,Missouri,Rural,44.5,26.52,20.67,7.64,800.3,87381.0,22.36,47.97,18.99
21989,County_21989,Massachusetts,Urban,56.75,23.14,18.55,9.49,965.6,168840.0,16.82,67.75,7.47
37677,County_37677,Oregon,Urban,69.87,28.55,17.56,8.15,648.5,51543.0,24.68,47.27,20.17
27923,County_27923,Nebraska,Urban,53.33,26.2,15.5,5.91,760.1,164939.0,21.94,55.3,14.09
7797,County_7797,Connecticut,Urban,58.2,33.28,21.99,6.78,668.4,91667.0,15.51,62.12,22.25
28703,County_28703,Nevada,Urban,60.91,34.73,13.1,4.17,338.7,33672.0,21.57,69.01,16.53
30241,County_30241,New Jersey,Urban,59.83,32.82,11.76,2.91,501.4,38459.0,24.52,48.13,19.7
12351,County_12351,Idaho,Rural,55.94,31.83,19.89,6.25,763.8,85896.0,17.64,44.9,13.98
28063,County_28063,Nevada,Rural,60.34,38.47,16.49,2.89,584.3,145357.0,23.8,42.87,14.95
31359,County_31359,New Mexico,Rural,50.94,,20.76,7.83,739.0,163039.0,17.45,64.43,12.74
44469,County_44469,Utah,Rural,53.02,32.3,14.62,,540.0,,14.87,67.56,20.14
35273,County_35273,Ohio,Rural,49.49,28.72,15.56,4.64,,57330.0,19.34,57.8,17.26
18861,County_18861,Louisiana,Rural,60.31,32.94,15.61,5.47,929.7,89550.0,16.07,55.09,15.18
20391,County_20391,Maryland,Rural,47.28,19.78,14.45,12.83,761.6,229171.0,17.58,72.46,12.67
23289,County_23289,Minnesota,Rural,54.0,18.95,23.33,8.6,944.9,156341.0,13.1,51.12,9.77
17899,County_17899,Kentucky,Rural,55.26,30.84,13.02,3.11,688.4,52092.0,24.69,43.66,13.52
27085,County_27085,Nebraska,Urban,50.36,25.73,23.36,8.07,455.7,105524.0,16.77,63.96,8.14
2601,County_2601,Alaska,Urban,65.76,33.11,15.03,11.19,665.7,49910.0,21.83,52.18,22.44
16097,County_16097,Kansas,Rural,55.25,24.94,14.9,7.61,878.6,65743.0,15.54,65.33,12.79
15431,County_15431,Iowa,Urban,52.61,27.82,15.75,5.33,528.9,82290.0,16.98,52.97,19.44
36719,County_36719,Oklahoma,Rural,47.31,24.92,17.38,8.89,952.7,110581.0,9.83,60.67,15.67
33991,County_33991,North Carolina,Rural,45.28,34.75,17.88,5.73,875.8,,23.11,68.85,16.32
46131,County_46131,Virginia,Rural,35.28,25.62,21.7,2.5,944.7,200289.0,14.07,64.32,5.9
50841,County_50841,Wyoming,Rural,57.12,23.93,,6.61,751.0,99751.0,21.31,53.2,12.62
37851,County_37851,Oregon,Rural,53.87,21.35,14.16,5.46,,92877.0,24.68,58.69,17.71
44597,County_44597,Utah,Suburban/Small City,50.42,24.24,15.8,6.05,1153.2,105766.0,9.2,50.96,11.36
1559,County_1559,Alabama,Suburban/Small City,49.43,19.71,16.32,6.98,805.5,93689.0,11.29,60.49,16.34
13939,County_13939,Illinois,Rural,44.68,18.4,18.46,9.07,687.4,121279.0,20.08,69.93,7.75
12151,County_12151,Idaho,Rural,40.76,,17.24,8.97,,146139.0,3.07,58.56,12.51
4627,County_4627,Arkansas,Rural,,32.28,13.02,13.62,333.8,92693.0,12.03,49.86,16.31
12503,County_12503,Idaho,Rural,63.99,38.47,16.46,7.03,624.3,61986.0,20.44,62.17,22.41
21395,County_21395,Massachusetts,Urban,47.16,27.08,13.73,9.17,1164.9,159484.0,16.82,55.78,10.46
50427,County_50427,Wyoming,Urban,45.09,28.05,18.8,6.78,1079.0,162287.0,13.23,65.86,10.8
33667,County_33667,North Carolina,Rural,43.32,,21.69,6.56,867.4,155478.0,25.27,66.3,15.05
27279,County_27279,Nebraska,Rural,50.73,22.67,21.87,6.46,947.0,139247.0,16.75,69.59,16.39
4141,County_4141,Arkansas,Urban,49.89,27.95,22.41,8.95,581.6,92789.0,26.32,49.39,18.01
21913,County_21913,Massachusetts,Urban,58.61,29.59,16.29,,954.7,147166.0,19.11,65.78,11.62
50549,County_50549,Wyoming,Urban,53.81,29.57,16.42,6.57,900.9,101198.0,13.88,58.89,20.95
25429,County_25429,Missouri,Urban,65.74,37.85,13.09,8.16,631.6,60298.0,16.5,50.46,22.9
40925,County_40925,South Carolina,Rural,55.18,23.83,,7.09,555.7,36167.0,15.76,58.92,21.0
22517,County_22517,Michigan,Rural,49.85,35.3,16.52,9.58,646.9,47968.0,23.32,57.12,23.9
54293,County_54293,Other,Rural,56.34,34.15,15.55,6.08,848.4,72838.0,19.43,46.9,13.78
11151,County_11151,Hawaii,Rural,56.32,31.73,15.71,6.5,396.0,92347.0,17.87,75.49,14.54
15313,County_15313,Iowa,Suburban/Small City,60.23,32.62,12.61,7.07,602.0,118448.0,9.2,55.13,14.57
46263,County_46263,Virginia,Suburban/Small City,51.09,32.21,19.62,9.32,1170.9,143953.0,16.49,63.64,4.74
27259,County_27259,Nebraska,Rural,54.54,,18.15,3.91,716.2,,16.84,61.37,25.06
45623,County_45623,Vermont,Rural,48.55,30.09,10.29,5.53,766.8,185289.0,11.36,66.07,11.74
36525,County_36525,Oklahoma,Rural,45.44,29.46,18.51,8.65,401.9,35205.0,22.27,68.42,15.79
54379,County_54379,Other,Rural,44.5,18.47,25.33,3.83,729.6,152092.0,12.55,73.68,8.96
52271,County_52271,Other,Rural,37.0,24.25,18.8,8.5,921.9,105853.0,15.15,71.62,13.46
46719,County_46719,Virginia,Rural,39.5,23.66,18.51,7.96,951.2,142946.0,8.91,80.36,16.26
53663,County_53663,Other,Urban,54.78,29.65,15.88,4.63,550.5,36189.0,27.53,66.08,19.32
26365,County_26365,Montana,Urban,43.85,,25.89,5.93,1214.9,158292.0,22.93,76.24,23.1
18687,County_18687,Louisiana,Suburban/Small City,53.15,28.01,18.96,10.52,1169.8,145138.0,13.06,72.79,14.99
38385,County_38385,Pennsylvania,Urban,49.5,21.87,15.77,6.39,842.5,144075.0,16.01,56.45,9.51
17631,County_17631,Kentucky,Urban,43.02,23.81,18.5,5.57,907.3,127087.0,17.13,68.3,7.0
38271,County_38271,Pennsylvania,Rural,42.42,22.03,17.78,6.79,931.6,112915.0,17.11,48.08,
4263,County_4263,Arkansas,Urban,46.78,16.49,20.46,8.77,960.0,160124.0,21.44,71.22,6.52
31201,County_31201,New Mexico,Urban,42.81,22.12,17.1,7.36,905.1,118628.0,13.21,62.17,11.5
1131,County_1131,Alabama,Rural,53.43,31.62,17.23,8.21,673.4,71281.0,25.85,61.55,19.52
9741,County_9741,Florida,Urban,45.51,25.07,19.5,6.95,1116.3,146455.0,15.55,49.99,
46917,County_46917,Virginia,Urban,68.18,25.81,16.8,4.1,577.6,77898.0,17.22,53.08,18.04
54951,County_54951,Other,Urban,47.81,29.61,14.52,6.95,967.4,163889.0,17.98,55.47,12.47
9773,County_9773,Florida,Urban,50.19,,19.52,6.47,491.6,34450.0,16.21,63.04,17.48
34393,County_34393,North Dakota,Rural,51.25,15.64,26.49,4.86,1265.7,149456.0,6.59,65.48,10.38
8639,County_8639,Delaware,Suburban/Small City,56.02,35.13,18.93,4.05,352.8,,28.17,49.84,26.89
23597,County_23597,Minnesota,Urban,53.39,33.0,13.17,5.98,610.5,127500.0,11.92,47.44,17.7
33149,County_33149,North Carolina,Urban,49.15,28.64,18.61,7.8,878.7,121505.0,14.43,58.94,13.19
12171,County_12171,Idaho,Rural,59.12,30.9,18.2,,629.5,114044.0,21.28,48.58,19.39
14161,County_14161,Indiana,Urban,46.67,23.05,15.5,8.5,1120.1,119701.0,15.42,68.57,16.47
45379,County_45379,Vermont,Rural,49.3,21.79,21.34,9.98,1094.2,98680.0,10.26,54.46,10.28
40759,County_40759,South Carolina,Rural,58.85,25.05,17.2,8.63,300.0,98873.0,21.07,62.69,
47601,County_47601,Washington,Rural,57.15,24.42,17.12,,873.4,141096.0,14.07,56.09,11.0
22139,County_22139,Michigan,Urban,46.62,32.77,21.31,9.46,1175.4,107470.0,9.46,49.68,13.41
7993,County_7993,Connecticut,Suburban/Small City,49.99,27.48,19.32,6.72,932.0,146465.0,14.52,66.88,11.89
18997,County_18997,Louisiana,Urban,43.23,36.16,18.44,7.89,820.6,147008.0,16.65,69.37,3.9
3205,County_3205,Arizona,Rural,53.17,22.82,17.73,4.06,789.2,149116.0,17.12,44.91,26.01
11901,County_11901,Hawaii,Rural,47.73,27.58,18.36,2.87,811.9,140330.0,13.89,58.29,9.45
38095,County_38095,Pennsylvania,Rural,56.71,27.78,18.67,3.53,635.9,44861.0,16.51,62.22,13.47
47729,County_47729,Washington,Urban,59.49,33.41,15.05,3.97,300.0,41474.0,28.46,47.14,13.68
22347,County_22347,Michigan,Rural,43.97,28.75,20.68,7.09,573.1,150262.0,15.57,66.0,
18269,County_18269,Louisiana,Rural,63.87,26.82,19.81,6.5,760.2,104745.0,18.84,68.88,15.23
56571,County_56571,Other,Suburban/Small City,52.58,30.41,11.07,8.61,809.9,135046.0,20.14,54.18,16.3
38471,County_38471,Pennsylvania,Urban,52.81,27.79,22.24,10.91,949.3,187618.0,9.8,59.01,14.12
35685,County_35685,Ohio,Urban,59.77,23.84,19.39,6.09,658.9,116402.0,20.52,,14.86
41619,County_41619,South Dakota,Suburban/Small City,53.34,27.31,20.81,,862.0,116944.0,16.14,73.77,20.53
51701,County_51701,Other,Suburban/Small City,53.59,23.08,17.29,6.24,735.8,114516.0,12.71,67.34,17.75
49571,County_49571,Wisconsin,Rural,,28.41,18.94,7.46,927.1,169800.0,14.63,73.01,11.5
6531,County_6531,Colorado,Urban,55.79,36.71,17.9,4.89,515.2,95915.0,19.85,51.82,10.84
1561,County_1561,Alabama,Urban,51.95,19.89,19.64,8.27,720.5,150455.0,8.37,55.37,20.87
49089,County_49089,Wisconsin,Rural,56.7,23.41,16.86,7.11,800.9,185361.0,15.29,73.32,15.85
15269,County_15269,Iowa,Urban,53.03,19.75,12.42,8.43,850.4,137732.0,18.23,61.77,17.01
49493,County_49493,Wisconsin,Urban,49.5,31.19,18.78,4.94,739.7,70650.0,20.29,51.41,15.81
8873,County_8873,Delaware,Rural,47.32,20.95,13.64,6.25,579.8,89377.0,13.35,43.81,20.8
29907,County_29907,New Hampshire,Urban,56.54,14.65,18.44,3.06,780.2,116536.0,17.97,51.64,16.97
29531,County_29531,New Hampshire,Urban,61.3,28.42,16.31,6.47,732.3,122735.0,23.09,48.65,21.11
18877,County_18877,Louisiana,Rural,52.51,18.17,18.21,8.13,734.5,,21.7,60.07,18.57
33499,County_33499,North Carolina,Urban,45.21,27.99,13.46,4.86,916.8,50706.0,18.9,,17.65
46953,County_46953,Virginia,Suburban/Small City,44.91,19.96,19.35,6.8,1007.6,124002.0,15.9,70.78,12.23
9011,County_9011,Florida,Urban,45.46,28.08,20.76,5.4,788.3,102355.0,19.14,61.8,18.52
56781,County_56781,Other,Suburban/Small City,55.27,24.59,24.15,4.91,884.2,83619.0,14.52,64.04,21.96
55825,County_55825,Other,Rural,58.72,23.57,20.06,6.6,1035.5,166086.0,10.97,64.38,20.07
20615,County_20615,Maryland,Rural,64.57,22.29,24.38,6.48,586.1,71123.0,23.32,64.6,21.74
2551,County_2551,Alaska,Rural,47.99,23.72,21.19,7.83,834.4,158511.0,12.04,68.84,14.98
29929,County_29929,New Hampshire,Rural,44.39,31.37,16.67,6.56,793.6,,24.64,45.95,26.79
56995,County_56995,Other,Urban,46.65,23.99,16.38,8.03,1079.0,181744.0,12.16,60.71,
50217,County_50217,Wyoming,Rural,57.44,32.96,15.58,7.24,819.3,178864.0,15.36,49.58,15.66
2049,County_2049,Alaska,Urban,54.05,27.74,19.51,7.42,700.3,97082.0,18.98,51.96,14.65
13967,County_13967,Illinois,Suburban/Small City,51.19,26.88,15.67,6.41,917.4,100303.0,17.85,59.75,14.71
6541,County_6541,Colorado,Rural,54.81,30.89,12.61,6.86,441.8,90560.0,16.47,42.49,12.51
23835,County_23835,Minnesota,Urban,41.01,23.55,16.05,6.49,903.9,75840.0,21.81,47.84,10.76
55285,County_55285,Other,Rural,52.09,40.97,19.14,7.78,545.3,117816.0,18.96,72.83,23.13
34827,County_34827,North Dakota,Urban,49.71,38.2,15.6,2.97,594.4,67020.0,23.31,60.63,19.18
10707,County_10707,Georgia,Urban,46.46,29.51,17.0,6.38,735.0,105144.0,,46.03,19.13
17169,County_17169,Kentucky,Suburban/Small City,47.87,27.78,20.52,3.01,810.6,54546.0,16.96,,22.31
52865,County_52865,Other,Urban,46.78,18.07,13.69,4.89,758.0,85544.0,11.48,50.7,18.81
39351,County_39351,Rhode Island,Rural,55.41,31.91,22.38,4.38,857.7,137145.0,19.35,63.92,14.52
18303,County_18303,Louisiana,Rural,44.48,25.47,24.93,4.48,982.2,120962.0,11.83,75.42,
17295,County_17295,Kentucky,Rural,51.65,26.13,14.32,8.6,743.9,76262.0,19.01,49.01,17.21
10093,County_10093,Georgia,Suburban/Small City,55.71,17.14,17.23,5.53,1050.5,106654.0,20.21,65.52,12.28
56065,County_56065,Other,Rural,54.77,36.9,19.46,5.68,527.0,64189.0,19.19,52.84,18.4
38423,County_38423,Pennsylvania,Urban,56.13,32.05,10.04,6.98,527.2,95064.0,14.36,52.45,18.43
24583,County_24583,Mississippi,Rural,44.09,20.1,20.95,5.53,821.6,154576.0,15.06,57.32,5.14
2943,County_2943,Alaska,Rural,52.87,29.52,9.11,9.26,887.7,169831.0,13.6,72.94,13.61
45781,County_45781,Vermont,Rural,62.68,27.75,17.35,4.89,545.5,143595.0,9.96,60.38,17.91
46647,County_46647,Virginia,Urban,52.47,31.52,,9.74,921.4,139571.0,19.02,61.37,10.0
6839,County_6839,Colorado,Rural,37.6,,18.13,7.56,1299.3,169904.0,11.02,61.87,14.72
33359,County_33359,North Carolina,Rural,45.37,20.51,15.32,5.59,,,15.16,56.93,8.35
28353,County_28353,Nevada,Rural,43.19,24.15,16.1,5.89,1048.5,170873.0,15.35,74.94,4.9
49025,County_49025,Wisconsin,Rural,64.53,32.89,15.95,1.34,470.9,52104.0,15.28,50.05,14.53
42555,County_42555,Tennessee,Suburban/Small City,,25.54,21.23,5.28,1242.4,149134.0,15.15,62.93,22.68
11317,County_11317,Hawaii,Rural,50.54,28.37,21.14,11.47,726.5,131125.0,18.3,51.51,23.65
43205,County_43205,Texas,Rural,61.82,29.87,19.11,6.2,869.9,69335.0,23.35,50.36,15.05
35537,County_35537,Ohio,Urban,45.44,25.1,16.98,8.84,832.7,133782.0,13.4,59.35,15.78
41551,County_41551,South Dakota,Rural,52.4,26.51,20.6,7.43,642.0,128320.0,13.19,55.85,12.93
12651,County_12651,Idaho,Rural,47.55,23.76,22.59,7.91,1157.4,229022.0,9.5,70.77,11.91
44365,County_44365,Utah,Rural,57.76,23.56,17.56,6.66,820.4,,20.67,56.96,8.32
11667,County_11667,Hawaii,Rural,51.78,33.75,18.58,4.86,597.2,118935.0,13.16,50.6,15.4
56307,County_56307,Other,Suburban/Small City,56.99,25.58,13.1,8.03,871.0,131112.0,18.97,64.44,19.61
30635,County_30635,New Jersey,Rural,41.79,29.72,19.44,3.08,1054.8,113591.0,10.91,59.18,
24449,County_24449,Mississippi,Urban,55.39,33.11,21.06,,825.2,118305.0,21.95,55.16,16.02
40255,County_40255,South Carolina,Urban,47.61,32.6,16.82,6.51,888.8,152299.0,19.75,56.24,19.82
10859,County_10859,Georgia,Urban,59.82,29.05,19.04,6.71,780.5,42843.0,23.34,57.93,27.69
19317,County_19317,Maine,Urban,61.39,29.65,12.29,3.65,404.8,47103.0,19.45,55.22,24.46
15237,County_15237,Iowa,Urban,56.11,27.08,20.66,5.69,735.2,134149.0,17.63,61.35,20.34
8505,County_8505,Delaware,Rural,46.6,22.16,15.31,6.85,1104.7,135883.0,17.26,70.95,13.67
52177,County_52177,Other,Urban,62.37,27.07,14.29,7.3,547.7,86595.0,18.26,54.81,16.36
10423,County_10423,Georgia,Urban,48.44,29.48,15.12,5.26,613.1,68417.0,19.24,55.41,22.51
22967,County_22967,Michigan,Rural,51.85,26.74,19.52,5.22,974.9,164446.0,21.99,,13.68
45125,County_45125,Vermont,Rural,53.34,30.27,19.37,4.25,455.0,124359.0,19.35,51.07,13.78
1783,County_1783,Alabama,Urban,54.24,25.56,22.42,7.98,647.7,85403.0,20.81,64.68,10.67
53437,County_53437,Other,Suburban/Small City,43.56,28.83,19.12,7.43,1084.4,120078.0,12.78,64.81,10.26
33677,County_33677,North Carolina,Rural,54.68,25.72,19.16,8.0,420.2,,19.41,62.66,22.54
54303,County_54303,Other,Suburban/Small City,50.01,23.64,19.1,8.15,1067.6,167970.0,20.72,65.89,13.14
42309,County_42309,Tennessee,Suburban/Small City,50.82,26.46,15.96,7.65,719.4,58365.0,24.34,52.88,22.91
32475,County_32475,New York,Urban,47.73,28.41,,6.02,940.7,178567.0,19.36,59.91,8.38
33347,County_33347,North Carolina,Urban,63.96,33.75,12.75,4.91,550.2,73352.0,22.86,54.32,11.9
38153,County_38153,Pennsylvania,Rural,48.74,25.51,15.98,7.37,622.4,108129.0,17.13,54.98,18.6
45423,County_45423,Vermont,Rural,56.63,31.12,20.67,8.76,994.3,149594.0,13.47,65.76,11.51
20853,County_20853,Maryland,Rural,55.49,29.59,13.32,6.2,950.2,134339.0,21.19,56.7,6.86
39991,County_39991,Rhode Island,Rural,57.33,34.59,15.63,5.33,494.2,30000.0,22.25,48.42,20.14
26867,County_26867,Montana,Suburban/Small City,61.79,30.27,16.12,6.58,596.1,105293.0,16.83,62.63,15.94
23037,County_23037,Minnesota,Urban,59.42,29.36,16.57,,549.8,42612.0,26.2,56.02,16.28
41955,County_41955,South Dakota,Rural,52.44,37.3,16.1,6.77,826.8,76232.0,20.15,65.31,7.51
15547,County_15547,Iowa,Urban,52.8,20.43,19.19,4.93,602.1,100775.0,20.95,60.45,20.07
48663,County_48663,West Virginia,Rural,48.87,21.34,18.16,5.31,,117061.0,20.87,59.97,18.51
7699,County_7699,Connecticut,Rural,58.15,31.16,16.49,4.47,482.2,82398.0,12.16,54.21,19.78
35047,County_35047,Ohio,Rural,52.93,37.3,19.2,3.61,479.2,61566.0,22.9,61.18,18.8
53167,County_53167,Other,Urban,64.97,34.32,14.17,8.31,517.0,37703.0,20.66,47.9,25.58
24501,County_24501,Mississippi,Rural,48.62,29.39,,8.6,863.6,145979.0,17.98,64.6,14.67
16445,County_16445,Kansas,Urban,51.98,28.23,20.59,7.83,900.9,,10.84,61.36,13.17
17235,County_17235,Kentucky,Urban,56.87,33.63,17.49,3.14,471.2,30000.0,20.71,51.28,21.56
26127,County_26127,Montana,Urban,57.7,25.14,,4.71,824.0,130273.0,21.2,62.93,15.23
32745,County_32745,New York,Rural,51.99,27.64,13.71,8.16,770.8,87721.0,14.01,65.65,14.84
50803,County_50803,Wyoming,Urban,57.95,30.19,20.67,7.52,1020.2,88860.0,22.28,43.95,11.66
27155,County_27155,Nebraska,Urban,53.15,32.6,16.16,7.47,582.8,97814.0,21.59,,21.84
32067,County_32067,New York,Urban,55.1,24.11,20.15,5.56,972.3,109442.0,20.67,63.46,18.2
27651,County_27651,Nebraska,Rural,55.98,35.96,17.81,5.95,366.1,107778.0,21.46,48.46,19.7
13815,County_13815,Illinois,Suburban/Small City,48.16,29.54,23.8,7.58,907.7,127145.0,20.97,74.85,3.38
35163,County_35163,Ohio,Suburban/Small City,48.23,21.32,18.07,8.05,888.8,159366.0,10.06,67.17,13.82
38629,County_38629,Pennsylvania,Rural,39.0,17.05,25.01,7.52,880.6,150009.0,16.04,63.47,14.42
28299,County_28299,Nevada,Urban,49.49,29.89,16.03,4.5,604.2,105980.0,16.88,50.16,10.28
40329,County_40329,South Carolina,Suburban/Small City,47.18,29.92,17.61,6.71,960.8,134791.0,14.95,69.54,14.07
43701,County_43701,Texas,Urban,48.24,26.22,21.65,5.78,809.3,122858.0,12.95,68.33,17.85
36125,County_36125,Oklahoma,Rural,58.08,,16.93,5.59,671.7,106362.0,15.53,52.98,17.46
22019,County_22019,Michigan,Rural,45.52,23.23,22.25,4.04,1019.8,212091.0,11.94,59.88,15.54
48577,County_48577,West Virginia,Rural,54.44,20.18,14.97,7.1,918.2,188947.0,18.42,66.41,11.19
5617,County_5617,California,Rural,46.64,28.02,15.16,6.72,979.1,156835.0,16.78,68.15,15.2
38271,County_38271,Pennsylvania,Rural,52.01,26.12,17.54,7.48,895.1,141001.0,21.75,62.24,17.29
31881,County_31881,New Mexico,Urban,53.24,28.23,16.1,6.27,935.3,115548.0,16.51,74.51,9.68
18631,County_18631,Louisiana,Urban,39.9,29.17,20.01,9.69,941.1,67268.0,15.52,69.31,18.46
14543,County_14543,Indiana,Rural,47.96,19.9,22.25,6.78,689.2,147145.0,11.05,56.65,12.26
8915,County_8915,Delaware,Urban,39.72,21.74,23.8,8.12,1033.7,198886.0,19.26,69.21,
51941,County_51941,Other,Urban,53.97,30.5,12.0,4.13,891.9,53635.0,18.99,56.58,9.78
48691,County_48691,West Virginia,Rural,56.65,28.99,19.86,9.17,557.1,54640.0,14.87,,14.42
14385,County_14385,Indiana,Suburban/Small City,52.97,26.19,24.92,7.88,620.5,30000.0,19.55,60.49,19.9
54871,County_54871,Other,Urban,50.74,26.87,14.76,6.1,1058.7,99141.0,11.22,62.6,15.0
39763,County_39763,Rhode Island,Urban,42.38,21.34,12.16,12.65,865.2,209389.0,14.67,78.54,7.14
40371,County_40371,South Carolina,Rural,51.54,17.72,17.18,7.61,939.5,122395.0,13.74,64.05,3.88
42949,County_42949,Tennessee,Urban,48.51,27.8,20.42,5.9,779.8,101193.0,17.79,75.07,18.54
29891,County_29891,New Hampshire,Urban,44.35,26.59,19.65,9.52,1237.4,109681.0,14.88,67.83,9.31
16039,County_16039,Kansas,Rural,44.01,25.6,21.73,9.04,1035.6,117600.0,17.4,75.49,22.23
3487,County_3487,Arizona,Rural,60.87,31.02,16.12,2.07,603.6,71537.0,23.25,57.0,22.58
2029,County_2029,Alaska,Urban,50.94,29.63,19.43,7.1,945.5,136587.0,,57.15,16.12
35267,County_35267,Ohio,Rural,52.46,22.84,16.94,8.19,920.5,183036.0,12.88,65.26,17.02
29041,County_29041,New Hampshire,Rural,57.16,,20.15,7.03,723.4,155660.0,8.6,70.73,6.64
28715,County_28715,Nevada,Rural,52.38,23.11,14.75,9.15,805.7,110911.0,15.8,69.67,9.6
22767,County_22767,Michigan,Rural,55.89,27.09,20.22,6.77,1165.1,90805.0,11.49,60.46,12.88
39533,County_39533,Rhode Island,Urban,51.46,25.82,15.98,6.27,940.2,161226.0,19.65,67.35,9.91
31395,County_31395,New Mexico,Rural,59.04,29.99,15.47,7.6,797.9,111635.0,26.08,58.96,23.36
28973,County_28973,Nevada,Suburban/Small City,54.83,24.52,22.36,10.69,,170079.0,10.8,74.12,14.41
55255,County_55255,Other,Urban,60.5,25.87,15.4,4.15,748.9,113739.0,23.17,55.13,21.7
34915,County_34915,North Dakota,Rural,47.79,21.76,16.98,9.21,1016.3,162472.0,18.03,60.61,5.76
13557,County_13557,Illinois,Urban,51.28,16.88,11.91,4.34,1095.8,231701.0,22.04,61.22,11.41
41843,County_41843,South Dakota,Urban,,24.07,17.09,7.26,965.9,168781.0,16.49,82.94,7.89
45923,County_45923,Vermont,Urban,60.42,29.44,12.85,5.14,,,11.77,48.63,12.94
9143,County_9143,Florida,Suburban/Small City,50.0,23.04,18.72,4.69,947.0,180752.0,23.27,65.74,14.13
10457,County_10457,Georgia,Rural,52.79,27.11,18.84,7.66,708.4,102881.0,23.09,68.28,9.49
46513,County_46513,Virginia,Urban,58.44,29.32,14.27,3.87,643.0,55054.0,23.37,43.66,14.96
36771,County_36771,Oklahoma,Rural,45.29,23.46,18.04,8.31,1065.9,150918.0,17.35,60.57,15.21
27855,County_27855,Nebraska,Urban,59.99,34.74,19.46,6.38,782.6,159614.0,17.57,59.01,10.35
39621,County_39621,Rhode Island,Urban,57.09,40.55,19.43,7.43,520.4,82475.0,22.08,,13.36
27479,County_27479,Nebraska,Suburban/Small City,53.18,32.73,13.01,5.98,777.0,123457.0,5.22,70.16,14.13
33447,County_33447,North Carolina,Urban,41.94,,24.34,6.41,1046.1,217677.0,10.18,76.24,9.1
34237,County_34237,North Dakota,Rural,51.8,31.16,7.53,6.3,699.8,70245.0,17.65,61.9,13.94
31989,County_31989,New Mexico,Rural,54.09,22.85,15.14,6.64,856.8,101505.0,15.92,56.71,17.84
11105,County_11105,Hawaii,Rural,62.72,28.12,11.79,6.76,378.0,55158.0,23.62,60.03,19.26
33497,County_33497,North Carolina,Rural,48.75,23.95,19.19,6.75,630.4,160406.0,,68.98,14.94
40275,County_40275,South Carolina,Rural,57.31,36.68,14.37,9.72,541.9,56631.0,22.19,47.67,17.57
47919,County_47919,Washington,Suburban/Small City,52.85,32.78,19.23,6.32,494.3,99733.0,22.64,66.97,20.91
43711,County_43711,Texas,Suburban/Small City,51.81,29.89,14.66,5.25,695.6,104402.0,16.59,49.68,22.26
3577,County_3577,Arizona,Rural,57.45,29.79,13.34,3.43,707.3,91895.0,12.27,51.29,16.07
24971,County_24971,Mississippi,Rural,45.7,31.71,15.23,8.39,835.2,135259.0,11.83,65.69,10.21
40065,County_40065,South Carolina,Urban,45.7,19.84,21.15,3.53,530.5,62778.0,14.56,56.09,23.09
18239,County_18239,Louisiana,Rural,53.88,17.19,23.32,7.26,1016.5,169919.0,11.93,76.97,5.24
29107,County_29107,New Hampshire,Urban,61.84,38.37,15.16,5.55,416.8,32674.0,16.87,53.71,27.86
27159,County_27159,Nebraska,Urban,44.45,21.77,25.66,7.52,1133.0,172076.0,10.94,63.38,9.76
24789,County_24789,Mississippi,Rural,48.91,23.82,12.28,7.16,1038.5,117963.0,9.69,52.76,13.6
5263,County_5263,California,Rural,52.26,30.34,18.97,5.56,574.7,30000.0,24.47,62.46,24.83
15039,County_15039,Iowa,Rural,59.19,26.7,12.31,9.28,398.1,70902.0,24.33,62.25,29.5
3057,County_3057,Arizona,Rural,45.28,15.61,23.47,7.98,1152.7,200473.0,15.51,69.99,10.18
33405,County_33405,North Carolina,Rural,55.05,27.5,14.69,7.39,554.0,74704.0,19.39,68.82,16.44
45341,County_45341,Vermont,Urban,40.63,25.59,20.52,5.39,1234.1,146263.0,19.37,65.32,7.18
51799,County_51799,Other,Urban,47.31,22.77,16.29,8.74,738.7,,16.6,68.19,15.8
52863,County_52863,Other,Urban,54.43,18.88,21.93,8.43,781.6,143774.0,12.19,66.07,12.89
12887,County_12887,Idaho,Suburban/Small City,54.71,21.16,20.65,4.82,1129.8,162726.0,11.37,72.34,11.28
9197,County_9197,Florida,Rural,55.0,34.02,15.54,3.73,499.3,99770.0,18.43,52.05,13.8
18243,County_18243,Louisiana,Rural,47.66,30.41,14.39,3.32,818.9,101712.0,15.92,66.71,16.5
36461,County_36461,Oklahoma,Rural,47.87,24.42,17.99,6.78,1164.2,68200.0,11.14,52.51,9.25
2793,County_2793,Alaska,Rural,51.26,,15.89,6.67,,82518.0,15.39,55.34,19.83
6177,County_6177,Colorado,Urban,56.96,23.09,19.84,7.83,1158.8,146777.0,14.64,46.76,13.36
48373,County_48373,West Virginia,Urban,49.34,34.94,19.13,7.61,734.9,57869.0,18.27,,21.43
33817,County_33817,North Carolina,Urban,44.11,25.16,16.05,3.33,1002.8,182063.0,14.28,50.03,20.83
4411,County_4411,Arkansas,Rural,43.19,35.84,15.24,7.51,856.0,108709.0,18.66,58.11,14.04
