COUNTYFIPS,COUNTY,STATE,rucc_2013_code,community_type,nchs_urban_rural_code
23597,County_23597,Minnesota,1.0,Urban,1.0
33149,County_33149,North Carolina,1.0,Urban,1.0
12171,County_12171,Idaho,7.0,Rural,5.0
14161,County_14161,Indiana,3.0,Urban,3.0
45379,County_45379,Vermont,7.0,Rural,5.0
40759,County_40759,South Carolina,6.0,Rural,5.0
47601,County_47601,Washington,7.0,Rural,5.0
22139,County_22139,Michigan,1.0,Urban,1.0
7993,County_7993,Connecticut,5.0,Suburban/Small City,4.0
18997,County_18997,Louisiana,3.0,Urban,3.0
3205,County_3205,Arizona,6.0,Rural,5.0
11901,County_11901,Hawaii,8.0,Rural,6.0
38095,County_38095,Pennsylvania,9.0,Rural,6.0
47729,County_47729,Washington,2.0,Urban,2.0
22347,County_22347,Michigan,9.0,Rural,6.0
18269,County_18269,Louisiana,8.0,Rural,6.0
56571,County_56571,Other,4.0,Suburban/Small City,4.0
38471,County_38471,Pennsylvania,2.0,Urban,2.0
35685,County_35685,Ohio,1.0,Urban,1.0
41619,County_41619,South Dakota,5.0,Suburban/Small City,4.0
51701,County_51701,Other,5.0,Suburban/Small City,4.0
49571,County_49571,Wisconsin,9.0,Rural,6.0
6531,County_6531,Colorado,1.0,Urban,1.0
1561,County_1561,Alabama,2.0,Urban,2.0
49089,County_49089,Wisconsin,8.0,Rural,6.0
15269,County_15269,Iowa,1.0,Urban,1.0
49493,County_49493,Wisconsin,1.0,Urban,1.0
8873,County_8873,Delaware,9.0,Rural,6.0
29907,County_29907,New Hampshire,3.0,Urban,3.0
29531,County_29531,New Hampshire,1.0,Urban,1.0
18877,County_18877,Louisiana,7.0,Rural,5.0
33499,County_33499,North Carolina,3.0,Urban,3.0
46953,County_46953,Virginia,4.0,Suburban/Small City,4.0
9011,County_9011,Florida,1.0,Urban,1.0
56781,County_56781,Other,5.0,Suburban/Small City,4.0
55825,County_55825,Other,8.0,Rural,6.0
20615,County_20615,Maryland,9.0,Rural,6.0
2551,County_2551,Alaska,6.0,Rural,5.0
29929,County_29929,New Hampshire,9.0,Rural,6.0
56995,County_56995,Other,1.0,Urban,1.0
50217,County_50217,Wyoming,9.0,Rural,6.0
2049,County_2049,Alaska,1.0,Urban,1.0
13967,County_13967,Illinois,5.0,Suburban/Small City,4.0
6541,County_6541,Colorado,7.0,Rural,5.0
23835,County_23835,Minnesota,2.0,Urban,2.0
55285,County_55285,Other,8.0,Rural,6.0
34827,County_34827,North Dakota,2.0,Urban,2.0
10707,County_10707,Georgia,2.0,Urban,2.0
17169,County_17169,Kentucky,4.0,Suburban/Small City,4.0
52865,County_52865,Other,1.0,Urban,1.0
39351,County_39351,Rhode Island,7.0,Rural,5.0
18303,County_18303,Louisiana,8.0,Rural,6.0
17295,County_17295,Kentucky,8.0,Rural,6.0
10093,County_10093,Georgia,5.0,Suburban/Small City,4.0
56065,County_56065,Other,8.0,Rural,6.0
38423,County_38423,Pennsylvania,3.0,Urban,3.0
24583,County_24583,Mississippi,6.0,Rural,5.0
2943,County_2943,Alaska,7.0,Rural,5.0
45781,County_45781,Vermont,9.0,Rural,6.0
46647,County_46647,Virginia,2.0,Urban,2.0
6839,County_6839,Colorado,9.0,Rural,6.0
33359,County_33359,North Carolina,9.0,Rural,6.0
28353,County_28353,Nevada,6.0,Rural,5.0
49025,County_49025,Wisconsin,6.0,Rural,5.0
42555,County_42555,Tennessee,4.0,Suburban/Small City,4.0
11317,County_11317,Hawaii,9.0,Rural,6.0
43205,County_43205,Texas,8.0,Rural,6.0
35537,County_35537,Ohio,1.0,Urban,1.0
41551,County_41551,South Dakota,9.0,Rural,6.0
12651,County_12651,Idaho,8.0,Rural,6.0
44365,County_44365,Utah,8.0,Rural,6.0
11667,County_11667,Hawaii,8.0,Rural,6.0
56307,County_56307,Other,4.0,Suburban/Small City,4.0
30635,County_30635,New Jersey,8.0,Rural,6.0
24449,County_24449,Mississippi,2.0,Urban,2.0
40255,County_40255,South Carolina,3.0,Urban,3.0
10859,County_10859,Georgia,3.0,Urban,3.0
19317,County_19317,Maine,3.0,Urban,3.0
15237,County_15237,Iowa,3.0,Urban,3.0
8505,County_8505,Delaware,8.0,Rural,6.0
52177,County_52177,Other,3.0,Urban,3.0
10423,County_10423,Georgia,2.0,Urban,2.0
22967,County_22967,Michigan,6.0,Rural,5.0
45125,County_45125,Vermont,9.0,Rural,6.0
1783,County_1783,Alabama,1.0,Urban,1.0
53437,County_53437,Other,4.0,Suburban/Small City,4.0
33677,County_33677,North Carolina,9.0,Rural,6.0
54303,County_54303,Other,5.0,Suburban/Small City,4.0
42309,County_42309,Tennessee,4.0,Suburban/Small City,4.0
32475,County_32475,New York,2.0,Urban,2.0
33347,County_33347,North Carolina,1.0,Urban,1.0
38153,County_38153,Pennsylvania,8.0,Rural,6.0
45423,County_45423,Vermont,7.0,Rural,5.0
20853,County_20853,Maryland,6.0,Rural,5.0
39991,County_39991,Rhode Island,7.0,Rural,5.0
26867,County_26867,Montana,5.0,Suburban/Small City,4.0
23037,County_23037,Minnesota,2.0,Urban,2.0
41955,County_41955,South Dakota,8.0,Rural,6.0
15547,County_15547,Iowa,2.0,Urban,2.0
48663,County_48663,West Virginia,8.0,Rural,6.0
7699,County_7699,Connecticut,6.0,Rural,5.0
35047,County_35047,Ohio,9.0,Rural,6.0
53167,County_53167,Other,2.0,Urban,2.0
24501,County_24501,Mississippi,9.0,Rural,6.0
16445,County_16445,Kansas,3.0,Urban,3.0
17235,County_17235,Kentucky,1.0,Urban,1.0
26127,County_26127,Montana,2.0,Urban,2.0
32745,County_32745,New York,9.0,Rural,6.0
50803,County_50803,Wyoming,3.0,Urban,3.0
27155,County_27155,Nebraska,2.0,Urban,2.0
32067,County_32067,New York,2.0,Urban,2.0
27651,County_27651,Nebraska,9.0,Rural,6.0
13815,County_13815,Illinois,4.0,Suburban/Small City,4.0
35163,County_35163,Ohio,4.0,Suburban/Small City,4.0
38629,County_38629,Pennsylvania,9.0,Rural,6.0
28299,County_28299,Nevada,1.0,Urban,1.0
40329,County_40329,South Carolina,5.0,Suburban/Small City,4.0
43701,County_43701,Texas,1.0,Urban,1.0
36125,County_36125,Oklahoma,9.0,Rural,6.0
22019,County_22019,Michigan,6.0,Rural,5.0
48577,County_48577,West Virginia,9.0,Rural,6.0
5617,County_5617,California,8.0,Rural,6.0
38271,County_38271,Pennsylvania,8.0,Rural,6.0
31881,County_31881,New Mexico,2.0,Urban,2.0
18631,County_18631,Louisiana,3.0,Urban,3.0
14543,County_14543,Indiana,9.0,Rural,6.0
8915,County_8915,Delaware,2.0,Urban,2.0
51941,County_51941,Other,3.0,Urban,3.0
48691,County_48691,West Virginia,7.0,Rural,5.0
14385,County_14385,Indiana,4.0,Suburban/Small City,4.0
54871,County_54871,Other,3.0,Urban,3.0
39763,County_39763,Rhode Island,3.0,Urban,3.0
40371,County_40371,South Carolina,9.0,Rural,6.0
42949,County_42949,Tennessee,2.0,Urban,2.0
29891,County_29891,New Hampshire,1.0,Urban,1.0
16039,County_16039,Kansas,7.0,Rural,5.0
3487,County_3487,Arizona,6.0,Rural,5.0
2029,County_2029,Alaska,1.0,Urban,1.0
35267,County_35267,Ohio,8.0,Rural,6.0
29041,County_29041,New Hampshire,7.0,Rural,5.0
28715,County_28715,Nevada,9.0,Rural,6.0
22767,County_22767,Michigan,6.0,Rural,5.0
39533,County_39533,Rhode Island,1.0,Urban,1.0
31395,County_31395,New Mexico,7.0,Rural,5.0
28973,County_28973,Nevada,4.0,Suburban/Small City,4.0
55255,County_55255,Other,2.0,Urban,2.0
34915,County_34915,North Dakota,8.0,Rural,6.0
13557,County_13557,Illinois,1.0,Urban,1.0
41843,County_41843,South Dakota,1.0,Urban,1.0
45923,County_45923,Vermont,3.0,Urban,3.0
9143,County_9143,Florida,5.0,Suburban/Small City,4.0
10457,County_10457,Georgia,6.0,Rural,5.0
46513,County_46513,Virginia,2.0,Urban,2.0
36771,County_36771,Oklahoma,8.0,Rural,6.0
27855,County_27855,Nebraska,2.0,Urban,2.0
39621,County_39621,Rhode Island,3.0,Urban,3.0
27479,County_27479,Nebraska,5.0,Suburban/Small City,4.0
33447,County_33447,North Carolina,3.0,Urban,3.0
34237,County_34237,North Dakota,8.0,Rural,6.0
31989,County_31989,New Mexico,7.0,Rural,5.0
11105,County_11105,Hawaii,7.0,Rural,5.0
33497,County_33497,North Carolina,9.0,Rural,6.0
40275,County_40275,South Carolina,7.0,Rural,5.0
47919,County_47919,Washington,5.0,Suburban/Small City,4.0
43711,County_43711,Texas,5.0,Suburban/Small City,4.0
3577,County_3577,Arizona,8.0,Rural,6.0
24971,County_24971,Mississippi,6.0,Rural,5.0
40065,County_40065,South Carolina,2.0,Urban,2.0
18239,County_18239,Louisiana,9.0,Rural,6.0
29107,County_29107,New Hampshire,2.0,Urban,2.0
27159,County_27159,Nebraska,2.0,Urban,2.0
24789,County_24789,Mississippi,8.0,Rural,6.0
5263,County_5263,California,6.0,Rural,5.0
15039,County_15039,Iowa,6.0,Rural,5.0
3057,County_3057,Arizona,8.0,Rural,6.0
33405,County_33405,North Carolina,9.0,Rural,6.0
45341,County_45341,Vermont,2.0,Urban,2.0
51799,County_51799,Other,3.0,Urban,3.0
52863,County_52863,Other,2.0,Urban,2.0
12887,County_12887,Idaho,5.0,Suburban/Small City,4.0
9197,County_9197,Florida,6.0,Rural,5.0
18243,County_18243,Louisiana,6.0,Rural,5.0
36461,County_36461,Oklahoma,7.0,Rural,5.0
2793,County_2793,Alaska,9.0,Rural,6.0
6177,County_6177,Colorado,3.0,Urban,3.0
48373,County_48373,West Virginia,3.0,Urban,3.0
33817,County_33817,North Carolina,2.0,Urban,2.0
4411,County_4411,Arkansas,6.0,Rural,5.0
40505,County_40505,South Carolina,2.0,Urban,2.0
21583,County_21583,Massachusetts,2.0,Urban,2.0
17549,County_17549,Kentucky,8.0,Rural,6.0
1343,County_1343,Alabama,8.0,Rural,6.0
33681,County_33681,North Carolina,3.0,Urban,3.0
22147,County_22147,Michigan,8.0,Rural,6.0
38871,County_38871,Pennsylvania,1.0,Urban,1.0
22577,County_22577,Michigan,6.0,Rural,5.0
17503,County_17503,Kentucky,9.0,Rural,6.0
19283,County_19283,Maine,5.0,Suburban/Small City,4.0
45415,County_45415,Vermont,7.0,Rural,5.0
18589,County_18589,Louisiana,5.0,Suburban/Small City,4.0
40107,County_40107,South Carolina,9.0,Rural,6.0
21561,County_21561,Massachusetts,2.0,Urban,2.0
49213,County_49213,Wisconsin,6.0,Rural,5.0
31087,County_31087,New Mexico,9.0,Rural,6.0
22311,County_22311,Michigan,6.0,Rural,5.0
19215,County_19215,Maine,1.0,Urban,1.0
28095,County_28095,Nevada,6.0,Rural,5.0
12853,County_12853,Idaho,8.0,Rural,6.0
18867,County_18867,Louisiana,7.0,Rural,5.0
26747,County_26747,Montana,3.0,Urban,3.0
29005,County_29005,New Hampshire,8.0,Rural,6.0
3053,County_3053,Arizona,9.0,Rural,6.0
34185,County_34185,North Dakota,7.0,Rural,5.0
10191,County_10191,Georgia,1.0,Urban,1.0
47545,County_47545,Washington,5.0,Suburban/Small City,4.0
21563,County_21563,Massachusetts,9.0,Rural,6.0
50609,County_50609,Wyoming,6.0,Rural,5.0
22037,County_22037,Michigan,5.0,Suburban/Small City,4.0
30899,County_30899,New Jersey,1.0,Urban,1.0
8977,County_8977,Delaware,6.0,Rural,5.0
5027,County_5027,California,4.0,Suburban/Small City,4.0
19353,County_19353,Maine,7.0,Rural,5.0
32753,County_32753,New York,7.0,Rural,5.0
42347,County_42347,Tennessee,9.0,Rural,6.0
31281,County_31281,New Mexico,8.0,Rural,6.0
35415,County_35415,Ohio,9.0,Rural,6.0
27849,County_27849,Nebraska,9.0,Rural,6.0
19517,County_19517,Maine,4.0,Suburban/Small City,4.0
4739,County_4739,Arkansas,6.0,Rural,5.0
52227,County_52227,Other,2.0,Urban,2.0
12797,County_12797,Idaho,2.0,Urban,2.0
10683,County_10683,Georgia,1.0,Urban,1.0
26859,County_26859,Montana,4.0,Suburban/Small City,4.0
23671,County_23671,Minnesota,3.0,Urban,3.0
33023,County_33023,North Carolina,8.0,Rural,6.0
15953,County_15953,Iowa,1.0,Urban,1.0
5857,County_5857,California,7.0,Rural,5.0
1273,County_1273,Alabama,9.0,Rural,6.0
15115,County_15115,Iowa,3.0,Urban,3.0
4045,County_4045,Arkansas,8.0,Rural,6.0
42779,County_42779,Tennessee,1.0,Urban,1.0
2563,County_2563,Alaska,2.0,Urban,2.0
26607,County_26607,Montana,8.0,Rural,6.0
19537,County_19537,Maine,3.0,Urban,3.0
33315,County_33315,North Carolina,4.0,Suburban/Small City,4.0
35629,County_35629,Ohio,9.0,Rural,6.0
51861,County_51861,Other,2.0,Urban,2.0
37731,County_37731,Oregon,9.0,Rural,6.0
2245,County_2245,Alaska,8.0,Rural,6.0
56633,County_56633,Other,5.0,Suburban/Small City,4.0
32857,County_32857,New York,1.0,Urban,1.0
23385,County_23385,Minnesota,2.0,Urban,2.0
36263,County_36263,Oklahoma,4.0,Suburban/Small City,4.0
27393,County_27393,Nebraska,8.0,Rural,6.0
9931,County_9931,Florida,4.0,Suburban/Small City,4.0
9015,County_9015,Florida,3.0,Urban,3.0
47291,County_47291,Washington,4.0,Suburban/Small City,4.0
1775,County_1775,Alabama,8.0,Rural,6.0
2383,County_2383,Alaska,3.0,Urban,3.0
15893,County_15893,Iowa,8.0,Rural,6.0
29425,County_29425,New Hampshire,6.0,Rural,5.0
37407,County_37407,Oregon,2.0,Urban,2.0
6947,County_6947,Colorado,8.0,Rural,6.0
48447,County_48447,West Virginia,8.0,Rural,6.0
11207,County_11207,Hawaii,3.0,Urban,3.0
42827,County_42827,Tennessee,2.0,Urban,2.0
45521,County_45521,Vermont,1.0,Urban,1.0
26529,County_26529,Montana,4.0,Suburban/Small City,4.0
28565,County_28565,Nevada,6.0,Rural,5.0
37325,County_37325,Oregon,5.0,Suburban/Small City,4.0
24367,County_24367,Mississippi,5.0,Suburban/Small City,4.0
9985,County_9985,Florida,2.0,Urban,2.0
9461,County_9461,Florida,6.0,Rural,5.0
50549,County_50549,Wyoming,4.0,Suburban/Small City,4.0
38229,County_38229,Pennsylvania,2.0,Urban,2.0
36715,County_36715,Oklahoma,6.0,Rural,5.0
43133,County_43133,Texas,7.0,Rural,5.0
56937,County_56937,Other,4.0,Suburban/Small City,4.0
56265,County_56265,Other,3.0,Urban,3.0
2205,County_2205,Alaska,1.0,Urban,1.0
34117,County_34117,North Dakota,2.0,Urban,2.0
54743,County_54743,Other,9.0,Rural,6.0
29063,County_29063,New Hampshire,1.0,Urban,1.0
49559,County_49559,Wisconsin,5.0,Suburban/Small City,4.0
46109,County_46109,Virginia,8.0,Rural,6.0
53795,County_53795,Other,6.0,Rural,5.0
8271,County_8271,Delaware,1.0,Urban,1.0
52063,County_52063,Other,9.0,Rural,6.0
28041,County_28041,Nevada,9.0,Rural,6.0
43681,County_43681,Texas,2.0,Urban,2.0
45315,County_45315,Vermont,2.0,Urban,2.0
52631,County_52631,Other,3.0,Urban,3.0
43665,County_43665,Texas,3.0,Urban,3.0
54469,County_54469,Other,8.0,Rural,6.0
56745,County_56745,Other,2.0,Urban,2.0
11253,County_11253,Hawaii,1.0,Urban,1.0
17845,County_17845,Kentucky,6.0,Rural,5.0
26905,County_26905,Montana,1.0,Urban,1.0
12535,County_12535,Idaho,8.0,Rural,6.0
30951,County_30951,New Jersey,8.0,Rural,6.0
45159,County_45159,Vermont,9.0,Rural,6.0
12061,County_12061,Idaho,8.0,Rural,6.0
11275,County_11275,Hawaii,7.0,Rural,5.0
52483,County_52483,Other,9.0,Rural,6.0
49411,County_49411,Wisconsin,6.0,Rural,5.0
53113,County_53113,Other,6.0,Rural,5.0
1537,County_1537,Alabama,3.0,Urban,3.0
47349,County_47349,Washington,3.0,Urban,3.0
26339,County_26339,Montana,6.0,Rural,5.0
24543,County_24543,Mississippi,8.0,Rural,6.0
34335,County_34335,North Dakota,8.0,Rural,6.0
1573,County_1573,Alabama,7.0,Rural,5.0
37333,County_37333,Oregon,2.0,Urban,2.0
46175,County_46175,Virginia,7.0,Rural,5.0
46461,County_46461,Virginia,3.0,Urban,3.0
15123,County_15123,Iowa,9.0,Rural,6.0
43745,County_43745,Texas,7.0,Rural,5.0
16347,County_16347,Kansas,1.0,Urban,1.0
38389,County_38389,Pennsylvania,2.0,Urban,2.0
11721,County_11721,Hawaii,8.0,Rural,6.0
34371,County_34371,North Dakota,9.0,Rural,6.0
41417,County_41417,South Dakota,4.0,Suburban/Small City,4.0
54919,County_54919,Other,1.0,Urban,1.0
8723,County_8723,Delaware,6.0,Rural,5.0
28345,County_28345,Nevada,7.0,Rural,5.0
4901,County_4901,Arkansas,8.0,Rural,6.0
12407,County_12407,Idaho,7.0,Rural,5.0
45997,County_45997,Vermont,9.0,Rural,6.0
42801,County_42801,Tennessee,2.0,Urban,2.0
52251,County_52251,Other,8.0,Rural,6.0
46017,County_46017,Virginia,9.0,Rural,6.0
51153,County_51153,Other,2.0,Urban,2.0
28365,County_28365,Nevada,9.0,Rural,6.0
48967,County_48967,West Virginia,4.0,Suburban/Small City,4.0
33825,County_33825,North Carolina,9.0,Rural,6.0
18593,County_18593,Louisiana,8.0,Rural,6.0
48545,County_48545,West Virginia,1.0,Urban,1.0
16371,County_16371,Kansas,2.0,Urban,2.0
49101,County_49101,Wisconsin,5.0,Suburban/Small City,4.0
19017,County_19017,Maine,1.0,Urban,1.0
31991,County_31991,New Mexico,6.0,Rural,5.0
46505,County_46505,Virginia,1.0,Urban,1.0
48679,County_48679,West Virginia,6.0,Rural,5.0
8215,County_8215,Delaware,1.0,Urban,1.0
51935,County_51935,Other,8.0,Rural,6.0
38045,County_38045,Pennsylvania,6.0,Rural,5.0
20073,County_20073,Maryland,3.0,Urban,3.0
31271,County_31271,New Mexico,1.0,Urban,1.0
23217,County_23217,Minnesota,9.0,Rural,6.0
22095,County_22095,Michigan,5.0,Suburban/Small City,4.0
30965,County_30965,New Jersey,9.0,Rural,6.0
1739,County_1739,Alabama,2.0,Urban,2.0
5381,County_5381,California,9.0,Rural,6.0
20423,County_20423,Maryland,9.0,Rural,6.0
18937,County_18937,Louisiana,8.0,Rural,6.0
22291,County_22291,Michigan,3.0,Urban,3.0
32277,County_32277,New York,1.0,Urban,1.0
46531,County_46531,Virginia,9.0,Rural,6.0
35273,County_35273,Ohio,8.0,Rural,6.0
20429,County_20429,Maryland,9.0,Rural,6.0
37343,County_37343,Oregon,2.0,Urban,2.0
33023,County_33023,North Carolina,5.0,Suburban/Small City,4.0
33281,County_33281,North Carolina,8.0,Rural,6.0
56407,County_56407,Other,9.0,Rural,6.0
1947,County_1947,Alabama,8.0,Rural,6.0
22995,County_22995,Michigan,8.0,Rural,6.0
43901,County_43901,Texas,6.0,Rural,5.0
56251,County_56251,Other,1.0,Urban,1.0
51809,County_51809,Other,2.0,Urban,2.0
45151,County_45151,Vermont,8.0,Rural,6.0
55955,County_55955,Other,9.0,Rural,6.0
46403,County_46403,Virginia,1.0,Urban,1.0
11313,County_11313,Hawaii,1.0,Urban,1.0
15545,County_15545,Iowa,9.0,Rural,6.0
21817,County_21817,Massachusetts,3.0,Urban,3.0
12787,County_12787,Idaho,7.0,Rural,5.0
6417,County_6417,Colorado,9.0,Rural,6.0
37295,County_37295,Oregon,9.0,Rural,6.0
54817,County_54817,Other,6.0,Rural,5.0
20495,County_20495,Maryland,1.0,Urban,1.0
24217,County_24217,Mississippi,9.0,Rural,6.0
33587,County_33587,North Carolina,9.0,Rural,6.0
55727,County_55727,Other,3.0,Urban,3.0
45541,County_45541,Vermont,2.0,Urban,2.0
16487,County_16487,Kansas,8.0,Rural,6.0
6379,County_6379,Colorado,4.0,Suburban/Small City,4.0
9821,County_9821,Florida,2.0,Urban,2.0
36395,County_36395,Oklahoma,6.0,Rural,5.0
36651,County_36651,Oklahoma,3.0,Urban,3.0
41493,County_41493,South Dakota,1.0,Urban,1.0
41335,County_41335,South Dakota,9.0,Rural,6.0
48335,County_48335,West Virginia,1.0,Urban,1.0
51779,County_51779,Other,9.0,Rural,6.0
26637,County_26637,Montana,1.0,Urban,1.0
14829,County_14829,Indiana,7.0,Rural,5.0
12795,County_12795,Idaho,2.0,Urban,2.0
41731,County_41731,South Dakota,1.0,Urban,1.0
19653,County_19653,Maine,7.0,Rural,5.0
14605,County_14605,Indiana,9.0,Rural,6.0
40219,County_40219,South Carolina,8.0,Rural,6.0
43505,County_43505,Texas,9.0,Rural,6.0
16249,County_16249,Kansas,3.0,Urban,3.0
10697,County_10697,Georgia,5.0,Suburban/Small City,4.0
36203,County_36203,Oklahoma,4.0,Suburban/Small City,4.0
52287,County_52287,Other,8.0,Rural,6.0
9211,County_9211,Florida,6.0,Rural,5.0
56419,County_56419,Other,4.0,Suburban/Small City,4.0
29057,County_29057,New Hampshire,5.0,Suburban/Small City,4.0
5517,County_5517,California,7.0,Rural,5.0
20851,County_20851,Maryland,9.0,Rural,6.0
11655,County_11655,Hawaii,3.0,Urban,3.0
17579,County_17579,Kentucky,8.0,Rural,6.0
11401,County_11401,Hawaii,5.0,Suburban/Small City,4.0
5719,County_5719,California,4.0,Suburban/Small City,4.0
48187,County_48187,West Virginia,9.0,Rural,6.0
30787,County_30787,New Jersey,3.0,Urban,3.0
26877,County_26877,Montana,1.0,Urban,1.0
17249,County_17249,Kentucky,8.0,Rural,6.0
5357,County_5357,California,4.0,Suburban/Small City,4.0
30585,County_30585,New Jersey,8.0,Rural,6.0
18197,County_18197,Louisiana,6.0,Rural,5.0
30419,County_30419,New Jersey,3.0,Urban,3.0
16383,County_16383,Kansas,1.0,Urban,1.0
43531,County_43531,Texas,8.0,Rural,6.0
54717,County_54717,Other,7.0,Rural,5.0
21923,County_21923,Massachusetts,8.0,Rural,6.0
31557,County_31557,New Mexico,6.0,Rural,5.0
13947,County_13947,Illinois,9.0,Rural,6.0
50715,County_50715,Wyoming,9.0,Rural,6.0
16421,County_16421,Kansas,4.0,Suburban/Small City,4.0
54317,County_54317,Other,6.0,Rural,5.0
11763,County_11763,Hawaii,8.0,Rural,6.0
50233,County_50233,Wyoming,1.0,Urban,1.0
56849,County_56849,Other,1.0,Urban,1.0
38561,County_38561,Pennsylvania,2.0,Urban,2.0
9543,County_9543,Florida,4.0,Suburban/Small City,4.0
13387,County_13387,Illinois,2.0,Urban,2.0
44031,County_44031,Utah,1.0,Urban,1.0
22515,County_22515,Michigan,8.0,Rural,6.0
5895,County_5895,California,1.0,Urban,1.0
47723,County_47723,Washington,3.0,Urban,3.0
16511,County_16511,Kansas,5.0,Suburban/Small City,4.0
52281,County_52281,Other,2.0,Urban,2.0
5149,County_5149,California,3.0,Urban,3.0
14179,County_14179,Indiana,6.0,Rural,5.0
19697,County_19697,Maine,8.0,Rural,6.0
54093,County_54093,Other,9.0,Rural,6.0
25199,County_25199,Missouri,1.0,Urban,1.0
19179,County_19179,Maine,5.0,Suburban/Small City,4.0
4653,County_4653,Arkansas,8.0,Rural,6.0
50273,County_50273,Wyoming,2.0,Urban,2.0
24739,County_24739,Mississippi,5.0,Suburban/Small City,4.0
27649,County_27649,Nebraska,2.0,Urban,2.0
16201,County_16201,Kansas,2.0,Urban,2.0
40373,County_40373,South Carolina,8.0,Rural,6.0
54629,County_54629,Other,3.0,Urban,3.0
35535,County_35535,Ohio,9.0,Rural,6.0
28739,County_28739,Nevada,5.0,Suburban/Small City,4.0
31913,County_31913,New Mexico,9.0,Rural,6.0
35009,County_35009,Ohio,1.0,Urban,1.0
47593,County_47593,Washington,6.0,Rural,5.0
12129,County_12129,Idaho,8.0,Rural,6.0
19885,County_19885,Maine,2.0,Urban,2.0
5575,County_5575,California,9.0,Rural,6.0
54701,County_54701,Other,7.0,Rural,5.0
40549,County_40549,South Carolina,1.0,Urban,1.0
2631,County_2631,Alaska,7.0,Rural,5.0
25529,County_25529,Missouri,2.0,Urban,2.0
37101,County_37101,Oregon,6.0,Rural,5.0
50967,County_50967,Wyoming,8.0,Rural,6.0
25241,County_25241,Missouri,7.0,Rural,5.0
20011,County_20011,Maryland,2.0,Urban,2.0
23655,County_23655,Minnesota,7.0,Rural,5.0
15363,County_15363,Iowa,8.0,Rural,6.0
27933,County_27933,Nebraska,7.0,Rural,5.0
21529,County_21529,Massachusetts,2.0,Urban,2.0
21039,County_21039,Massachusetts,2.0,Urban,2.0
13735,County_13735,Illinois,6.0,Rural,5.0
9969,County_9969,Florida,3.0,Urban,3.0
51597,County_51597,Other,2.0,Urban,2.0
15511,County_15511,Iowa,5.0,Suburban/Small City,4.0
8363,County_8363,Delaware,7.0,Rural,5.0
28939,County_28939,Nevada,1.0,Urban,1.0
39775,County_39775,Rhode Island,8.0,Rural,6.0
17621,County_17621,Kentucky,8.0,Rural,6.0
56423,County_56423,Other,7.0,Rural,5.0
46609,County_46609,Virginia,6.0,Rural,5.0
32561,County_32561,New York,7.0,Rural,5.0
9063,County_9063,Florida,5.0,Suburban/Small City,4.0
8535,County_8535,Delaware,1.0,Urban,1.0
44557,County_44557,Utah,6.0,Rural,5.0
56235,County_56235,Other,2.0,Urban,2.0
30947,County_30947,New Jersey,6.0,Rural,5.0
8671,County_8671,Delaware,6.0,Rural,5.0
11413,County_11413,Hawaii,9.0,Rural,6.0
3455,County_3455,Arizona,7.0,Rural,5.0
3857,County_3857,Arizona,2.0,Urban,2.0
12025,County_12025,Idaho,7.0,Rural,5.0
32651,County_32651,New York,8.0,Rural,6.0
20901,County_20901,Maryland,4.0,Suburban/Small City,4.0
6379,County_6379,Colorado,1.0,Urban,1.0
43467,County_43467,Texas,6.0,Rural,5.0
41793,County_41793,South Dakota,8.0,Rural,6.0
42693,County_42693,Tennessee,1.0,Urban,1.0
11265,County_11265,Hawaii,7.0,Rural,5.0
37609,County_37609,Oregon,7.0,Rural,5.0
19197,County_19197,Maine,5.0,Suburban/Small City,4.0
5681,County_5681,California,8.0,Rural,6.0
37265,County_37265,Oregon,7.0,Rural,5.0
27973,County_27973,Nebraska,3.0,Urban,3.0
56683,County_56683,Other,9.0,Rural,6.0
10131,County_10131,Georgia,1.0,Urban,1.0
26251,County_26251,Montana,2.0,Urban,2.0
18541,County_18541,Louisiana,1.0,Urban,1.0
23121,County_23121,Minnesota,9.0,Rural,6.0
8279,County_8279,Delaware,9.0,Rural,6.0
5401,County_5401,California,1.0,Urban,1.0
52347,County_52347,Other,6.0,Rural,5.0
17125,County_17125,Kentucky,5.0,Suburban/Small City,4.0
42929,County_42929,Tennessee,5.0,Suburban/Small City,4.0
16871,County_16871,Kansas,1.0,Urban,1.0
48417,County_48417,West Virginia,5.0,Suburban/Small City,4.0
7463,County_7463,Connecticut,6.0,Rural,5.0
36717,County_36717,Oklahoma,3.0,Urban,3.0
43411,County_43411,Texas,6.0,Rural,5.0
9517,County_9517,Florida,9.0,Rural,6.0
38809,County_38809,Pennsylvania,2.0,Urban,2.0
48439,County_48439,West Virginia,7.0,Rural,5.0
35007,County_35007,Ohio,7.0,Rural,5.0
53415,County_53415,Other,9.0,Rural,6.0
44497,County_44497,Utah,5.0,Suburban/Small City,4.0
50147,County_50147,Wyoming,4.0,Suburban/Small City,4.0
14145,County_14145,Indiana,3.0,Urban,3.0
22187,County_22187,Michigan,9.0,Rural,6.0
28605,County_28605,Nevada,1.0,Urban,1.0
40275,County_40275,South Carolina,6.0,Rural,5.0
48305,County_48305,West Virginia,5.0,Suburban/Small City,4.0
38939,County_38939,Pennsylvania,6.0,Rural,5.0
31765,County_31765,New Mexico,6.0,Rural,5.0
39775,County_39775,Rhode Island,9.0,Rural,6.0
34861,County_34861,North Dakota,1.0,Urban,1.0
