COUNTYFIPS,COUNTY,STATE,community_type,unemployment_rate_pct,acs_unemployment_rate_pct,employment_rate_pct,pct_not_in_labor_force
33817,County_33817,North Carolina,Urban,7.43,7.03,51.2,41.77
4411,County_4411,Arkansas,Rural,11.58,11.14,54.73,34.13
40505,County_40505,South Carolina,Urban,10.99,11.22,40.42,48.37
21583,County_21583,Massachusetts,Urban,5.6,5.8,45.91,48.29
17549,County_17549,Kentucky,Rural,7.57,7.88,52.16,39.96
1343,County_1343,Alabama,Rural,6.17,5.85,54.05,40.11
33681,County_33681,North Carolina,Urban,11.97,12.6,41.39,46.01
22147,County_22147,Michigan,Rural,4.16,5.0,55.92,39.08
38871,County_38871,Pennsylvania,Urban,9.24,9.49,47.98,42.53
22577,County_22577,Michigan,Rural,8.76,9.18,48.73,42.09
17503,County_17503,Kentucky,Rural,10.65,10.78,55.13,34.09
19283,County_19283,Maine,Suburban/Small City,9.87,10.06,47.69,42.25
45415,County_45415,Vermont,Rural,5.87,6.04,37.85,56.11
18589,County_18589,Louisiana,Suburban/Small City,13.28,14.11,38.04,47.86
40107,County_40107,South Carolina,Rural,3.95,3.39,61.13,35.48
21561,County_21561,Massachusetts,Urban,3.7,3.98,60.07,35.94
49213,County_49213,Wisconsin,Rural,10.78,10.39,44.26,45.35
31087,County_31087,New Mexico,Rural,9.18,9.6,51.72,38.69
22311,County_22311,Michigan,Rural,10.4,11.3,41.0,47.7
19215,County_19215,Maine,Urban,13.36,13.91,45.34,40.76
28095,County_28095,Nevada,Rural,8.03,8.75,47.74,43.51
12853,County_12853,Idaho,Rural,6.78,5.68,48.11,46.21
18867,County_18867,Louisiana,Rural,6.05,6.21,51.64,42.16
26747,County_26747,Montana,Urban,14.59,14.85,43.1,42.05
29005,County_29005,New Hampshire,Rural,15.17,15.64,39.91,44.45
3053,County_3053,Arizona,Rural,9.0,9.38,49.1,41.52
34185,County_34185,North Dakota,Rural,,13.45,34.42,52.13
10191,County_10191,Georgia,Urban,6.27,6.71,55.96,37.33
47545,County_47545,Washington,Suburban/Small City,11.57,11.58,41.37,47.05
21563,County_21563,Massachusetts,Rural,7.38,7.82,53.8,38.38
50609,County_50609,Wyoming,Rural,8.2,7.6,52.45,39.95
22037,County_22037,Michigan,Suburban/Small City,11.4,,50.78,37.78
30899,County_30899,New Jersey,Urban,5.2,5.72,45.18,49.1
8977,County_8977,Delaware,Rural,7.98,8.46,43.99,47.55
5027,County_5027,California,Suburban/Small City,11.87,12.46,45.67,41.88
19353,County_19353,Maine,Rural,9.1,8.65,45.27,46.08
32753,County_32753,New York,Rural,12.34,11.94,59.63,28.43
42347,County_42347,Tennessee,Rural,14.12,14.22,43.83,41.95
31281,County_31281,New Mexico,Rural,14.97,,48.99,35.65
35415,County_35415,Ohio,Rural,6.71,7.16,48.63,44.22
27849,County_27849,Nebraska,Rural,12.44,14.35,37.78,47.87
19517,County_19517,Maine,Suburban/Small City,0.7,,49.66,49.39
4739,County_4739,Arkansas,Rural,9.68,10.07,49.21,40.72
52227,County_52227,Other,Urban,12.02,12.44,42.01,45.56
12797,County_12797,Idaho,Urban,9.14,8.82,45.07,46.11
10683,County_10683,Georgia,Urban,5.82,7.0,44.06,48.94
26859,County_26859,Montana,Suburban/Small City,14.03,14.3,46.66,39.03
23671,County_23671,Minnesota,Urban,12.57,12.46,54.4,33.14
33023,County_33023,North Carolina,Rural,9.84,9.54,45.78,44.69
15953,County_15953,Iowa,Urban,3.29,3.98,58.59,37.42
5857,County_5857,California,Rural,7.88,8.37,53.05,38.58
1273,County_1273,Alabama,Rural,11.12,11.06,49.28,39.65
15115,County_15115,Iowa,Urban,17.71,,43.24,38.91
4045,County_4045,Arkansas,Rural,7.24,7.28,51.29,41.44
42779,County_42779,Tennessee,Urban,10.12,10.48,45.77,43.76
2563,County_2563,Alaska,Urban,12.53,12.68,40.81,46.5
26607,County_26607,Montana,Rural,6.69,7.33,53.02,39.65
19537,County_19537,Maine,Urban,13.9,14.44,53.16,32.4
33315,County_33315,North Carolina,Suburban/Small City,11.68,11.37,53.76,34.86
35629,County_35629,Ohio,Rural,14.22,14.4,34.72,50.88
51861,County_51861,Other,Urban,11.82,12.04,46.04,41.93
37731,County_37731,Oregon,Rural,5.29,5.57,61.72,32.71
2245,County_2245,Alaska,Rural,4.64,5.39,56.08,38.53
56633,County_56633,Other,Suburban/Small City,11.36,12.28,46.34,41.38
32857,County_32857,New York,Urban,11.23,10.77,53.24,35.99
23385,County_23385,Minnesota,Urban,15.0,15.45,36.19,48.36
36263,County_36263,Oklahoma,Suburban/Small City,8.52,9.23,44.5,46.27
27393,County_27393,Nebraska,Rural,3.76,3.96,,46.75
9931,County_9931,Florida,Suburban/Small City,8.38,9.03,56.33,34.65
9015,County_9015,Florida,Urban,12.28,12.61,52.9,34.48
47291,County_47291,Washington,Suburban/Small City,9.29,9.76,52.04,38.2
1775,County_1775,Alabama,Rural,9.35,9.96,48.06,41.98
2383,County_2383,Alaska,Urban,13.89,14.39,39.84,45.77
15893,County_15893,Iowa,Rural,,8.61,49.11,42.28
29425,County_29425,New Hampshire,Rural,9.15,8.82,52.2,38.98
37407,County_37407,Oregon,Urban,10.32,10.59,45.14,44.27
6947,County_6947,Colorado,Rural,11.06,11.73,44.74,43.53
48447,County_48447,West Virginia,Rural,5.04,4.56,51.9,43.54
11207,County_11207,Hawaii,Urban,6.15,6.2,47.7,46.1
42827,County_42827,Tennessee,Urban,7.07,7.37,45.35,47.28
45521,County_45521,Vermont,Urban,10.81,,42.93,46.09
26529,County_26529,Montana,Suburban/Small City,8.45,8.64,43.98,47.38
28565,County_28565,Nevada,Rural,8.92,9.13,48.28,42.59
37325,County_37325,Oregon,Suburban/Small City,10.69,11.27,39.04,49.69
24367,County_24367,Mississippi,Suburban/Small City,10.54,11.27,44.58,44.15
9985,County_9985,Florida,Urban,15.47,16.58,44.23,39.19
9461,County_9461,Florida,Rural,9.9,10.14,56.73,33.12
50549,County_50549,Wyoming,Suburban/Small City,,10.09,51.82,38.1
38229,County_38229,Pennsylvania,Urban,15.99,16.22,,51.48
36715,County_36715,Oklahoma,Rural,13.56,13.93,40.87,45.2
43133,County_43133,Texas,Rural,9.48,10.65,39.62,49.73
56937,County_56937,Other,Suburban/Small City,4.8,4.52,61.26,
56265,County_56265,Other,Urban,9.21,9.71,43.49,46.8
2205,County_2205,Alaska,Urban,8.92,8.94,50.78,40.27
34117,County_34117,North Dakota,Urban,10.75,12.21,49.96,37.83
54743,County_54743,Other,Rural,12.13,12.61,43.15,44.24
29063,County_29063,New Hampshire,Urban,15.01,16.14,39.6,44.26
49559,County_49559,Wisconsin,Suburban/Small City,11.89,13.71,43.92,42.37
46109,County_46109,Virginia,Rural,5.7,6.25,54.02,39.73
53795,County_53795,Other,Rural,5.76,4.8,55.62,39.58
8271,County_8271,Delaware,Urban,11.34,11.2,40.95,47.85
52063,County_52063,Other,Rural,7.99,8.13,51.89,39.98
28041,County_28041,Nevada,Rural,8.02,8.04,51.28,40.68
43681,County_43681,Texas,Urban,10.49,11.43,46.93,41.64
45315,County_45315,Vermont,Urban,12.4,13.19,49.88,36.93
52631,County_52631,Other,Urban,16.07,16.06,36.62,47.32
43665,County_43665,Texas,Urban,14.11,14.58,47.08,38.34
54469,County_54469,Other,Rural,12.68,12.71,43.78,43.5
56745,County_56745,Other,Urban,8.81,9.28,50.82,39.9
11253,County_11253,Hawaii,Urban,13.32,13.92,,42.25
17845,County_17845,Kentucky,Rural,2.46,2.81,61.72,35.47
26905,County_26905,Montana,Urban,11.1,11.81,49.49,38.69
12535,County_12535,Idaho,Rural,7.45,7.51,49.04,43.45
30951,County_30951,New Jersey,Rural,9.5,10.27,50.09,39.64
45159,County_45159,Vermont,Rural,14.66,13.91,51.26,34.83
12061,County_12061,Idaho,Rural,6.57,6.63,43.67,49.7
11275,County_11275,Hawaii,Rural,16.52,17.19,41.19,41.62
52483,County_52483,Other,Rural,15.25,14.74,46.18,39.08
49411,County_49411,Wisconsin,Rural,16.42,16.41,48.04,35.56
53113,County_53113,Other,Rural,17.21,16.55,30.0,53.45
1537,County_1537,Alabama,Urban,8.28,8.43,46.52,45.06
47349,County_47349,Washington,Urban,7.62,7.83,49.14,43.03
26339,County_26339,Montana,Rural,9.63,9.67,39.76,50.57
24543,County_24543,Mississippi,Rural,10.28,9.21,62.15,28.64
34335,County_34335,North Dakota,Rural,13.31,13.29,48.78,37.93
1573,County_1573,Alabama,Rural,10.67,10.75,45.14,
37333,County_37333,Oregon,Urban,8.04,7.8,41.16,51.03
46175,County_46175,Virginia,Rural,10.49,10.9,46.27,42.83
46461,County_46461,Virginia,Urban,6.62,7.02,44.32,48.65
15123,County_15123,Iowa,Rural,5.91,6.24,52.01,41.75
43745,County_43745,Texas,Rural,6.25,6.96,53.17,39.86
16347,County_16347,Kansas,Urban,12.54,12.79,39.33,47.87
38389,County_38389,Pennsylvania,Urban,9.77,10.16,44.8,45.04
11721,County_11721,Hawaii,Rural,4.59,4.47,59.04,36.49
34371,County_34371,North Dakota,Rural,13.36,12.72,49.4,37.87
41417,County_41417,South Dakota,Suburban/Small City,8.51,8.28,54.03,37.69
54919,County_54919,Other,Urban,3.37,4.34,50.24,45.42
8723,County_8723,Delaware,Rural,8.81,9.4,49.8,40.81
28345,County_28345,Nevada,Rural,7.34,6.62,52.35,41.04
4901,County_4901,Arkansas,Rural,12.34,11.97,48.06,39.97
12407,County_12407,Idaho,Rural,14.59,15.43,40.5,44.07
45997,County_45997,Vermont,Rural,4.94,5.28,50.64,44.08
42801,County_42801,Tennessee,Urban,9.23,9.61,44.98,45.41
52251,County_52251,Other,Rural,12.84,13.45,45.5,41.05
46017,County_46017,Virginia,Rural,7.1,7.63,,38.21
51153,County_51153,Other,Urban,12.16,11.98,52.8,35.22
28365,County_28365,Nevada,Rural,4.88,4.81,50.15,45.04
48967,County_48967,West Virginia,Suburban/Small City,16.83,16.71,45.05,38.24
33825,County_33825,North Carolina,Rural,15.15,16.13,44.83,39.03
18593,County_18593,Louisiana,Rural,8.84,8.98,45.86,45.16
48545,County_48545,West Virginia,Urban,15.95,15.2,39.31,45.5
16371,County_16371,Kansas,Urban,11.79,11.62,,51.52
49101,County_49101,Wisconsin,Suburban/Small City,2.77,3.44,52.68,43.88
19017,County_19017,Maine,Urban,6.41,7.31,52.05,40.64
31991,County_31991,New Mexico,Rural,9.86,10.07,38.31,51.63
46505,County_46505,Virginia,Urban,13.62,13.44,56.76,29.79
48679,County_48679,West Virginia,Rural,5.26,6.13,50.83,43.04
8215,County_8215,Delaware,Urban,16.55,17.1,30.89,52.01
51935,County_51935,Other,Rural,15.42,15.88,47.94,36.18
38045,County_38045,Pennsylvania,Rural,15.55,,38.09,46.74
20073,County_20073,Maryland,Urban,8.24,9.39,36.65,53.96
31271,County_31271,New Mexico,Urban,2.9,3.46,47.32,49.22
23217,County_23217,Minnesota,Rural,5.07,5.55,49.96,44.48
22095,County_22095,Michigan,Suburban/Small City,10.74,11.13,49.55,39.32
30965,County_30965,New Jersey,Rural,13.39,13.58,47.46,38.96
1739,County_1739,Alabama,Urban,9.52,10.17,50.96,38.88
5381,County_5381,California,Rural,7.31,7.7,51.21,41.09
20423,County_20423,Maryland,Rural,10.1,9.86,44.24,45.9
18937,County_18937,Louisiana,Rural,13.59,13.88,36.06,50.06
22291,County_22291,Michigan,Urban,10.21,9.97,42.69,47.34
32277,County_32277,New York,Urban,14.44,14.66,43.31,42.03
46531,County_46531,Virginia,Rural,15.67,16.04,38.66,45.29
35273,County_35273,Ohio,Rural,15.73,15.68,,44.95
20429,County_20429,Maryland,Rural,13.05,12.51,40.63,46.86
37343,County_37343,Oregon,Urban,11.43,12.15,47.27,40.59
33023,County_33023,North Carolina,Suburban/Small City,14.42,14.86,46.18,38.96
33281,County_33281,North Carolina,Rural,10.6,10.63,50.3,39.07
56407,County_56407,Other,Rural,10.15,10.28,51.92,37.8
1947,County_1947,Alabama,Rural,16.54,17.75,44.94,37.31
22995,County_22995,Michigan,Rural,12.22,12.18,40.15,47.67
43901,County_43901,Texas,Rural,16.27,16.51,33.76,49.73
56251,County_56251,Other,Urban,10.05,10.14,47.66,42.2
51809,County_51809,Other,Urban,13.02,12.82,50.73,36.45
45151,County_45151,Vermont,Rural,9.05,8.76,43.93,
55955,County_55955,Other,Rural,13.21,,44.03,42.57
46403,County_46403,Virginia,Urban,10.49,10.74,49.18,40.08
11313,County_11313,Hawaii,Urban,9.23,9.33,52.15,38.52
15545,County_15545,Iowa,Rural,11.72,12.32,,42.46
21817,County_21817,Massachusetts,Urban,6.78,7.26,57.81,34.93
12787,County_12787,Idaho,Rural,11.79,12.13,45.99,41.89
6417,County_6417,Colorado,Rural,5.39,5.92,54.37,39.72
37295,County_37295,Oregon,Rural,11.72,11.88,48.67,39.44
54817,County_54817,Other,Rural,11.58,12.19,49.9,37.91
20495,County_20495,Maryland,Urban,5.19,5.19,56.14,38.67
24217,County_24217,Mississippi,Rural,8.65,8.3,,41.45
33587,County_33587,North Carolina,Rural,7.03,7.18,39.9,52.92
55727,County_55727,Other,Urban,4.27,3.85,54.59,41.56
45541,County_45541,Vermont,Urban,8.64,9.14,45.16,45.69
16487,County_16487,Kansas,Rural,9.24,9.11,60.97,29.92
6379,County_6379,Colorado,Suburban/Small City,8.14,8.71,41.93,49.37
9821,County_9821,Florida,Urban,13.34,14.21,35.18,50.6
36395,County_36395,Oklahoma,Rural,15.16,16.18,32.43,51.38
36651,County_36651,Oklahoma,Urban,14.09,14.68,42.66,42.66
41493,County_41493,South Dakota,Urban,6.6,6.65,54.44,38.91
41335,County_41335,South Dakota,Rural,12.86,13.06,40.44,46.5
48335,County_48335,West Virginia,Urban,8.42,8.04,59.72,32.25
51779,County_51779,Other,Rural,5.05,5.41,48.09,46.51
26637,County_26637,Montana,Urban,5.72,4.32,46.84,48.84
14829,County_14829,Indiana,Rural,7.38,7.57,43.94,48.49
12795,County_12795,Idaho,Urban,7.07,8.1,61.12,30.78
41731,County_41731,South Dakota,Urban,9.62,9.89,42.53,47.59
19653,County_19653,Maine,Rural,12.37,11.87,41.66,46.47
14605,County_14605,Indiana,Rural,7.73,7.65,55.99,36.35
40219,County_40219,South Carolina,Rural,12.06,12.39,49.49,38.12
43505,County_43505,Texas,Rural,10.22,11.05,48.11,40.84
16249,County_16249,Kansas,Urban,8.88,9.07,48.53,42.4
10697,County_10697,Georgia,Suburban/Small City,14.26,14.98,43.12,41.9
36203,County_36203,Oklahoma,Suburban/Small City,11.74,12.25,46.83,40.91
52287,County_52287,Other,Rural,3.5,,44.83,51.37
9211,County_9211,Florida,Rural,10.13,11.37,40.28,48.34
56419,County_56419,Other,Suburban/Small City,14.61,14.44,50.02,35.54
29057,County_29057,New Hampshire,Suburban/Small City,7.59,8.03,53.84,38.13
5517,County_5517,California,Rural,13.37,13.94,45.51,40.56
20851,County_20851,Maryland,Rural,5.93,6.16,56.72,37.12
11655,County_11655,Hawaii,Urban,10.62,10.88,43.15,45.98
17579,County_17579,Kentucky,Rural,14.58,14.88,48.7,36.42
11401,County_11401,Hawaii,Suburban/Small City,5.53,6.76,54.25,38.99
5719,County_5719,California,Suburban/Small City,3.93,3.7,53.95,42.35
48187,County_48187,West Virginia,Rural,11.11,11.21,49.67,39.12
30787,County_30787,New Jersey,Urban,9.83,9.63,50.88,39.48
26877,County_26877,Montana,Urban,15.88,,40.94,43.51
17249,County_17249,Kentucky,Rural,12.66,13.3,50.61,36.08
5357,County_5357,California,Suburban/Small City,5.22,5.74,60.31,33.95
30585,County_30585,New Jersey,Rural,14.2,14.86,44.86,40.28
18197,County_18197,Louisiana,Rural,12.25,12.26,52.53,35.21
30419,County_30419,New Jersey,Urban,14.17,13.59,45.58,40.83
16383,County_16383,Kansas,Urban,8.03,9.47,47.81,42.72
43531,County_43531,Texas,Rural,5.65,5.66,50.83,43.51
54717,County_54717,Other,Rural,16.74,16.72,39.44,
21923,County_21923,Massachusetts,Rural,7.22,6.86,61.17,31.97
31557,County_31557,New Mexico,Rural,4.06,4.72,59.74,35.54
13947,County_13947,Illinois,Rural,12.97,13.12,44.54,42.34
50715,County_50715,Wyoming,Rural,10.68,10.28,43.65,46.06
16421,County_16421,Kansas,Suburban/Small City,8.2,8.61,52.65,38.74
54317,County_54317,Other,Rural,16.4,16.56,44.04,39.4
11763,County_11763,Hawaii,Rural,7.49,6.88,46.14,46.98
50233,County_50233,Wyoming,Urban,7.73,7.65,45.96,46.38
56849,County_56849,Other,Urban,14.38,14.11,44.46,41.43
38561,County_38561,Pennsylvania,Urban,4.52,5.46,55.17,39.37
9543,County_9543,Florida,Suburban/Small City,11.42,12.13,46.99,40.89
13387,County_13387,Illinois,Urban,8.42,8.58,40.54,50.88
44031,County_44031,Utah,Urban,13.49,13.54,44.61,41.85
22515,County_22515,Michigan,Rural,7.74,8.36,43.1,48.54
5895,County_5895,California,Urban,15.77,15.26,38.73,46.01
47723,County_47723,Washington,Urban,6.95,7.65,46.78,45.57
16511,County_16511,Kansas,Suburban/Small City,5.01,5.49,58.19,36.33
52281,County_52281,Other,Urban,12.75,12.85,47.25,39.9
5149,County_5149,California,Urban,9.29,10.82,47.43,41.75
14179,County_14179,Indiana,Rural,8.77,9.47,43.01,
19697,County_19697,Maine,Rural,10.73,10.7,46.42,42.87
54093,County_54093,Other,Rural,11.16,11.7,57.12,31.18
25199,County_25199,Missouri,Urban,9.01,9.52,46.78,43.71
19179,County_19179,Maine,Suburban/Small City,12.64,,39.98,46.44
4653,County_4653,Arkansas,Rural,9.8,10.28,51.54,38.17
50273,County_50273,Wyoming,Urban,12.81,12.8,52.5,34.7
24739,County_24739,Mississippi,Suburban/Small City,,12.56,39.09,48.34
27649,County_27649,Nebraska,Urban,5.71,6.27,52.47,41.26
16201,County_16201,Kansas,Urban,6.03,5.97,47.21,46.82
40373,County_40373,South Carolina,Rural,14.56,14.98,39.24,45.78
54629,County_54629,Other,Urban,,10.37,48.99,40.64
35535,County_35535,Ohio,Rural,11.92,11.83,51.68,36.5
28739,County_28739,Nevada,Suburban/Small City,13.49,14.25,41.14,44.62
31913,County_31913,New Mexico,Rural,6.33,5.97,46.03,48.0
35009,County_35009,Ohio,Urban,14.97,15.82,43.66,40.52
47593,County_47593,Washington,Rural,3.72,3.96,,37.61
12129,County_12129,Idaho,Rural,10.58,11.82,,47.29
19885,County_19885,Maine,Urban,10.13,10.63,50.54,38.82
5575,County_5575,California,Rural,15.8,16.14,41.2,42.66
54701,County_54701,Other,Rural,5.23,5.52,57.2,37.28
40549,County_40549,South Carolina,Urban,,12.04,48.3,39.66
2631,County_2631,Alaska,Rural,4.35,4.64,52.91,42.44
25529,County_25529,Missouri,Urban,9.66,10.79,49.7,39.52
37101,County_37101,Oregon,Rural,15.4,14.73,32.08,53.19
50967,County_50967,Wyoming,Rural,7.84,8.22,52.03,39.75
25241,County_25241,Missouri,Rural,7.8,8.48,56.21,35.31
20011,County_20011,Maryland,Urban,7.16,7.23,53.7,
23655,County_23655,Minnesota,Rural,3.68,3.22,60.82,35.95
15363,County_15363,Iowa,Rural,7.64,8.44,48.53,43.03
27933,County_27933,Nebraska,Rural,14.86,14.65,35.64,49.71
21529,County_21529,Massachusetts,Urban,6.88,7.1,42.02,50.87
21039,County_21039,Massachusetts,Urban,4.36,5.13,48.96,45.91
13735,County_13735,Illinois,Rural,12.02,11.95,45.13,42.92
9969,County_9969,Florida,Urban,6.87,7.67,47.98,44.35
51597,County_51597,Other,Urban,11.48,12.12,,37.59
15511,County_15511,Iowa,Suburban/Small City,13.99,13.92,51.97,34.11
8363,County_8363,Delaware,Rural,6.11,,46.53,46.74
28939,County_28939,Nevada,Urban,,14.0,,45.93
39775,County_39775,Rhode Island,Rural,9.23,9.15,56.87,33.99
17621,County_17621,Kentucky,Rural,16.38,15.41,48.65,35.94
56423,County_56423,Other,Rural,14.25,14.7,40.69,44.6
46609,County_46609,Virginia,Rural,,15.17,42.66,42.18
32561,County_32561,New York,Rural,7.57,8.02,49.99,42.0
9063,County_9063,Florida,Suburban/Small City,,4.44,54.79,40.77
8535,County_8535,Delaware,Urban,7.77,7.61,36.88,55.51
44557,County_44557,Utah,Rural,11.92,12.92,48.95,38.13
56235,County_56235,Other,Urban,10.99,11.78,39.18,49.04
30947,County_30947,New Jersey,Rural,14.94,14.51,52.9,32.59
8671,County_8671,Delaware,Rural,6.85,7.0,55.8,37.2
11413,County_11413,Hawaii,Rural,10.4,,44.57,45.15
3455,County_3455,Arizona,Rural,14.68,14.52,52.47,33.0
3857,County_3857,Arizona,Urban,15.72,15.98,48.82,35.2
12025,County_12025,Idaho,Rural,8.52,9.14,49.53,41.34
32651,County_32651,New York,Rural,10.7,10.59,,36.99
20901,County_20901,Maryland,Suburban/Small City,5.22,5.0,49.08,45.92
6379,County_6379,Colorado,Urban,4.31,4.52,56.68,38.8
43467,County_43467,Texas,Rural,13.62,13.22,42.2,44.58
41793,County_41793,South Dakota,Rural,9.42,9.82,50.9,39.28
42693,County_42693,Tennessee,Urban,10.69,10.51,41.37,48.12
11265,County_11265,Hawaii,Rural,6.86,8.22,45.52,46.26
37609,County_37609,Oregon,Rural,6.01,,53.77,40.18
19197,County_19197,Maine,Suburban/Small City,12.09,,50.58,36.06
5681,County_5681,California,Rural,14.55,14.95,45.81,39.24
37265,County_37265,Oregon,Rural,10.54,11.05,44.58,44.37
27973,County_27973,Nebraska,Urban,8.07,9.33,43.49,47.18
56683,County_56683,Other,Rural,4.13,3.63,55.34,41.04
10131,County_10131,Georgia,Urban,10.34,10.36,53.03,36.61
26251,County_26251,Montana,Urban,13.03,13.05,47.51,39.44
18541,County_18541,Louisiana,Urban,6.03,6.49,49.17,44.34
23121,County_23121,Minnesota,Rural,11.19,11.5,38.11,50.39
8279,County_8279,Delaware,Rural,6.48,6.9,50.14,42.96
5401,County_5401,California,Urban,11.83,12.55,42.43,45.03
52347,County_52347,Other,Rural,8.82,8.69,50.49,40.82
17125,County_17125,Kentucky,Suburban/Small City,16.85,17.03,33.41,49.55
42929,County_42929,Tennessee,Suburban/Small City,11.19,11.7,50.58,37.72
16871,County_16871,Kansas,Urban,2.94,2.91,59.91,37.18
48417,County_48417,West Virginia,Suburban/Small City,5.99,6.27,46.48,47.25
7463,County_7463,Connecticut,Rural,10.5,11.98,42.59,45.43
36717,County_36717,Oklahoma,Urban,11.28,11.68,45.72,42.6
43411,County_43411,Texas,Rural,6.93,6.68,47.37,45.95
9517,County_9517,Florida,Rural,11.32,11.53,40.64,47.83
38809,County_38809,Pennsylvania,Urban,9.61,10.38,47.15,42.47
48439,County_48439,West Virginia,Rural,6.54,6.58,47.06,46.36
35007,County_35007,Ohio,Rural,10.71,10.62,45.61,43.76
53415,County_53415,Other,Rural,8.3,8.4,51.63,39.97
44497,County_44497,Utah,Suburban/Small City,12.76,13.7,51.11,35.19
50147,County_50147,Wyoming,Suburban/Small City,15.08,15.41,42.96,41.63
14145,County_14145,Indiana,Urban,3.46,2.69,55.05,42.25
22187,County_22187,Michigan,Rural,9.16,9.46,42.79,
28605,County_28605,Nevada,Urban,6.13,6.51,52.61,40.89
40275,County_40275,South Carolina,Rural,4.25,4.89,55.61,39.5
48305,County_48305,West Virginia,Suburban/Small City,12.17,12.41,41.45,46.15
38939,County_38939,Pennsylvania,Rural,16.23,,34.45,48.94
31765,County_31765,New Mexico,Rural,2.99,3.15,57.05,39.8
39775,County_39775,Rhode Island,Rural,10.46,11.95,47.21,40.83
34861,County_34861,North Dakota,Urban,11.02,10.99,45.22,
50969,County_50969,Wyoming,Urban,7.64,7.85,59.95,32.2
48753,County_48753,West Virginia,Rural,15.41,15.72,39.89,44.38
4673,County_4673,Arkansas,Rural,16.65,16.74,,43.12
25423,County_25423,Missouri,Suburban/Small City,13.44,13.81,50.29,35.9
55809,County_55809,Other,Rural,7.55,8.29,39.75,51.96
52057,County_52057,Other,Rural,9.8,9.84,48.24,41.92
14777,County_14777,Indiana,Rural,11.95,11.8,41.32,46.88
33617,County_33617,North Carolina,Urban,14.66,15.03,39.83,45.13
3255,County_3255,Arizona,Urban,15.9,15.68,46.32,38.0
50971,County_50971,Wyoming,Suburban/Small City,6.6,6.78,49.56,43.66
28683,County_28683,Nevada,Urban,8.49,8.95,48.11,42.95
34675,County_34675,North Dakota,Rural,7.51,8.36,55.36,36.28
37153,County_37153,Oregon,Rural,14.48,14.71,43.49,41.8
27497,County_27497,Nebraska,Rural,7.31,6.74,54.13,39.13
40623,County_40623,South Carolina,Rural,6.13,6.35,57.23,36.42
6829,County_6829,Colorado,Suburban/Small City,8.63,10.07,43.87,46.06
49647,County_49647,Wisconsin,Urban,7.29,7.24,53.57,39.19
24611,County_24611,Mississippi,Urban,11.04,,42.24,45.58
17671,County_17671,Kentucky,Rural,6.96,7.46,57.65,
25629,County_25629,Missouri,Urban,,7.14,44.34,48.52
39483,County_39483,Rhode Island,Suburban/Small City,10.39,11.4,48.62,39.98
12259,County_12259,Idaho,Urban,6.31,6.19,44.1,49.71
6725,County_6725,Colorado,Rural,6.62,6.52,57.86,35.62
3177,County_3177,Arizona,Rural,9.28,9.0,50.82,40.18
25827,County_25827,Missouri,Rural,15.34,16.16,47.08,36.76
44123,County_44123,Utah,Suburban/Small City,9.04,9.31,44.92,45.77
28753,County_28753,Nevada,Rural,5.25,5.84,49.97,44.2
34943,County_34943,North Dakota,Urban,10.99,11.36,48.43,40.21
20057,County_20057,Maryland,Rural,12.51,13.16,50.13,36.71
54393,County_54393,Other,Rural,10.3,10.04,61.96,28.0
55315,County_55315,Other,Rural,12.56,13.95,46.5,39.55
53271,County_53271,Other,Rural,13.07,13.91,33.79,52.3
18827,County_18827,Louisiana,Urban,9.1,10.23,45.55,44.22
14099,County_14099,Indiana,Rural,8.4,10.17,45.09,44.74
13085,County_13085,Illinois,Suburban/Small City,2.49,2.23,62.26,35.51
40845,County_40845,South Carolina,Rural,13.04,13.05,38.21,48.74
1853,County_1853,Alabama,Urban,11.0,11.61,48.7,39.69
39249,County_39249,Rhode Island,Rural,11.69,10.54,45.25,44.21
49747,County_49747,Wisconsin,Urban,6.96,7.42,50.64,
16669,County_16669,Kansas,Rural,6.93,7.28,64.0,28.71
53273,County_53273,Other,Urban,12.45,11.71,45.34,42.95
54503,County_54503,Other,Rural,13.16,12.69,40.71,46.6
21713,County_21713,Massachusetts,Rural,13.6,,46.44,39.87
32157,County_32157,New York,Rural,5.19,5.92,53.51,40.58
41043,County_41043,South Dakota,Suburban/Small City,8.34,8.78,48.61,42.61
15569,County_15569,Iowa,Rural,13.29,14.32,48.53,37.14
33431,County_33431,North Carolina,Rural,9.5,9.58,42.09,48.33
23297,County_23297,Minnesota,Urban,,8.54,50.18,41.28
19125,County_19125,Maine,Rural,14.63,15.41,35.95,48.64
20273,County_20273,Maryland,Rural,8.89,9.43,57.18,33.39
14697,County_14697,Indiana,Rural,7.38,7.64,51.55,40.81
18625,County_18625,Louisiana,Urban,6.91,7.95,57.28,34.77
21507,County_21507,Massachusetts,Urban,10.59,11.0,45.35,43.65
1235,County_1235,Alabama,Rural,2.5,2.61,54.24,43.15
21993,County_21993,Massachusetts,Rural,11.15,11.8,43.51,44.69
24581,County_24581,Mississippi,Rural,7.22,7.14,46.93,45.93
42315,County_42315,Tennessee,Rural,3.81,,54.39,41.16
54525,County_54525,Other,Rural,7.02,7.54,50.65,41.81
13825,County_13825,Illinois,Rural,13.89,14.34,45.26,40.4
40317,County_40317,South Carolina,Urban,14.06,14.47,44.73,40.8
25325,County_25325,Missouri,Rural,,11.09,44.42,44.49
53911,County_53911,Other,Suburban/Small City,10.45,10.68,50.14,39.18
19133,County_19133,Maine,Suburban/Small City,2.8,3.41,58.37,38.22
