COUNTYFIPS,COUNTY,STATE,community_type,poverty_rate_pct,poverty_rate_children_pct,pct_below_50pct_poverty_line,pct_hh_on_food_stamps
54303,County_54303,Other,Suburban/Small City,17.46,24.31,8.47,20.8
42309,County_42309,Tennessee,Suburban/Small City,34.33,44.48,13.6,42.01
32475,County_32475,New York,Urban,23.52,33.32,10.09,26.78
33347,County_33347,North Carolina,Urban,35.72,47.23,16.19,48.71
38153,County_38153,Pennsylvania,Rural,23.63,31.03,14.35,27.25
45423,County_45423,Vermont,Rural,26.37,32.53,9.76,38.72
20853,County_20853,Maryland,Rural,31.48,44.84,14.36,35.79
39991,County_39991,Rhode Island,Rural,33.94,44.61,15.64,45.45
26867,County_26867,Montana,Suburban/Small City,25.67,31.06,8.93,30.99
23037,County_23037,Minnesota,Urban,37.14,51.76,15.96,45.39
41955,County_41955,South Dakota,Rural,25.37,31.73,11.58,30.39
15547,County_15547,Iowa,Urban,24.63,30.63,12.07,31.88
48663,County_48663,West Virginia,Rural,18.32,25.55,6.55,17.75
7699,County_7699,Connecticut,Rural,34.21,43.29,16.59,41.29
35047,County_35047,Ohio,Rural,36.09,47.04,19.41,42.61
53167,County_53167,Other,Urban,41.03,53.73,17.44,
24501,County_24501,Mississippi,Rural,29.07,36.34,11.6,32.94
16445,County_16445,Kansas,Urban,24.24,29.25,11.57,30.49
17235,County_17235,Kentucky,Urban,31.89,39.97,13.61,41.77
26127,County_26127,Montana,Urban,,47.4,14.37,35.34
32745,County_32745,New York,Rural,27.9,32.52,12.17,38.52
50803,County_50803,Wyoming,Urban,32.79,40.55,13.29,44.02
27155,County_27155,Nebraska,Urban,36.24,47.75,17.37,44.7
32067,County_32067,New York,Urban,29.38,39.32,11.44,32.64
27651,County_27651,Nebraska,Rural,30.15,36.95,14.98,42.96
13815,County_13815,Illinois,Suburban/Small City,8.96,10.88,4.14,9.5
35163,County_35163,Ohio,Suburban/Small City,20.58,26.12,10.62,17.55
38629,County_38629,Pennsylvania,Rural,17.04,18.76,6.26,
28299,County_28299,Nevada,Urban,29.06,39.84,,41.08
40329,County_40329,South Carolina,Suburban/Small City,25.17,30.06,12.8,29.19
43701,County_43701,Texas,Urban,21.2,27.97,7.39,
36125,County_36125,Oklahoma,Rural,31.7,43.62,11.11,40.27
22019,County_22019,Michigan,Rural,19.85,24.37,8.72,23.25
48577,County_48577,West Virginia,Rural,19.04,25.79,7.86,21.62
5617,County_5617,California,Rural,22.41,31.35,9.16,26.63
38271,County_38271,Pennsylvania,Rural,27.02,32.52,11.2,31.94
31881,County_31881,New Mexico,Urban,22.72,26.89,9.5,19.13
18631,County_18631,Louisiana,Urban,20.7,30.12,9.52,24.48
14543,County_14543,Indiana,Rural,18.16,22.89,10.03,14.3
8915,County_8915,Delaware,Urban,12.09,13.38,6.23,14.18
51941,County_51941,Other,Urban,21.73,26.25,11.06,24.73
48691,County_48691,West Virginia,Rural,24.95,35.11,,37.88
14385,County_14385,Indiana,Suburban/Small City,31.01,42.28,13.72,32.82
54871,County_54871,Other,Urban,21.09,24.74,7.99,17.72
39763,County_39763,Rhode Island,Urban,13.35,18.43,7.08,12.93
40371,County_40371,South Carolina,Rural,22.86,29.99,7.62,22.32
42949,County_42949,Tennessee,Urban,19.68,26.66,8.37,29.65
29891,County_29891,New Hampshire,Urban,14.16,16.57,8.54,17.94
16039,County_16039,Kansas,Rural,21.25,26.14,8.58,22.3
3487,County_3487,Arizona,Rural,35.82,50.9,16.43,43.84
2029,County_2029,Alaska,Urban,25.56,34.1,11.27,24.92
35267,County_35267,Ohio,Rural,22.06,31.24,11.57,26.79
29041,County_29041,New Hampshire,Rural,18.81,23.09,9.26,14.87
28715,County_28715,Nevada,Rural,17.76,21.18,7.92,18.81
22767,County_22767,Michigan,Rural,22.72,29.49,,31.61
39533,County_39533,Rhode Island,Urban,24.19,31.97,9.76,17.52
31395,County_31395,New Mexico,Rural,33.9,45.82,15.41,44.35
28973,County_28973,Nevada,Suburban/Small City,20.53,24.79,8.08,27.32
55255,County_55255,Other,Urban,29.23,37.39,14.07,36.81
34915,County_34915,North Dakota,Rural,,19.77,,18.62
13557,County_13557,Illinois,Urban,23.65,30.96,11.97,19.41
41843,County_41843,South Dakota,Urban,9.96,14.83,5.32,11.89
45923,County_45923,Vermont,Urban,36.23,48.23,17.27,49.95
9143,County_9143,Florida,Suburban/Small City,22.49,27.75,9.18,30.79
10457,County_10457,Georgia,Rural,18.99,26.35,7.92,24.22
46513,County_46513,Virginia,Urban,33.49,44.05,15.31,43.1
36771,County_36771,Oklahoma,Rural,13.0,14.37,7.38,12.38
27855,County_27855,Nebraska,Urban,28.74,37.73,15.52,39.12
39621,County_39621,Rhode Island,Urban,40.51,55.88,18.64,53.48
27479,County_27479,Nebraska,Suburban/Small City,26.03,34.2,12.37,34.6
33447,County_33447,North Carolina,Urban,15.43,21.21,6.01,11.2
34237,County_34237,North Dakota,Rural,31.29,42.15,13.24,44.9
31989,County_31989,New Mexico,Rural,27.83,36.49,12.5,28.46
11105,County_11105,Hawaii,Rural,36.55,48.24,18.17,42.09
33497,County_33497,North Carolina,Rural,26.1,32.58,9.81,
40275,County_40275,South Carolina,Rural,,50.5,16.72,48.94
47919,County_47919,Washington,Suburban/Small City,38.81,51.08,16.57,49.05
43711,County_43711,Texas,Suburban/Small City,31.93,43.12,15.07,
3577,County_3577,Arizona,Rural,34.77,44.4,15.88,46.36
24971,County_24971,Mississippi,Rural,16.17,21.86,5.4,21.77
40065,County_40065,South Carolina,Urban,34.34,45.51,15.17,38.72
18239,County_18239,Louisiana,Rural,19.76,27.57,10.1,17.89
29107,County_29107,New Hampshire,Urban,38.48,51.95,16.38,49.11
27159,County_27159,Nebraska,Urban,11.16,12.69,6.27,11.75
24789,County_24789,Mississippi,Rural,27.32,38.12,13.72,32.18
5263,County_5263,California,Rural,32.86,43.0,14.89,39.48
15039,County_15039,Iowa,Rural,38.91,53.44,18.66,52.47
3057,County_3057,Arizona,Rural,12.13,14.34,6.25,8.81
33405,County_33405,North Carolina,Rural,26.76,31.66,13.24,34.3
45341,County_45341,Vermont,Urban,17.05,22.55,9.35,15.52
51799,County_51799,Other,Urban,25.29,32.46,10.76,22.96
52863,County_52863,Other,Urban,17.65,23.84,6.53,20.73
12887,County_12887,Idaho,Suburban/Small City,17.17,22.4,6.19,21.98
9197,County_9197,Florida,Rural,29.3,37.48,12.7,33.16
18243,County_18243,Louisiana,Rural,21.28,28.92,7.05,30.6
36461,County_36461,Oklahoma,Rural,21.95,29.41,8.89,19.31
2793,County_2793,Alaska,Rural,22.49,25.24,9.58,28.44
6177,County_6177,Colorado,Urban,24.41,28.65,11.91,24.34
48373,County_48373,West Virginia,Urban,35.36,44.78,17.83,39.35
33817,County_33817,North Carolina,Urban,20.98,,8.72,20.46
4411,County_4411,Arkansas,Rural,,38.07,9.06,38.65
40505,County_40505,South Carolina,Urban,27.98,36.2,13.62,36.68
21583,County_21583,Massachusetts,Urban,18.35,23.74,7.01,21.14
17549,County_17549,Kentucky,Rural,16.35,21.44,6.6,
1343,County_1343,Alabama,Rural,17.37,23.27,8.56,15.19
33681,County_33681,North Carolina,Urban,26.03,36.77,8.49,27.04
22147,County_22147,Michigan,Rural,15.3,19.56,6.89,10.17
38871,County_38871,Pennsylvania,Urban,22.0,29.95,13.12,28.74
22577,County_22577,Michigan,Rural,21.26,26.61,7.1,20.65
17503,County_17503,Kentucky,Rural,25.82,34.68,10.06,
19283,County_19283,Maine,Suburban/Small City,20.84,28.75,8.98,32.28
45415,County_45415,Vermont,Rural,16.36,23.85,9.22,17.84
18589,County_18589,Louisiana,Suburban/Small City,27.94,35.72,11.74,43.33
40107,County_40107,South Carolina,Rural,13.71,20.41,9.63,
21561,County_21561,Massachusetts,Urban,12.76,18.0,7.85,13.44
49213,County_49213,Wisconsin,Rural,26.12,32.27,12.57,32.61
31087,County_31087,New Mexico,Rural,23.35,30.66,8.53,28.85
22311,County_22311,Michigan,Rural,25.9,33.52,10.61,33.17
19215,County_19215,Maine,Urban,31.53,40.45,17.04,41.51
28095,County_28095,Nevada,Rural,19.88,25.77,10.15,19.34
12853,County_12853,Idaho,Rural,16.91,21.93,6.42,26.28
18867,County_18867,Louisiana,Rural,17.92,21.61,,13.77
26747,County_26747,Montana,Urban,34.22,49.65,15.5,47.47
29005,County_29005,New Hampshire,Rural,32.99,45.74,18.1,43.36
3053,County_3053,Arizona,Rural,22.0,27.95,10.21,24.78
34185,County_34185,North Dakota,Rural,28.72,,15.81,40.1
10191,County_10191,Georgia,Urban,14.53,15.56,7.9,11.83
47545,County_47545,Washington,Suburban/Small City,30.68,39.62,12.88,36.12
21563,County_21563,Massachusetts,Rural,21.06,27.49,9.49,25.25
50609,County_50609,Wyoming,Rural,19.5,26.01,9.89,26.84
22037,County_22037,Michigan,Suburban/Small City,28.63,37.99,13.07,34.83
30899,County_30899,New Jersey,Urban,14.77,19.19,5.05,8.32
8977,County_8977,Delaware,Rural,20.29,24.69,9.04,20.21
5027,County_5027,California,Suburban/Small City,26.59,36.06,6.51,33.43
19353,County_19353,Maine,Rural,30.06,37.42,14.65,38.23
32753,County_32753,New York,Rural,31.49,43.17,15.72,34.64
42347,County_42347,Tennessee,Rural,30.41,39.47,11.91,41.64
31281,County_31281,New Mexico,Rural,32.19,42.64,15.57,34.92
35415,County_35415,Ohio,Rural,18.26,20.69,11.48,19.68
27849,County_27849,Nebraska,Rural,33.01,45.38,16.27,46.11
19517,County_19517,Maine,Suburban/Small City,11.48,18.83,5.24,6.29
4739,County_4739,Arkansas,Rural,20.85,30.07,9.68,25.37
52227,County_52227,Other,Urban,29.01,40.27,13.44,33.67
12797,County_12797,Idaho,Urban,27.68,34.16,15.06,32.45
10683,County_10683,Georgia,Urban,15.48,22.02,5.27,16.85
26859,County_26859,Montana,Suburban/Small City,30.62,39.17,13.01,38.67
23671,County_23671,Minnesota,Urban,31.18,38.93,13.92,39.45
33023,County_33023,North Carolina,Rural,21.66,28.38,9.62,33.41
15953,County_15953,Iowa,Urban,14.95,20.55,4.85,11.26
5857,County_5857,California,Rural,12.9,15.63,3.36,17.01
1273,County_1273,Alabama,Rural,34.04,46.03,,34.07
15115,County_15115,Iowa,Urban,42.53,53.49,18.86,54.85
4045,County_4045,Arkansas,Rural,15.53,22.96,5.85,13.0
42779,County_42779,Tennessee,Urban,30.09,38.8,13.18,35.02
2563,County_2563,Alaska,Urban,28.18,36.96,10.23,32.61
26607,County_26607,Montana,Rural,15.24,17.11,6.88,15.33
19537,County_19537,Maine,Urban,31.92,44.13,14.43,45.89
33315,County_33315,North Carolina,Suburban/Small City,29.81,34.2,11.37,33.4
35629,County_35629,Ohio,Rural,35.08,46.39,12.84,
51861,County_51861,Other,Urban,29.0,37.57,12.19,44.88
37731,County_37731,Oregon,Rural,11.05,17.05,2.39,10.82
2245,County_2245,Alaska,Rural,17.28,20.22,4.59,17.97
56633,County_56633,Other,Suburban/Small City,31.18,43.05,12.94,35.04
32857,County_32857,New York,Urban,24.65,33.73,10.52,24.43
23385,County_23385,Minnesota,Urban,40.14,48.32,17.41,49.0
36263,County_36263,Oklahoma,Suburban/Small City,24.13,30.23,8.78,25.56
27393,County_27393,Nebraska,Rural,14.56,14.23,3.94,11.15
9931,County_9931,Florida,Suburban/Small City,23.33,28.64,8.95,28.9
9015,County_9015,Florida,Urban,31.72,38.67,15.27,37.3
47291,County_47291,Washington,Suburban/Small City,20.55,28.74,7.77,28.99
1775,County_1775,Alabama,Rural,27.59,38.22,13.44,34.56
2383,County_2383,Alaska,Urban,37.84,45.61,15.38,46.46
15893,County_15893,Iowa,Rural,20.49,26.8,10.63,22.69
29425,County_29425,New Hampshire,Rural,27.04,,9.17,31.45
37407,County_37407,Oregon,Urban,25.13,31.2,9.76,25.51
6947,County_6947,Colorado,Rural,27.58,38.8,13.46,38.89
48447,County_48447,West Virginia,Rural,13.65,16.0,5.44,13.23
11207,County_11207,Hawaii,Urban,24.95,32.91,12.4,25.2
42827,County_42827,Tennessee,Urban,16.98,23.7,9.95,18.18
45521,County_45521,Vermont,Urban,,41.72,,36.86
26529,County_26529,Montana,Suburban/Small City,20.88,29.85,8.44,23.64
28565,County_28565,Nevada,Rural,24.89,32.88,11.06,30.74
37325,County_37325,Oregon,Suburban/Small City,30.05,34.77,16.53,38.83
24367,County_24367,Mississippi,Suburban/Small City,25.87,33.39,10.05,30.94
9985,County_9985,Florida,Urban,39.69,49.72,19.87,52.91
9461,County_9461,Florida,Rural,,35.13,12.27,37.56
50549,County_50549,Wyoming,Suburban/Small City,27.13,33.91,12.37,34.58
38229,County_38229,Pennsylvania,Urban,37.29,44.85,13.94,45.68
36715,County_36715,Oklahoma,Rural,34.9,48.32,16.76,44.42
43133,County_43133,Texas,Rural,24.21,28.23,9.08,32.48
56937,County_56937,Other,Suburban/Small City,11.46,,5.44,10.3
56265,County_56265,Other,Urban,24.11,30.04,9.62,
2205,County_2205,Alaska,Urban,23.75,30.74,12.86,35.41
34117,County_34117,North Dakota,Urban,34.92,46.79,17.84,42.09
54743,County_54743,Other,Rural,25.7,34.2,10.97,37.51
29063,County_29063,New Hampshire,Urban,31.39,42.5,14.37,47.46
49559,County_49559,Wisconsin,Suburban/Small City,27.53,36.5,13.62,37.06
46109,County_46109,Virginia,Rural,17.59,22.6,8.13,14.04
53795,County_53795,Other,Rural,16.02,18.28,7.75,13.55
8271,County_8271,Delaware,Urban,31.91,40.78,16.24,37.68
52063,County_52063,Other,Rural,19.79,22.85,11.1,15.32
28041,County_28041,Nevada,Rural,22.35,25.57,11.37,26.38
43681,County_43681,Texas,Urban,29.79,38.28,11.91,36.56
45315,County_45315,Vermont,Urban,34.26,42.72,14.31,37.45
52631,County_52631,Other,Urban,33.17,40.41,15.34,39.1
43665,County_43665,Texas,Urban,33.07,41.6,14.91,43.6
54469,County_54469,Other,Rural,30.33,39.76,12.76,39.93
56745,County_56745,Other,Urban,24.57,28.04,7.73,32.27
11253,County_11253,Hawaii,Urban,34.6,45.07,16.25,48.75
17845,County_17845,Kentucky,Rural,11.73,13.66,7.17,6.34
26905,County_26905,Montana,Urban,26.03,35.08,13.13,32.87
12535,County_12535,Idaho,Rural,24.45,30.32,11.41,21.83
30951,County_30951,New Jersey,Rural,19.96,26.66,11.28,21.33
45159,County_45159,Vermont,Rural,32.08,38.82,15.47,45.37
12061,County_12061,Idaho,Rural,22.14,26.13,8.45,23.3
11275,County_11275,Hawaii,Rural,40.16,47.59,20.66,60.07
52483,County_52483,Other,Rural,40.35,53.39,21.18,51.56
49411,County_49411,Wisconsin,Rural,41.66,53.39,21.72,52.09
53113,County_53113,Other,Rural,37.03,50.32,14.57,51.48
1537,County_1537,Alabama,Urban,18.9,25.55,6.66,22.29
47349,County_47349,Washington,Urban,21.99,29.07,9.44,24.3
26339,County_26339,Montana,Rural,29.22,38.18,14.5,34.1
24543,County_24543,Mississippi,Rural,23.24,28.61,13.22,33.88
34335,County_34335,North Dakota,Rural,40.51,53.05,20.35,41.51
1573,County_1573,Alabama,Rural,26.4,30.6,8.79,34.31
37333,County_37333,Oregon,Urban,17.61,22.51,10.08,17.92
46175,County_46175,Virginia,Rural,23.28,31.0,13.48,29.3
46461,County_46461,Virginia,Urban,17.13,24.66,7.74,21.96
15123,County_15123,Iowa,Rural,14.33,14.45,7.1,14.83
43745,County_43745,Texas,Rural,14.04,20.16,4.33,
16347,County_16347,Kansas,Urban,36.56,44.47,18.51,43.76
38389,County_38389,Pennsylvania,Urban,19.46,24.17,9.79,23.73
11721,County_11721,Hawaii,Rural,10.99,14.33,3.75,17.81
34371,County_34371,North Dakota,Rural,28.43,41.4,14.04,36.26
41417,County_41417,South Dakota,Suburban/Small City,19.16,26.14,7.26,18.97
54919,County_54919,Other,Urban,10.22,9.48,2.85,5.95
8723,County_8723,Delaware,Rural,,26.45,8.43,20.79
28345,County_28345,Nevada,Rural,21.34,24.48,9.91,23.39
4901,County_4901,Arkansas,Rural,30.6,36.73,15.93,37.2
12407,County_12407,Idaho,Rural,30.21,37.3,11.61,50.29
45997,County_45997,Vermont,Rural,14.99,19.64,7.27,18.84
42801,County_42801,Tennessee,Urban,24.38,30.01,11.48,26.78
52251,County_52251,Other,Rural,27.4,38.14,10.33,34.62
46017,County_46017,Virginia,Rural,13.61,17.58,6.35,18.82
51153,County_51153,Other,Urban,29.88,39.57,16.28,41.05
28365,County_28365,Nevada,Rural,13.18,,6.15,10.42
48967,County_48967,West Virginia,Suburban/Small City,35.2,43.63,12.84,45.13
33825,County_33825,North Carolina,Rural,33.69,44.22,14.83,42.53
18593,County_18593,Louisiana,Rural,24.16,35.04,11.2,28.42
48545,County_48545,West Virginia,Urban,39.83,51.23,18.1,51.53
16371,County_16371,Kansas,Urban,27.95,36.77,15.25,34.13
49101,County_49101,Wisconsin,Suburban/Small City,15.67,21.58,5.32,9.1
19017,County_19017,Maine,Urban,,22.56,8.58,29.37
31991,County_31991,New Mexico,Rural,28.75,36.16,10.99,31.54
46505,County_46505,Virginia,Urban,33.72,43.76,17.72,38.78
48679,County_48679,West Virginia,Rural,12.7,16.34,6.82,7.8
8215,County_8215,Delaware,Urban,38.49,51.3,17.06,55.98
51935,County_51935,Other,Rural,42.04,52.02,20.03,48.43
38045,County_38045,Pennsylvania,Rural,44.05,,21.11,44.17
20073,County_20073,Maryland,Urban,25.1,32.2,12.17,27.65
31271,County_31271,New Mexico,Urban,9.12,8.6,3.83,2.05
23217,County_23217,Minnesota,Rural,14.3,18.58,7.17,14.92
22095,County_22095,Michigan,Suburban/Small City,26.64,29.85,8.95,29.26
30965,County_30965,New Jersey,Rural,33.44,42.19,12.9,35.2
1739,County_1739,Alabama,Urban,20.01,29.56,9.12,23.63
5381,County_5381,California,Rural,21.34,25.8,11.95,19.5
20423,County_20423,Maryland,Rural,25.17,30.44,12.48,
18937,County_18937,Louisiana,Rural,36.97,48.24,17.72,47.66
22291,County_22291,Michigan,Urban,25.89,34.7,11.4,
32277,County_32277,New York,Urban,36.7,48.14,17.88,47.63
46531,County_46531,Virginia,Rural,38.19,51.69,17.28,53.91
35273,County_35273,Ohio,Rural,42.84,54.41,21.49,53.89
20429,County_20429,Maryland,Rural,28.03,37.87,10.39,38.26
37343,County_37343,Oregon,Urban,31.46,37.76,13.94,34.38
33023,County_33023,North Carolina,Suburban/Small City,33.5,42.35,18.4,53.48
33281,County_33281,North Carolina,Rural,29.03,39.61,12.09,35.54
56407,County_56407,Other,Rural,27.37,36.12,13.09,32.89
1947,County_1947,Alabama,Rural,,48.99,19.15,49.38
22995,County_22995,Michigan,Rural,27.53,37.39,15.03,35.93
43901,County_43901,Texas,Rural,37.88,48.21,18.29,43.62
56251,County_56251,Other,Urban,23.59,,10.75,31.77
51809,County_51809,Other,Urban,30.85,44.63,14.47,37.62
45151,County_45151,Vermont,Rural,18.27,23.91,8.85,17.24
55955,County_55955,Other,Rural,36.48,48.71,14.73,41.5
46403,County_46403,Virginia,Urban,29.06,36.2,12.55,31.44
11313,County_11313,Hawaii,Urban,19.0,23.89,8.04,23.63
15545,County_15545,Iowa,Rural,28.47,34.31,13.26,37.53
21817,County_21817,Massachusetts,Urban,20.98,23.44,8.15,22.72
12787,County_12787,Idaho,Rural,24.72,33.61,9.2,39.25
6417,County_6417,Colorado,Rural,,19.93,8.68,17.83
37295,County_37295,Oregon,Rural,33.31,45.91,12.88,36.16
54817,County_54817,Other,Rural,29.53,41.86,13.44,42.54
20495,County_20495,Maryland,Urban,19.25,25.24,8.07,17.89
24217,County_24217,Mississippi,Rural,25.76,33.25,10.72,28.42
33587,County_33587,North Carolina,Rural,16.3,20.81,,22.46
55727,County_55727,Other,Urban,12.93,17.97,5.91,13.8
45541,County_45541,Vermont,Urban,27.53,38.29,12.07,31.06
16487,County_16487,Kansas,Rural,25.72,36.73,10.23,31.63
6379,County_6379,Colorado,Suburban/Small City,17.68,23.08,,21.57
9821,County_9821,Florida,Urban,32.65,44.68,15.36,50.63
36395,County_36395,Oklahoma,Rural,43.79,57.17,19.37,
36651,County_36651,Oklahoma,Urban,33.48,44.05,12.4,37.52
41493,County_41493,South Dakota,Urban,22.08,30.13,11.13,22.78
41335,County_41335,South Dakota,Rural,32.31,41.27,12.59,37.98
48335,County_48335,West Virginia,Urban,25.05,31.67,11.02,30.93
51779,County_51779,Other,Rural,11.84,18.63,2.52,5.4
26637,County_26637,Montana,Urban,17.85,23.63,9.04,18.18
14829,County_14829,Indiana,Rural,21.97,28.19,7.81,23.34
12795,County_12795,Idaho,Urban,17.99,24.59,6.3,21.74
41731,County_41731,South Dakota,Urban,25.29,30.08,12.16,30.75
19653,County_19653,Maine,Rural,33.16,42.08,14.51,
14605,County_14605,Indiana,Rural,23.29,33.51,8.71,24.72
40219,County_40219,South Carolina,Rural,29.54,40.14,13.36,32.01
43505,County_43505,Texas,Rural,23.62,29.69,8.59,28.35
16249,County_16249,Kansas,Urban,26.24,32.24,12.4,32.59
10697,County_10697,Georgia,Suburban/Small City,32.95,41.38,14.59,40.24
36203,County_36203,Oklahoma,Suburban/Small City,27.48,35.51,10.91,34.97
52287,County_52287,Other,Rural,11.46,15.22,6.23,0.78
9211,County_9211,Florida,Rural,23.69,31.79,12.01,30.0
56419,County_56419,Other,Suburban/Small City,34.82,48.23,16.55,46.07
29057,County_29057,New Hampshire,Suburban/Small City,22.53,25.21,8.7,25.73
5517,County_5517,California,Rural,30.33,40.91,9.59,37.87
20851,County_20851,Maryland,Rural,14.18,19.99,5.35,10.84
11655,County_11655,Hawaii,Urban,21.46,28.67,9.61,24.56
17579,County_17579,Kentucky,Rural,37.89,48.69,16.82,46.27
11401,County_11401,Hawaii,Suburban/Small City,20.47,26.49,9.43,17.45
5719,County_5719,California,Suburban/Small City,13.05,16.03,3.95,11.03
48187,County_48187,West Virginia,Rural,27.28,36.53,12.4,33.75
30787,County_30787,New Jersey,Urban,20.69,24.34,10.57,22.95
26877,County_26877,Montana,Urban,35.16,47.31,13.2,46.5
17249,County_17249,Kentucky,Rural,34.09,40.65,14.07,50.97
5357,County_5357,California,Suburban/Small City,21.03,26.75,3.48,16.63
30585,County_30585,New Jersey,Rural,31.69,42.25,15.04,42.35
18197,County_18197,Louisiana,Rural,30.17,42.05,12.21,43.1
30419,County_30419,New Jersey,Urban,34.76,45.38,13.03,45.37
16383,County_16383,Kansas,Urban,23.55,32.18,8.67,23.46
43531,County_43531,Texas,Rural,14.76,21.27,8.64,13.1
54717,County_54717,Other,Rural,40.73,51.82,20.2,48.08
21923,County_21923,Massachusetts,Rural,20.38,26.23,10.41,18.03
31557,County_31557,New Mexico,Rural,18.07,24.03,7.47,6.48
13947,County_13947,Illinois,Rural,27.64,35.76,14.26,31.35
50715,County_50715,Wyoming,Rural,30.04,42.27,13.08,42.48
16421,County_16421,Kansas,Suburban/Small City,21.52,28.86,10.09,21.55
54317,County_54317,Other,Rural,41.98,53.98,19.23,58.27
11763,County_11763,Hawaii,Rural,15.8,17.06,4.49,16.89
50233,County_50233,Wyoming,Urban,25.36,33.77,11.96,20.95
56849,County_56849,Other,Urban,38.8,51.82,19.29,
38561,County_38561,Pennsylvania,Urban,17.8,21.33,7.17,11.83
9543,County_9543,Florida,Suburban/Small City,29.62,41.53,10.19,32.13
13387,County_13387,Illinois,Urban,24.13,33.26,12.48,
44031,County_44031,Utah,Urban,30.45,40.1,,41.07
22515,County_22515,Michigan,Rural,23.19,30.82,8.82,23.92
5895,County_5895,California,Urban,38.65,49.34,,45.48
47723,County_47723,Washington,Urban,18.05,19.47,7.97,21.39
16511,County_16511,Kansas,Suburban/Small City,11.02,,,
52281,County_52281,Other,Urban,29.93,37.2,11.69,36.62
5149,County_5149,California,Urban,20.83,30.07,11.67,30.01
14179,County_14179,Indiana,Rural,20.0,25.54,9.08,20.13
19697,County_19697,Maine,Rural,25.21,36.12,12.0,24.54
54093,County_54093,Other,Rural,29.36,37.0,13.23,35.15
25199,County_25199,Missouri,Urban,20.8,32.06,10.81,28.61
19179,County_19179,Maine,Suburban/Small City,36.81,49.2,16.51,45.65
4653,County_4653,Arkansas,Rural,21.55,32.03,9.99,25.04
50273,County_50273,Wyoming,Urban,28.66,38.31,11.95,38.98
24739,County_24739,Mississippi,Suburban/Small City,32.17,42.89,13.98,40.89
27649,County_27649,Nebraska,Urban,13.39,18.16,6.32,9.61
16201,County_16201,Kansas,Urban,19.17,23.86,9.3,17.57
40373,County_40373,South Carolina,Rural,35.59,45.43,15.82,38.26
54629,County_54629,Other,Urban,25.33,34.31,8.48,29.47
35535,County_35535,Ohio,Rural,30.34,38.36,12.03,38.99
28739,County_28739,Nevada,Suburban/Small City,34.05,44.25,14.14,50.19
31913,County_31913,New Mexico,Rural,18.49,26.86,7.03,16.03
35009,County_35009,Ohio,Urban,31.7,41.05,13.36,39.13
47593,County_47593,Washington,Rural,13.43,16.09,10.05,
12129,County_12129,Idaho,Rural,19.07,23.6,7.27,25.9
19885,County_19885,Maine,Urban,21.25,30.68,9.34,24.36
5575,County_5575,California,Rural,41.63,53.19,20.53,60.36
54701,County_54701,Other,Rural,14.12,18.93,1.4,13.69
40549,County_40549,South Carolina,Urban,35.03,47.37,14.9,47.13
2631,County_2631,Alaska,Rural,11.76,15.76,7.63,8.92
25529,County_25529,Missouri,Urban,24.23,32.29,12.24,27.05
37101,County_37101,Oregon,Rural,38.78,49.57,20.21,51.26
50967,County_50967,Wyoming,Rural,19.62,24.73,10.03,19.12
25241,County_25241,Missouri,Rural,20.7,25.28,9.99,29.49
20011,County_20011,Maryland,Urban,21.5,27.35,10.34,13.64
23655,County_23655,Minnesota,Rural,7.74,14.96,6.61,8.1
15363,County_15363,Iowa,Rural,21.45,26.55,10.43,29.9
27933,County_27933,Nebraska,Rural,41.18,55.64,16.81,50.25
21529,County_21529,Massachusetts,Urban,23.84,30.37,10.58,22.59
21039,County_21039,Massachusetts,Urban,15.46,21.2,6.55,9.27
13735,County_13735,Illinois,Rural,29.99,40.49,14.34,34.88
9969,County_9969,Florida,Urban,21.89,27.35,7.19,17.71
51597,County_51597,Other,Urban,24.12,31.6,13.76,34.59
15511,County_15511,Iowa,Suburban/Small City,33.61,44.98,15.47,46.14
8363,County_8363,Delaware,Rural,18.1,25.24,6.88,15.62
28939,County_28939,Nevada,Urban,33.27,43.19,15.82,38.81
39775,County_39775,Rhode Island,Rural,20.93,22.55,9.65,21.24
17621,County_17621,Kentucky,Rural,,53.01,16.57,53.84
56423,County_56423,Other,Rural,34.34,45.59,15.1,51.14
46609,County_46609,Virginia,Rural,,51.23,15.28,52.77
32561,County_32561,New York,Rural,22.26,28.22,13.57,20.55
9063,County_9063,Florida,Suburban/Small City,11.47,11.71,,8.88
8535,County_8535,Delaware,Urban,15.5,18.02,7.42,13.25
44557,County_44557,Utah,Rural,26.25,34.9,10.56,30.72
56235,County_56235,Other,Urban,34.59,42.09,15.19,42.15
30947,County_30947,New Jersey,Rural,38.52,50.57,16.42,44.24
8671,County_8671,Delaware,Rural,20.47,23.98,6.49,19.53
11413,County_11413,Hawaii,Rural,25.4,30.96,9.84,34.98
3455,County_3455,Arizona,Rural,34.68,43.65,16.19,46.54
3857,County_3857,Arizona,Urban,37.53,47.7,17.92,46.39
12025,County_12025,Idaho,Rural,21.33,30.44,10.7,18.03
32651,County_32651,New York,Rural,28.4,36.98,12.89,36.28
20901,County_20901,Maryland,Suburban/Small City,13.7,19.0,5.08,12.44
6379,County_6379,Colorado,Urban,13.64,15.01,3.7,11.87
43467,County_43467,Texas,Rural,35.55,46.36,17.71,41.84
41793,County_41793,South Dakota,Rural,21.17,26.01,13.69,21.41
42693,County_42693,Tennessee,Urban,27.52,37.78,12.75,33.51
